Codigo do Municipio;Municipios;Territorio de Identidade;Ano;total_homens;total_mulheres;Total_urb                                                                          ;Homem_urb;Mulher_urb;Total_rural;Homem_rural;Mulher_rural
2902104;Araci;Sisal;2010;25940;25711;19638;9404;10234;32013;16536;15477
2902203;Aramari;Litoral Norte e Agreste Baiano;2010;4999;5037;5125;2507;2618;4911;2492;2419
2902252;Arataca;Litoral Sul;2010;5502;4890;5588;2842;2746;4804;2660;2144
2902302;Aratuípe;Baixo Sul;2010;4376;4223;5513;2726;2787;3086;1650;1436
2902401;Aurelino Leal;Litoral Sul;2010;6833;6762;11426;5590;5836;2169;1243;926
2902500;Baianópolis;Bacia do Rio Grande;2010;7162;6688;3482;1712;1770;10368;5450;4918
2902609;Baixa Grande;Bacia do Jacuípe;2010;9966;10094;8338;3973;4365;11722;5993;5729
2902658;Banzaê;Semi-Árido Nordeste II;2010;5993;5821;4042;1996;2046;7772;3997;3775
2902708;Barra;Velho Chico;2010;25160;24165;22446;10960;11486;26879;14200;12679
2902807;Barra da Estiva;Chapada Diamantina;2010;10648;10539;10404;5072;5332;10783;5576;5207
2902906;Barra do Choça;Vitória da Conquista;2010;17553;17235;22407;11086;11321;12381;6467;5914
2903003;Barra do Mendes;Irecê;2010;7012;6975;6256;2993;3263;7731;4019;3712
2903102;Barra do Rocha;Médio Rio de Contas;2010;3337;2976;3806;1908;1898;2507;1429;1078
2903201;Barreiras;Bacia do Rio Grande;2010;67913;69514;123741;60645;63096;13686;7268;6418
2903235;Barro Alto;Irecê;2010;6909;6703;6712;3318;3394;6900;3591;3309
2903300;Barro Preto/Lomanto Junior;Litoral Sul;2010;3306;3147;5295;2638;2657;1158;668;490
2903276;Barrocas;Sisal;2010;7218;6973;5695;2859;2836;8496;4359;4137
2903409;Belmonte;Costa do Descobrimento;2010;11159;10639;11420;5669;5751;10378;5490;4888
2903508;Belo Campo;Vitória da Conquista;2010;8120;7901;9029;4398;4631;6992;3722;3270
2903607;Biritinga;Sisal;2010;7553;7283;3517;1661;1856;11319;5892;5427
2903706;Boa Nova;Médio Rio de Contas;2010;7824;7587;5804;2839;2965;9607;4985;4622
2903805;Boa Vista do Tupim;Piemonte do Paraguaçu;2010;9134;8857;6593;3143;3450;11398;5991;5407
2903904;Bom Jesus da Lapa;Velho Chico;2010;31676;31804;43099;20904;22195;20381;10772;9609
2903953;Bom Jesus da Serra;Vitória da Conquista;2010;5191;4922;2768;1363;1405;7345;3828;3517
2904001;Boninal;Chapada Diamantina;2010;6702;6993;4607;2194;2413;9088;4508;4580
2904050;Bonito;Chapada Diamantina;2010;7521;7313;6232;3060;3172;8602;4461;4141
2904100;Boquira;Bacia do Paramirim;2010;10856;11181;7364;3483;3881;14673;7373;7300
2904209;Botuporã;Bacia do Paramirim;2010;5608;5546;4076;1988;2088;7078;3620;3458
2904308;Brejões;Vale de Jequiriçá;2010;7114;7168;4937;2384;2553;9345;4730;4615
2904407;Brejolândia;Bacia do Rio Corrente;2010;5798;5279;1984;957;1027;9093;4841;4252
2904506;Brotas de Macaúbas;Velho Chico;2010;5472;5245;3118;1533;1585;7599;3939;3660
2904605;Brumado;Sertão Produtivo;2010;31747;32855;45131;21716;23415;19471;10031;9440
2904704;Buerarema;Litoral Sul;2010;9307;9298;15277;7447;7830;3328;1860;1468
2904753;Buritirama;Bacia do Rio Grande;2010;10202;9398;7905;3929;3976;11695;6273;5422
2904803;Caatiba;Médio Sudoeste da Bahia;2010;5992;5428;5398;2774;2624;6022;3218;2804
2904852;Cabaceiras do Paraguaçu;Recôncavo;2010;8549;8778;4644;2261;2383;12683;6288;6395
2904902;Cachoeira;Recôncavo;2010;15453;16573;16387;7684;8703;15639;7769;7870
2905008;Caculé;Sertão Produtivo;2010;11137;11099;13309;6442;6867;8927;4695;4232
2905107;Caém;Piemonte da Diamantina;2010;5140;5228;3655;1704;1951;6713;3436;3277
2905156;Caetanos;Vitória da Conquista;2010;7054;6585;3291;1654;1637;10348;5400;4948
2905206;Caetité;Sertão Produtivo;2010;23419;24096;28447;13527;14920;19068;9892;9176
2905305;Cafarnaum;Irecê;2010;8764;8445;10563;5241;5322;6646;3523;3123
2905404;Cairu;Baixo Sul;2010;7841;7533;8147;4077;4070;7227;3764;3463
2905503;Caldeirão Grande;Piemonte Norte do Itapicuru;2010;6152;6339;4558;2152;2406;7933;4000;3933
2905602;Camacan;Litoral Sul;2010;15734;15738;24685;12022;12663;6787;3712;3075
2905701;Camaçari;Metropolitana de Salvador;2010;120704;122266;231973;114874;117099;10997;5830;5167
2905800;Camamu;Baixo Sul;2010;17899;17281;15618;7566;8052;19562;10333;9229
2905909;Campo Alegre de Lourdes;Sertão do São Francisco;2010;14142;13948;8126;3957;4169;19964;10185;9779
2906006;Campo Formoso;Piemonte Norte do Itapicuru;2010;33464;33152;24863;11807;13056;41753;21657;20096
2906105;Canápolis;Bacia do Rio Corrente;2010;4808;4602;3225;1601;1624;6185;3207;2978
2906204;Canarana;Irecê;2010;12126;11941;11455;5596;5859;12612;6530;6082
2906303;Canavieiras;Litoral Sul;2010;16089;16247;25903;12491;13412;6433;3598;2835
2906402;Candeal;Sisal;2010;4499;4396;3476;1699;1777;5419;2800;2619
2906501;Candeias;Metropolitana de Salvador;2010;40314;42844;75994;36606;39388;7164;3708;3456
2906600;Candiba;Sertão Produtivo;2010;6815;6395;7725;3890;3835;5485;2925;2560
2906709;Cândido Sales;Vitória da Conquista;2010;14032;13886;19286;9592;9694;8632;4440;4192
2906808;Cansanção;Sisal;2010;16560;16348;11021;5304;5717;21887;11256;10631
2906824;Canudos;Sertão do São Francisco;2010;7997;7735;8698;4291;4407;7034;3706;3328
2906857;Capela do Alto Alegre;Bacia do Jacuípe;2010;5808;5719;5595;2723;2872;5932;3085;2847
2906873;Capim Grosso;Piemonte da Diamantina;2010;12998;13579;21762;10541;11221;4815;2457;2358
2906899;Caraíbas;Vitória da Conquista;2010;5216;5006;2513;1242;1271;7709;3974;3735
2906907;Caravelas;Extremo Sul;2010;10873;10541;11309;5635;5674;10105;5238;4867
2907004;Cardeal da Silva;Litoral Norte e Agreste Baiano;2010;4502;4397;2901;1456;1445;5998;3046;2952
2907103;Carinhanha;Velho Chico;2010;14523;13857;12585;6118;6467;15795;8405;7390
2907202;Casa Nova;Sertão do São Francisco;2010;33091;31849;37543;18559;18984;27397;14532;12865
2907301;Castro Alves;Recôncavo;2010;12268;13140;15686;7371;8315;9722;4897;4825
2907400;Catolândia;Bacia do Rio Grande;2010;1354;1258;967;484;483;1645;870;775
2907509;Catu;Litoral Norte e Agreste Baiano;2010;24816;26261;42755;20502;22253;8322;4314;4008
2907558;Caturama;Bacia do Paramirim;2010;4543;4300;2374;1162;1212;6469;3381;3088
2907608;Central;Irecê;2010;8689;8324;8157;3991;4166;8856;4698;4158
2907707;Chorrochó;Itaparica;2010;5442;5292;2631;1232;1399;8103;4210;3893
2907806;Cícero Dantas;Semi-Árido Nordeste II;2010;15860;16440;17726;8362;9364;14574;7498;7076
2907905;Cipó;Semi-Árido Nordeste II;2010;7678;8077;11287;5381;5906;4468;2297;2171
2908002;Coaraci;Litoral Sul;2010;10274;10690;19130;9195;9935;1834;1079;755
2908101;Côcos;Bacia do Rio Corrente;2010;9303;8850;8572;4220;4352;9581;5083;4498
2908200;Conceição da Feira;Portal do Sertão;2010;9922;10469;13137;6258;6879;7254;3664;3590
2908309;Conceição do Almeida;Recôncavo;2010;8704;9185;7926;3750;4176;9963;4954;5009
2908408;Conceição do Coité;Sisal;2010;30707;31333;36278;17418;18860;25762;13289;12473
2908507;Conceição do Jacuípe;Portal do Sertão;2010;14559;15564;23539;11259;12280;6584;3300;3284
2908606;Conde;Litoral Norte e Agreste Baiano;2010;11834;11786;12129;5904;6225;11491;5930;5561
2908705;Condeúba;Vitória da Conquista;2010;8270;8628;7462;3488;3974;9436;4782;4654
2908804;Contendas do Sincorá;Sertão Produtivo;2010;2380;2283;2297;1141;1156;2366;1239;1127
2908903;Coração de Maria;Portal do Sertão;2010;10841;11560;9400;4357;5043;13001;6484;6517
2909000;Cordeiros;Vitória da Conquista;2010;4048;4120;2551;1206;1345;5617;2842;2775
2909109;Coribe;Bacia do Rio Corrente;2010;7199;7108;6141;2981;3160;8166;4218;3948
2909208;Coronel João Sá;Semi-Árido Nordeste II;2010;8796;8270;7043;3513;3530;10023;5283;4740
2909307;Correntina;Bacia do Rio Corrente;2010;15763;15486;12604;6115;6489;18645;9648;8997
2909406;Cotegipe;Bacia do Rio Grande;2010;7115;6521;6648;3266;3382;6988;3849;3139
2909505;Cravolândia;Vale de Jequiriçá;2010;2557;2484;3180;1579;1601;1861;978;883
2909604;Crisópolis;Litoral Norte e Agreste Baiano;2010;10236;9810;8612;4258;4354;11434;5978;5456
2909703;Cristópolis;Bacia do Rio Grande;2010;6869;6411;3133;1571;1562;10147;5298;4849
2909802;Cruz das Almas;Recôncavo;2010;27682;30924;49885;23292;26593;8721;4390;4331
2909901;Curaçá;Sertão do São Francisco;2010;16467;15701;13719;6554;7165;18449;9913;8536
2910008;Dário Meira;Médio Rio de Contas;2010;6726;6110;5090;2567;2523;7746;4159;3587
2910057;Dias D'Ávila;Metropolitana de Salvador;2010;32818;33622;62473;30734;31739;3967;2084;1883
2910107;Dom Basílio;Sertão Produtivo;2010;5870;5485;2241;1128;1113;9114;4742;4372
2910206;Dom Macedo Costa;Recôncavo;2010;1897;1977;1761;839;922;2113;1058;1055
2910305;Elísio Medrado;Vale de Jequiriçá;2010;3957;3990;3248;1547;1701;4699;2410;2289
2910404;Encruzilhada;Vitória da Conquista;2010;12376;11390;5130;2552;2578;18636;9824;8812
2910503;Entre Rios;Litoral Norte e Agreste Baiano;2010;19631;20241;23840;11349;12491;16032;8282;7750
2900504;Érico Cardoso;Bacia do Paramirim;2010;5422;5437;2016;975;1041;8843;4447;4396
2910602;Esplanada;Litoral Norte e Agreste Baiano;2010;16334;16468;20822;10078;10744;11980;6256;5724
2910701;Euclides da Cunha;Semi-Árido Nordeste II;2010;28319;27970;27416;13266;14150;28873;15053;13820
2910727;Eunápolis;Costa do Descobrimento;2010;49396;50800;93413;45820;47593;6783;3576;3207
2910750;Fátima;Semi-Árido Nordeste II;2010;8949;8703;6916;3333;3583;10736;5616;5120
2910776;Feira da Mata;Velho Chico;2010;3197;2987;3243;1618;1625;2941;1579;1362
2910800;Feira de Santana;Portal do Sertão;2010;263999;292643;510635;241310;269325;46007;22689;23318
2910859;Filadélfia;Piemonte Norte do Itapicuru;2010;8437;8303;9022;4379;4643;7718;4058;3660
2910909;Firmino Alves;Médio Sudoeste da Bahia;2010;2732;2652;4337;2164;2173;1047;568;479
2911006;Floresta Azul;Litoral Sul;2010;5438;5222;7343;3622;3721;3317;1816;1501
2911105;Formosa do Rio Preto;Bacia do Rio Grande;2010;11660;10868;13647;6771;6876;8881;4889;3992
2911204;Gandu;Baixo Sul;2010;15103;15233;24848;12131;12717;5488;2972;2516
2911253;Gavião;Bacia do Jacuípe;2010;2356;2205;2538;1282;1256;2023;1074;949
2911303;Gentio do Ouro;Irecê;2010;5448;5174;5350;2654;2696;5272;2794;2478
2911402;Glória;Itaparica;2010;7539;7537;2827;1383;1444;12249;6156;6093
2911501;Gongogi;Médio Rio de Contas;2010;4235;4122;5358;2624;2734;2999;1611;1388
2911600;Governador Mangabeira;Recôncavo;2010;9497;10321;7417;3449;3968;12401;6048;6353
2911659;Guajeru;Vitória da Conquista;2010;5242;5170;2077;994;1083;8335;4248;4087
2911709;Guanambi;Sertão Produtivo;2010;38481;40352;62565;30075;32490;16268;8406;7862
2911808;Guaratinga;Costa do Descobrimento;2010;11618;10547;10425;5211;5214;11740;6407;5333
2911857;Heliópolis;Semi-Árido Nordeste II;2010;6666;6526;5428;2617;2811;7764;4049;3715
2911907;Iaçu;Piemonte do Paraguaçu;2010;12631;13105;20168;9691;10477;5568;2940;2628
2912004;Ibiassucê;Sertão Produtivo;2010;5097;4965;4706;2323;2383;5356;2774;2582
2912103;Ibicaraí;Litoral Sul;2010;11888;12384;17885;8590;9295;6387;3298;3089
2912202;Ibicoara;Chapada Diamantina;2010;8754;8528;10961;5510;5451;6321;3244;3077
2912301;Ibicuí;Médio Sudoeste da Bahia;2010;8063;7722;11964;5888;6076;3821;2175;1646
2912400;Ibipeba;Irecê;2010;8758;8250;10049;5039;5010;6959;3719;3240
2912509;Ibipitanga;Bacia do Paramirim;2010;7048;7123;5155;2451;2704;9016;4597;4419
2912608;Ibiquera;Piemonte do Paraguaçu;2010;2529;2337;2461;1223;1238;2405;1306;1099
2912707;Ibirapitanga;Baixo Sul;2010;11534;11064;6163;2949;3214;16435;8585;7850
2912806;Ibirapoã;Extremo Sul;2010;4098;3858;4532;2304;2228;3424;1794;1630
2912905;Ibirataia;Médio Rio de Contas;2010;9440;9503;15742;7707;8035;3201;1733;1468
2913002;Ibitiara;Chapada Diamantina;2010;7695;7813;3437;1638;1799;12071;6057;6014
2913101;Ibititá;Irecê;2010;9058;8782;8338;4117;4221;9502;4941;4561
2913200;Ibotirama;Velho Chico;2010;12802;12622;19501;9612;9889;5923;3190;2733
2913309;Ichu;Sisal;2010;2588;2667;3365;1634;1731;1890;954;936
2913408;Igaporã;Velho Chico;2010;7643;7562;7864;3803;4061;7341;3840;3501
2913457;Igrapiúna;Baixo Sul;2010;7042;6301;4275;2075;2200;9068;4967;4101
2913507;Iguaí;Médio Sudoeste da Bahia;2010;13123;12582;14580;7168;7412;11125;5955;5170
2913606;Ilhéus;Litoral Sul;2010;89440;94796;155281;74049;81232;28955;15391;13564
2913705;Inhambupe;Litoral Norte e Agreste Baiano;2010;18028;18278;15635;7491;8144;20671;10537;10134
2913804;Ipecaetá;Portal do Sertão;2010;7586;7745;2637;1261;1376;12694;6325;6369
2913903;Ipiaú;Médio Rio de Contas;2010;21831;22559;40384;19664;20720;4006;2167;1839
2914000;Ipirá;Bacia do Jacuípe;2010;29076;30267;29009;13607;15402;30334;15469;14865
2914109;Ipupiara;Irecê;2010;4741;4544;5979;2976;3003;3306;1765;1541
2914208;Irajuba;Vale de Jequiriçá;2010;3506;3496;3273;1603;1670;3729;1903;1826
2914307;Iramaia;Chapada Diamantina;2010;6167;5823;5404;2675;2729;6586;3492;3094
2914406;Iraquara;Chapada Diamantina;2010;11244;11357;6757;3230;3527;15844;8014;7830
2914505;Irará;Portal do Sertão;2010;13297;14169;11246;5210;6036;16220;8087;8133
2914604;Irecê;Irecê;2010;32018;34163;61019;29273;31746;5162;2745;2417
2914653;Itabela;Costa do Descobrimento;2010;14481;13909;21384;10777;10607;7006;3704;3302
2914703;Itaberaba;Piemonte do Paraguaçu;2010;29935;31696;48485;22999;25486;13146;6936;6210
2914802;Itabuna;Litoral Sul;2010;96936;107731;199643;94198;105445;5024;2738;2286
2914901;Itacaré;Litoral Sul;2010;12697;11621;13642;6789;6853;10676;5908;4768
2915007;Itaeté;Chapada Diamantina;2010;7513;7411;6209;3010;3199;8715;4503;4212
2915106;Itagi;Médio Rio de Contas;2010;6588;6463;10210;4996;5214;2841;1592;1249
2915205;Itagibá;Médio Rio de Contas;2010;7804;7389;9572;4734;4838;5621;3070;2551
2915304;Itagimirim;Costa do Descobrimento;2010;3556;3554;5649;2764;2885;1461;792;669
2915353;Itaguaçu da Bahia;Irecê;2010;6959;6250;2598;1309;1289;10611;5650;4961
2915403;Itaju do Colônia;Litoral Sul;2010;3699;3610;5860;2909;2951;1449;790;659
2915502;Itajuípe;Litoral Sul;2010;10452;10629;16839;8158;8681;4242;2294;1948
2915601;Itamaraju;Extremo Sul;2010;31460;31609;49785;24300;25485;13284;7160;6124
2915700;Itamari;Médio Rio de Contas;2010;4036;3867;5839;2907;2932;2064;1129;935
2915809;Itambé;Médio Sudoeste da Bahia;2010;11583;11506;19698;9697;10001;3391;1886;1505
2915908;Itanagra;Litoral Norte e Agreste Baiano;2010;3885;3713;2327;1171;1156;5271;2714;2557
2916005;Itanhém;Extremo Sul;2010;10295;9921;14206;7035;7171;6010;3260;2750
2916104;Itaparica;Metropolitana de Salvador;2010;10166;10559;20725;10166;10559;0;0;0
2916203;Itapé;Litoral Sul;2010;5608;5387;7180;3566;3614;3815;2042;1773
2916302;Itapebi;Costa do Descobrimento;2010;5260;5235;8268;4043;4225;2227;1217;1010
2916401;Itapetinga;Médio Sudoeste da Bahia;2010;33449;34824;66276;32341;33935;1997;1108;889
2916500;Itapicuru;Litoral Norte e Agreste Baiano;2010;16467;15794;6675;3193;3482;25586;13274;12312
2916609;Itapitanga;Litoral Sul;2010;5178;5029;7591;3681;3910;2616;1497;1119
2916708;Itaquara;Vale de Jequiriçá;2010;3842;3836;4608;2220;2388;3070;1622;1448
2916807;Itarantim;Médio Sudoeste da Bahia;2010;9523;9016;15302;7653;7649;3237;1870;1367
2916856;Itatim;Piemonte do Paraguaçu;2010;7252;7270;10112;4954;5158;4410;2298;2112
2916906;Itiruçu;Vale de Jequiriçá;2010;6241;6452;9526;4566;4960;3167;1675;1492
2917003;Itiúba;Sisal;2010;18317;17796;9699;4747;4952;26414;13570;12844
2917102;Itororó;Médio Sudoeste da Bahia;2010;9990;9924;18100;8953;9147;1814;1037;777
2917201;Ituaçu;Sertão Produtivo;2010;9031;9096;6569;3123;3446;11558;5908;5650
2917300;Ituberá;Baixo Sul;2010;13388;13203;19252;9352;9900;7339;4036;3303
2917334;Iuiu;Sertão Produtivo;2010;5646;5254;5284;2677;2607;5616;2969;2647
2917359;Jaborandi;Bacia do Rio Corrente;2010;4660;4313;3040;1493;1547;5933;3167;2766
2917409;Jacaraci;Vitória da Conquista;2010;6926;6725;4923;2406;2517;8728;4520;4208
2917508;Jacobina;Piemonte da Diamantina;2010;38328;40919;55868;26512;29356;23379;11816;11563
2917607;Jaguaquara;Vale de Jequiriçá;2010;25042;25969;38850;18645;20205;12161;6397;5764
2917706;Jaguarari;Piemonte Norte do Itapicuru;2010;15438;14905;16612;8264;8348;13731;7174;6557
2917805;Jaguaripe;Baixo Sul;2010;8449;8018;5298;2587;2711;11169;5862;5307
2917904;Jandaíra;Litoral Norte e Agreste Baiano;2010;5309;5022;6147;3092;3055;4184;2217;1967
2918001;Jequié;Médio Rio de Contas;2010;73612;78283;139426;66855;72571;12469;6757;5712
2918100;Jeremoabo;Semi-Árido Nordeste II;2010;19018;18662;17437;8424;9013;20243;10594;9649
2918209;Jiquiriçá;Vale de Jequiriçá;2010;7155;6963;5581;2689;2892;8537;4466;4071
2918308;Jitaúna;Médio Rio de Contas;2010;7124;6991;9260;4480;4780;4855;2644;2211
2918357;João Dourado;Irecê;2010;11383;11166;13569;6724;6845;8980;4659;4321
2918407;Juazeiro;Sertão do São Francisco;2010;97085;100880;160775;77799;82976;37190;19286;17904
2918456;Jucuruçu;Extremo Sul;2010;5399;4891;2292;1159;1133;7998;4240;3758
2918506;Jussara;Irecê;2010;7812;7240;10052;5135;4917;5000;2677;2323
2918555;Jussari;Litoral Sul;2010;3280;3194;4876;2400;2476;1598;880;718
2918605;Jussiape;Chapada Diamantina;2010;3907;4124;3068;1423;1645;4963;2484;2479
2918704;Lafayette Coutinho;Vale de Jequiriçá;2010;2030;1871;2104;1038;1066;1797;992;805
2919058;Lagedo do Tabocal;Vale de Jequiriçá;2010;4187;4118;5149;2508;2641;3156;1679;1477
2918753;Lagoa Real;Sertão Produtivo;2010;7200;6734;2808;1374;1434;11126;5826;5300
2918803;Laje;Vale de Jequiriçá;2010;11286;10915;6080;2935;3145;16121;8351;7770
2918902;Lajedão;Extremo Sul;2010;1837;1896;2076;982;1094;1657;855;802
2919009;Lajedinho;Piemonte do Paraguaçu;2010;2045;1891;1245;619;626;2691;1426;1265
2919108;Lamarão;Sisal;2010;4761;4799;2085;990;1095;7475;3771;3704
2919157;Lapão;Irecê;2010;13083;12563;10050;5043;5007;15596;8040;7556
2919207;Lauro de Freitas;Metropolitana de Salvador;2010;79276;84173;163449;79276;84173;0;0;0
2919306;Lençóis;Chapada Diamantina;2010;5210;5158;8037;3947;4090;2331;1263;1068
2919405;Licínio de Almeida;Vitória da Conquista;2010;6276;6035;6253;3082;3171;6058;3194;2864
2919504;Livramento de N. Senhora;Sertão Produtivo;2010;21492;21201;20530;9920;10610;22163;11572;10591
2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;2010;31056;29049;54881;28190;26691;5224;2866;2358
2919603;Macajuba;Piemonte do Paraguaçu;2010;5520;5709;6871;3257;3614;4358;2263;2095
2919702;Macarani;Médio Sudoeste da Bahia;2010;8583;8510;13639;6674;6965;3454;1909;1545
2919801;Macaúbas;Bacia do Paramirim;2010;23541;23510;15411;7342;8069;31640;16199;15441
2919900;Macururé;Itaparica;2010;4001;4072;2860;1357;1503;5213;2644;2569
2919926;Madre de Deus;Metropolitana de Salvador;2010;8377;8999;16854;8117;8737;522;260;262
2919959;Maetinga;Vitória da Conquista;2010;3581;3457;2817;1392;1425;4221;2189;2032
2920007;Maiquinique;Médio Sudoeste da Bahia;2010;4544;4238;6916;3502;3414;1866;1042;824
2920106;Mairi;Bacia do Jacuípe;2010;9555;9771;11115;5268;5847;8211;4287;3924
2920205;Malhada;Velho Chico;2010;8285;7729;6559;3263;3296;9455;5022;4433
2920304;Malhada de Pedras;Sertão Produtivo;2010;4322;4146;3234;1603;1631;5234;2719;2515
2920403;Manoel Vitorino;Médio Rio de Contas;2010;7338;7049;7359;3606;3753;7028;3732;3296
2920452;Mansidão;Bacia do Rio Grande;2010;6585;6007;4782;2392;2390;7810;4193;3617
2920502;Maracás;Vale de Jequiriçá;2010;12204;12409;17707;8438;9269;6906;3766;3140
2920601;Maragogipe;Recôncavo;2010;21516;21299;25093;12209;12884;17722;9307;8415
2920700;Maraú;Litoral Sul;2010;10076;9025;3561;1748;1813;15540;8328;7212
2920809;Marcionílio Souza;Chapada Diamantina;2010;5298;5202;5312;2564;2748;5188;2734;2454
2920908;Mascote;Litoral Sul;2010;7551;7089;11679;5849;5830;2961;1702;1259
2921005;Mata de São João;Litoral Norte e Agreste Baiano;2010;19879;20304;29825;14454;15371;10358;5425;4933
2921054;Matina;Velho Chico;2010;5674;5471;3473;1707;1766;7672;3967;3705
2921104;Medeiros Neto;Extremo Sul;2010;11049;10511;17064;8603;8461;4496;2446;2050
2921203;Miguel Calmon;Piemonte da Diamantina;2010;13197;13278;16066;7688;8378;10409;5509;4900
2921302;Milagres;Vale de Jequiriçá;2010;5003;5303;7789;3710;4079;2517;1293;1224
2921401;Mirangaba;Piemonte da Diamantina;2010;8176;8103;7879;3827;4052;8400;4349;4051
2921450;Mirante;Vitória da Conquista;2010;5393;5114;1809;883;926;8698;4510;4188
2921500;Monte Santo;Sisal;2010;26586;25752;8845;4245;4600;43493;22341;21152
2921609;Morpará;Velho Chico;2010;4241;4039;5538;2761;2777;2742;1480;1262
2921708;Morro do Chapéu;Chapada Diamantina;2010;17688;17476;20267;9790;10477;14897;7898;6999
2921807;Mortugaba;Vitória da Conquista;2010;6227;6250;5887;2877;3010;6590;3350;3240
2921906;Mucugê;Chapada Diamantina;2010;5228;5317;4180;2012;2168;6365;3216;3149
2922003;Mucuri;Extremo Sul;2010;18186;17840;27492;13579;13913;8534;4607;3927
2922052;Mulungu do Morro;Irecê;2010;6175;6074;5919;2902;3017;6330;3273;3057
2922102;Mundo Novo;Piemonte do Paraguaçu;2010;12365;12030;13564;6668;6896;10831;5697;5134
2922201;Muniz Ferreira;Recôncavo;2010;3681;3636;3394;1654;1740;3923;2027;1896
2922250;Muquém do São Francisco;Velho Chico;2010;5449;4823;1283;675;608;8989;4774;4215
2922300;Muritiba;Recôncavo;2010;13726;15173;18040;8408;9632;10859;5318;5541
2922409;Mutuípe;Vale de Jequiriçá;2010;10597;10852;9659;4413;5246;11790;6184;5606
2922508;Nazaré;Recôncavo;2010;13225;14049;22864;10873;11991;4410;2352;2058
2922607;Nilo Peçanha;Baixo Sul;2010;6464;6066;3105;1549;1556;9425;4915;4510
2922656;Nordestina;Sisal;2010;6407;5964;3921;1908;2013;8450;4499;3951
2922706;Nova Canaã;Médio Sudoeste da Bahia;2010;8571;8142;6852;3374;3478;9861;5197;4664
2922730;Nova Fátima;Bacia do Jacuípe;2010;3793;3809;5074;2449;2625;2528;1344;1184
2922755;Nova Ibiá;Médio Rio de Contas;2010;3492;3156;2807;1386;1421;3841;2106;1735
2922805;Nova Itarana;Vale de Jequiriçá;2010;3771;3664;2715;1335;1380;4720;2436;2284
2922854;Nova Redenção;Chapada Diamantina;2010;4069;3965;5237;2581;2656;2797;1488;1309
2922904;Nova Soure;Semi-Árido Nordeste II;2010;12130;12006;11730;5623;6107;12406;6507;5899
2923001;Nova Viçosa;Extremo Sul;2010;19418;19138;33526;16763;16763;5030;2655;2375
2923035;Novo Horizonte;Chapada Diamantina;2010;5502;5171;3505;1766;1739;7168;3736;3432
2923050;Novo Triunfo;Semi-Árido Nordeste II;2010;7533;7518;7503;3755;3748;7548;3778;3770
2923100;Olindina;Litoral Norte e Agreste Baiano;2010;12290;12653;12773;6089;6684;12170;6201;5969
2923209;Oliveira dos Brejinhos;Velho Chico;2010;11131;10700;6584;3218;3366;15247;7913;7334
2923308;Ouriçangas;Litoral Norte e Agreste Baiano;2010;4217;4081;2762;1393;1369;5536;2824;2712
2923357;Ourolândia;Piemonte da Diamantina;2010;8362;8063;6341;3115;3226;10084;5247;4837
2923407;Palmas de Monte Alto;Sertão Produtivo;2010;10599;10176;9832;4774;5058;10943;5825;5118
2923506;Palmeiras;Chapada Diamantina;2010;4174;4236;5239;2550;2689;3171;1624;1547
2923605;Paramirim;Bacia do Paramirim;2010;10565;10436;10029;4897;5132;10972;5668;5304
2923704;Paratinga;Velho Chico;2010;14930;14574;10905;5284;5621;18599;9646;8953
2923803;Paripiranga;Semi-Árido Nordeste II;2010;13670;14108;9533;4468;5065;18245;9202;9043
2923902;Pau Brasil;Litoral Sul;2010;5495;5357;7382;3572;3810;3470;1923;1547
2924009;Paulo Afonso;Itaparica;2010;51970;56426;93404;44279;49125;14992;7691;7301
2924058;Pé de Serra;Bacia do Jacuípe;2010;6817;6935;5174;2442;2732;8578;4375;4203
2924108;Pedrão;Litoral Norte e Agreste Baiano;2010;3394;3482;1716;824;892;5160;2570;2590
2924207;Pedro Alexandre;Semi-Árido Nordeste II;2010;8683;8312;2786;1364;1422;14209;7319;6890
2924306;Piatã;Chapada Diamantina;2010;8734;9248;7612;3596;4016;10370;5138;5232
2924405;Pilão Arcado;Sertão do São Francisco;2010;16683;16177;11027;5382;5645;21833;11301;10532
2924504;Pindaí;Sertão Produtivo;2010;8017;7611;4319;2121;2198;11309;5896;5413
2924603;Pindobaçu;Piemonte Norte do Itapicuru;2010;10329;9792;11237;5619;5618;8884;4710;4174
2924652;Pintadas;Bacia do Jacuípe;2010;5198;5144;5840;2847;2993;4502;2351;2151
2924678;Piraí do Norte;Baixo Sul;2010;5194;4605;3689;1818;1871;6110;3376;2734
2924702;Piripá;Vitória da Conquista;2010;6440;6343;6195;2964;3231;6588;3476;3112
2924801;Piritiba;Piemonte do Paraguaçu;2010;11287;11112;15162;7476;7686;7237;3811;3426
2924900;Planaltino;Vale de Jequiriçá;2010;4574;4248;3640;1794;1846;5182;2780;2402
2925006;Planalto;Vitória da Conquista;2010;12092;12389;14869;7191;7678;9612;4901;4711
2925105;Poções;Vitória da Conquista;2010;21762;22939;34659;16587;18072;10042;5175;4867
2925204;Pojuca;Litoral Norte e Agreste Baiano;2010;16078;16988;28378;13603;14775;4688;2475;2213
2925253;Ponto Novo;Piemonte Norte do Itapicuru;2010;7924;7818;8405;4141;4264;7337;3783;3554
2925303;Porto Seguro;Costa do Descobrimento;2010;63489;63440;104078;51512;52566;22851;11977;10874
