;Codigo.do.Municipio;Municipios;Territorios.de.Identidade;Ano;genero;total_genero
525;2909000;Cordeiros;Sudoeste Baiano;2000;total_homens;4066
526;2909109;Coribe;Bacia do Rio Corrente;2000;total_homens;7807
527;2909208;Coronel João Sá;Semiárido Nordeste II;2000;total_homens;9985
528;2909307;Correntina;Bacia do Rio Corrente;2000;total_homens;15290
529;2909406;Cotegipe;Bacia do Rio Grande;2000;total_homens;6933
530;2909505;Cravolândia;Vale do Jiquiriçá;2000;total_homens;2525
531;2909604;Crisópolis;Litoral Norte e Agreste Baiano;2000;total_homens;9780
532;2909703;Cristópolis;Bacia do Rio Grande;2000;total_homens;6495
533;2909802;Cruz das Almas;Recôncavo;2000;total_homens;25229
534;2909901;Curaçá;Sertão do São Francisco;2000;total_homens;14757
535;2910008;Dário Meira;Médio Rio de Contas;2000;total_homens;7916
536;2910057;Dias D'Ávila;Metropolitano de Salvador;2000;total_homens;22484
537;2910107;Dom Basílio;Sertão Produtivo;2000;total_homens;5399
538;2910206;Dom Macedo Costa;Recôncavo;2000;total_homens;1836
539;2910305;Elísio Medrado;Vale do Jiquiriçá;2000;total_homens;3925
540;2910404;Encruzilhada;Sudoeste Baiano;2000;total_homens;17093
541;2910503;Entre Rios;Litoral Norte e Agreste Baiano;2000;total_homens;18682
542;2900504;Érico Cardoso;Bacia do Paramirim;2000;total_homens;6078
543;2910602;Esplanada;Litoral Norte e Agreste Baiano;2000;total_homens;13597
544;2910701;Euclides da Cunha;Semiárido Nordeste II;2000;total_homens;27224
545;2910727;Eunápolis;Costa do Descobrimento;2000;total_homens;41412
546;2910750;Fátima;Semiárido Nordeste II;2000;total_homens;9248
547;2910776;Feira da Mata;Velho Chico;2000;total_homens;3193
548;2910800;Feira de Santana;Portal do Sertão;2000;total_homens;229656
549;2910859;Filadélfia;Piemonte Norte do Itapicuru;2000;total_homens;8757
550;2910909;Firmino Alves;Médio Sudoeste da Bahia;2000;total_homens;2650
551;2911006;Floresta Azul;Litoral Sul;2000;total_homens;5982
552;2911105;Formosa do Rio Preto;Bacia do Rio Grande;2000;total_homens;9417
553;2911204;Gandu;Baixo Sul;2000;total_homens;13502
554;2911253;Gavião;Bacia do Jacuípe;2000;total_homens;2473
555;2911303;Gentio do Ouro;Irecê;2000;total_homens;5223
556;2911402;Glória;Itaparica;2000;total_homens;7187
557;2911501;Gongogi;Médio Rio de Contas;2000;total_homens;5458
558;2911600;Governador Mangabeira;Recôncavo;2000;total_homens;8415
559;2911659;Guajeru;Sudoeste Baiano;2000;total_homens;6385
560;2911709;Guanambi;Sertão Produtivo;2000;total_homens;35128
561;2911808;Guaratinga;Costa do Descobrimento;2000;total_homens;12849
562;2911857;Heliópolis;Semiárido Nordeste II;2000;total_homens;6694
563;2911907;Iaçu;Piemonte do Paraguaçu;2000;total_homens;14282
564;2912004;Ibiassucê;Sertão Produtivo;2000;total_homens;6617
565;2912103;Ibicaraí;Litoral Sul;2000;total_homens;14393
566;2912202;Ibicoara;Chapada Diamantina;2000;total_homens;7382
567;2912301;Ibicuí;Médio Sudoeste da Bahia;2000;total_homens;7824
568;2912400;Ibipeba;Irecê;2000;total_homens;7944
569;2912509;Ibipitanga;Bacia do Paramirim;2000;total_homens;6704
570;2912608;Ibiquera;Piemonte do Paraguaçu;2000;total_homens;2286
571;2912707;Ibirapitanga;Baixo Sul;2000;total_homens;11364
572;2912806;Ibirapoã;Extremo Sul;2000;total_homens;3625
573;2912905;Ibirataia;Médio Rio de Contas;2000;total_homens;12310
574;2913002;Ibitiara;Chapada Diamantina;2000;total_homens;7125
575;2913101;Ibititá;Irecê;2000;total_homens;9174
576;2913200;Ibotirama;Velho Chico;2000;total_homens;12313
577;2913309;Ichu;Sisal;2000;total_homens;2783
578;2913408;Igaporã;Velho Chico;2000;total_homens;7326
579;2913457;Igrapiúna;Baixo Sul;2000;total_homens;7927
580;2913507;Iguaí;Médio Sudoeste da Bahia;2000;total_homens;12953
581;2913606;Ilhéus;Litoral Sul;2000;total_homens;110445
582;2913705;Inhambupe;Litoral Norte e Agreste Baiano;2000;total_homens;14818
583;2913804;Ipecaetá;Portal do Sertão;2000;total_homens;9049
584;2913903;Ipiaú;Médio Rio de Contas;2000;total_homens;21464
585;2914000;Ipirá;Bacia do Jacuípe;2000;total_homens;30476
586;2914109;Ipupiara;Irecê;2000;total_homens;4372
587;2914208;Irajuba;Vale do Jiquiriçá;2000;total_homens;3286
588;2914307;Iramaia;Chapada Diamantina;2000;total_homens;8960
589;2914406;Iraquara;Chapada Diamantina;2000;total_homens;9065
590;2914505;Irará;Portal do Sertão;2000;total_homens;12417
591;2914604;Irecê;Irecê;2000;total_homens;28203
592;2914653;Itabela;Costa do Descobrimento;2000;total_homens;13207
593;2914703;Itaberaba;Piemonte do Paraguaçu;2000;total_homens;28760
594;2914802;Itabuna;Litoral Sul;2000;total_homens;94385
595;2914901;Itacaré;Litoral Sul;2000;total_homens;9614
596;2915007;Itaeté;Chapada Diamantina;2000;total_homens;7102
597;2915106;Itagi;Médio Rio de Contas;2000;total_homens;7471
598;2915205;Itagibá;Médio Rio de Contas;2000;total_homens;8900
599;2915304;Itagimirim;Costa do Descobrimento;2000;total_homens;3959
600;2915353;Itaguaçu da Bahia;Irecê;2000;total_homens;5936
601;2915403;Itaju do Colônia;Litoral Sul;2000;total_homens;4373
602;2915502;Itajuípe;Litoral Sul;2000;total_homens;11403
603;2915601;Itamaraju;Extremo Sul;2000;total_homens;32318
604;2915700;Itamari;Médio Rio de Contas;2000;total_homens;4370
605;2915809;Itambé;Médio Sudoeste da Bahia;2000;total_homens;15244
606;2915908;Itanagra;Litoral Norte e Agreste Baiano;2000;total_homens;3308
607;2916005;Itanhém;Extremo Sul;2000;total_homens;10880
608;2916104;Itaparica;Metropolitano de Salvador;2000;total_homens;9318
609;2916203;Itapé;Litoral Sul;2000;total_homens;7270
610;2916302;Itapebi;Costa do Descobrimento;2000;total_homens;5778
611;2916401;Itapetinga;Médio Sudoeste da Bahia;2000;total_homens;28530
612;2916500;Itapicuru;Litoral Norte e Agreste Baiano;2000;total_homens;13979
613;2916609;Itapitanga;Litoral Sul;2000;total_homens;5310
614;2916708;Itaquara;Vale do Jiquiriçá;2000;total_homens;4011
615;2916807;Itarantim;Médio Sudoeste da Bahia;2000;total_homens;8718
616;2916856;Itatim;Piemonte do Paraguaçu;2000;total_homens;6371
617;2916906;Itiruçu;Vale do Jiquiriçá;2000;total_homens;6663
618;2917003;Itiúba;Sisal;2000;total_homens;18023
619;2917102;Itororó;Médio Sudoeste da Bahia;2000;total_homens;10016
620;2917201;Ituaçu;Sertão Produtivo;2000;total_homens;8552
621;2917300;Ituberá;Baixo Sul;2000;total_homens;12226
622;2917334;Iuiu;Sertão Produtivo;2000;total_homens;5444
623;2917359;Jaborandi;Bacia do Rio Corrente;2000;total_homens;5333
624;2917409;Jacaraci;Sudoeste Baiano;2000;total_homens;6778
625;2917508;Jacobina;Piemonte da Diamantina;2000;total_homens;37422
626;2917607;Jaguaquara;Vale do Jiquiriçá;2000;total_homens;23093
627;2917706;Jaguarari;Piemonte Norte do Itapicuru;2000;total_homens;13944
628;2917805;Jaguaripe;Baixo Sul;2000;total_homens;6890
629;2917904;Jandaíra;Litoral Norte e Agreste Baiano;2000;total_homens;5207
630;2918001;Jequié;Médio Rio de Contas;2000;total_homens;71899
631;2918100;Jeremoabo;Semiárido Nordeste II;2000;total_homens;17786
632;2918209;Jiquiriçá;Vale do Jiquiriçá;2000;total_homens;6992
633;2918308;Jitaúna;Médio Rio de Contas;2000;total_homens;10738
634;2918357;João Dourado;Irecê;2000;total_homens;9640
635;2918407;Juazeiro;Sertão do São Francisco;2000;total_homens;86339
636;2918456;Jucuruçu;Extremo Sul;2000;total_homens;6555
637;2918506;Jussara;Irecê;2000;total_homens;7967
638;2918555;Jussari;Litoral Sul;2000;total_homens;3908
639;2918605;Jussiape;Chapada Diamantina;2000;total_homens;4847
640;2918704;Lafayette Coutinho;Vale do Jiquiriçá;2000;total_homens;2141
641;2919058;Lagedo do Tabocal;Vale do Jiquiriçá;2000;total_homens;4103
642;2918753;Lagoa Real;Sertão Produtivo;2000;total_homens;6573
643;2918803;Laje;Vale do Jiquiriçá;2000;total_homens;10028
644;2918902;Lajedão;Extremo Sul;2000;total_homens;1733
645;2919009;Lajedinho;Piemonte do Paraguaçu;2000;total_homens;2245
646;2919108;Lamarão;Sisal;2000;total_homens;4812
647;2919157;Lapão;Irecê;2000;total_homens;12646
648;2919207;Lauro de Freitas;Metropolitano de Salvador;2000;total_homens;55529
649;2919306;Lençóis;Chapada Diamantina;2000;total_homens;4417
650;2919405;Licínio de Almeida;Sudoeste Baiano;2000;total_homens;6305
651;2919504;Livramento de N. Senhora;Sertão Produtivo;2000;total_homens;19202
652;2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;2000;total_homens;
653;2919603;Macajuba;Piemonte do Paraguaçu;2000;total_homens;5728
654;2919702;Macarani;Médio Sudoeste da Bahia;2000;total_homens;7388
655;2919801;Macaúbas;Bacia do Paramirim;2000;total_homens;20816
656;2919900;Macururé;Itaparica;2000;total_homens;4248
657;2919926;Madre de Deus;Metropolitano de Salvador;2000;total_homens;5913
658;2919959;Maetinga;Sudoeste Baiano;2000;total_homens;7001
659;2920007;Maiquinique;Médio Sudoeste da Bahia;2000;total_homens;3789
660;2920106;Mairi;Bacia do Jacuípe;2000;total_homens;9918
661;2920205;Malhada;Velho Chico;2000;total_homens;8003
662;2920304;Malhada de Pedras;Sertão Produtivo;2000;total_homens;4300
663;2920403;Manoel Vitorino;Médio Rio de Contas;2000;total_homens;8427
664;2920452;Mansidão;Bacia do Rio Grande;2000;total_homens;5799
665;2920502;Maracás;Vale do Jiquiriçá;2000;total_homens;15868
666;2920601;Maragogipe;Recôncavo;2000;total_homens;20284
667;2920700;Maraú;Litoral Sul;2000;total_homens;9720
668;2920809;Marcionílio Souza;Chapada Diamantina;2000;total_homens;5438
669;2920908;Mascote;Litoral Sul;2000;total_homens;8207
670;2921005;Mata de São João;Litoral Norte e Agreste Baiano;2000;total_homens;16382
671;2921054;Matina;Velho Chico;2000;total_homens;5230
672;2921104;Medeiros Neto;Extremo Sul;2000;total_homens;10701
673;2921203;Miguel Calmon;Piemonte da Diamantina;2000;total_homens;14222
674;2921302;Milagres;Vale do Jiquiriçá;2000;total_homens;5965
675;2921401;Mirangaba;Piemonte da Diamantina;2000;total_homens;7156
676;2921450;Mirante;Sudoeste Baiano;2000;total_homens;6808
677;2921500;Monte Santo;Sisal;2000;total_homens;28016
678;2921609;Morpará;Velho Chico;2000;total_homens;4419
679;2921708;Morro do Chapéu;Chapada Diamantina;2000;total_homens;17402
680;2921807;Mortugaba;Sudoeste Baiano;2000;total_homens;6205
681;2921906;Mucugê;Chapada Diamantina;2000;total_homens;6905
682;2922003;Mucuri;Extremo Sul;2000;total_homens;14328
683;2922052;Mulungu do Morro;Irecê;2000;total_homens;7542
684;2922102;Mundo Novo;Piemonte do Paraguaçu;2000;total_homens;10716
685;2922201;Muniz Ferreira;Recôncavo;2000;total_homens;3552
686;2922250;Muquém do São Francisco;Velho Chico;2000;total_homens;4819
687;2922300;Muritiba;Recôncavo;2000;total_homens;14643
688;2922409;Mutuípe;Vale do Jiquiriçá;2000;total_homens;10137
689;2922508;Nazaré;Recôncavo;2000;total_homens;12742
690;2922607;Nilo Peçanha;Baixo Sul;2000;total_homens;5873
691;2922656;Nordestina;Sisal;2000;total_homens;6124
692;2922706;Nova Canaã;Médio Sudoeste da Bahia;2000;total_homens;7952
693;2922730;Nova Fátima;Bacia do Jacuípe;2000;total_homens;3779
694;2922755;Nova Ibiá;Médio Rio de Contas;2000;total_homens;3669
695;2922805;Nova Itarana;Vale do Jiquiriçá;2000;total_homens;3311
696;2922854;Nova Redenção;Chapada Diamantina;2000;total_homens;4384
697;2922904;Nova Soure;Semiárido Nordeste II;2000;total_homens;12334
698;2923001;Nova Viçosa;Extremo Sul;2000;total_homens;16272
699;2923035;Novo Horizonte;Chapada Diamantina;2000;total_homens;4282
700;2923050;Novo Triunfo;Semiárido Nordeste II;2000;total_homens;6495
701;2923100;Olindina;Litoral Norte e Agreste Baiano;2000;total_homens;11967
702;2923209;Oliveira dos Brejinhos;Velho Chico;2000;total_homens;11120
703;2923308;Ouriçangas;Litoral Norte e Agreste Baiano;2000;total_homens;3778
704;2923357;Ourolândia;Piemonte da Diamantina;2000;total_homens;7878
705;2923407;Palmas de Monte Alto;Sertão Produtivo;2000;total_homens;10232
706;2923506;Palmeiras;Chapada Diamantina;2000;total_homens;3719
707;2923605;Paramirim;Bacia do Paramirim;2000;total_homens;9494
708;2923704;Paratinga;Velho Chico;2000;total_homens;14053
709;2923803;Paripiranga;Semiárido Nordeste II;2000;total_homens;13129
710;2923902;Pau Brasil;Litoral Sul;2000;total_homens;6710
711;2924009;Paulo Afonso;Itaparica;2000;total_homens;46680
712;2924058;Pé de Serra;Bacia do Jacuípe;2000;total_homens;6863
713;2924108;Pedrão;Litoral Norte e Agreste Baiano;2000;total_homens;3433
714;2924207;Pedro Alexandre;Semiárido Nordeste II;2000;total_homens;8666
715;2924306;Piatã;Chapada Diamantina;2000;total_homens;9228
716;2924405;Pilão Arcado;Sertão do São Francisco;2000;total_homens;15495
717;2924504;Pindaí;Sertão Produtivo;2000;total_homens;7883
718;2924603;Pindobaçu;Piemonte Norte do Itapicuru;2000;total_homens;10886
719;2924652;Pintadas;Bacia do Jacuípe;2000;total_homens;5487
720;2924678;Piraí do Norte;Baixo Sul;2000;total_homens;5450
721;2924702;Piripá;Sudoeste Baiano;2000;total_homens;7734
722;2924801;Piritiba;Piemonte do Paraguaçu;2000;total_homens;9500
723;2924900;Planaltino;Vale do Jiquiriçá;2000;total_homens;4139
724;2925006;Planalto;Sudoeste Baiano;2000;total_homens;10892
725;2925105;Poções;Sudoeste Baiano;2000;total_homens;21890
726;2925204;Pojuca;Litoral Norte e Agreste Baiano;2000;total_homens;12864
727;2925253;Ponto Novo;Piemonte Norte do Itapicuru;2000;total_homens;8580
728;2925303;Porto Seguro;Costa do Descobrimento;2000;total_homens;48704
729;2925402;Potiraguá;Médio Sudoeste da Bahia;2000;total_homens;7418
730;2925501;Prado;Extremo Sul;2000;total_homens;13588
731;2925600;Presidente Dutra;Irecê;2000;total_homens;7085
