;codigo_municipio;Municipios;Territorios.de.Identidade;sexo;Ano;faixa_etarias;total_faixa
307;2925006;Planalto;Sudoeste Baiano;Masculino;2000;Entre.0.a.4;-1159
308;2925105;Poções;Sudoeste Baiano;Masculino;2000;Entre.0.a.4;-2335
309;2925204;Pojuca;Litoral Norte e Agreste Baiano;Masculino;2000;Entre.0.a.4;-1231
310;2925253;Ponto Novo;Piemonte Norte do Itapicuru;Masculino;2000;Entre.0.a.4;-1003
311;2925303;Porto Seguro;Costa do Descobrimento;Masculino;2000;Entre.0.a.4;-6577
312;2925402;Potiraguá;Médio Sudoeste da Bahia;Masculino;2000;Entre.0.a.4;-805
313;2925501;Prado;Extremo Sul;Masculino;2000;Entre.0.a.4;-1700
314;2925600;Presidente Dutra;Irecê;Masculino;2000;Entre.0.a.4;-683
315;2925709;Presidente Jânio Quadros;Sudoeste Baiano;Masculino;2000;Entre.0.a.4;-796
316;2925758;Presidente Tancredo Neves;Baixo Sul;Masculino;2000;Entre.0.a.4;-1107
317;2925808;Queimadas;Sisal;Masculino;2000;Entre.0.a.4;-1371
318;2925907;Quijingue;Sisal;Masculino;2000;Entre.0.a.4;-1531
319;2925931;Quixabeira;Bacia do Jacuípe;Masculino;2000;Entre.0.a.4;-515
320;2925956;Rafael Jambeiro;Piemonte do Paraguaçu;Masculino;2000;Entre.0.a.4;-1171
321;2926004;Remanso;Sertão do São Francisco;Masculino;2000;Entre.0.a.4;-1902
322;2926103;Retirolândia;Sisal;Masculino;2000;Entre.0.a.4;-512
323;2926202;Riachão das Neves;Bacia do Rio Grande;Masculino;2000;Entre.0.a.4;-1241
324;2926301;Riachão do Jacuípe;Bacia do Jacuípe;Masculino;2000;Entre.0.a.4;-1427
325;2926400;Riacho de Santana;Velho Chico;Masculino;2000;Entre.0.a.4;-1476
326;2926509;Ribeira do Amparo;Semiárido Nordeste II;Masculino;2000;Entre.0.a.4;-769
327;2926608;Ribeira do Pombal;Semiárido Nordeste II;Masculino;2000;Entre.0.a.4;-2622
328;2926657;Ribeirão do Largo;Sudoeste Baiano;Masculino;2000;Entre.0.a.4;-829
329;2926707;Rio de Contas;Chapada Diamantina;Masculino;2000;Entre.0.a.4;-578
330;2926806;Rio do Antônio;Sertão Produtivo;Masculino;2000;Entre.0.a.4;-699
331;2926905;Rio do Pires;Bacia do Paramirim;Masculino;2000;Entre.0.a.4;-493
332;2927002;Rio Real;Litoral Norte e Agreste Baiano;Masculino;2000;Entre.0.a.4;-1987
333;2927101;Rodelas;Itaparica;Masculino;2000;Entre.0.a.4;-372
334;2927200;Ruy Barbosa;Piemonte do Paraguaçu;Masculino;2000;Entre.0.a.4;-1541
335;2927309;Salinas da Margarida;Metropolitano de Salvador;Masculino;2000;Entre.0.a.4;-525
336;2927408;Salvador;Metropolitano de Salvador;Masculino;2000;Entre.0.a.4;-106547
337;2927507;Santa Bárbara;Portal do Sertão;Masculino;2000;Entre.0.a.4;-964
338;2927606;Santa Brígida;Semiárido Nordeste II;Masculino;2000;Entre.0.a.4;-923
339;2927705;Santa Cruz Cabrália;Costa do Descobrimento;Masculino;2000;Entre.0.a.4;-1560
340;2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;Masculino;2000;Entre.0.a.4;-333
341;2927903;Santa Inês;Vale do Jiquiriçá;Masculino;2000;Entre.0.a.4;-549
342;2928059;Santaluz;Litoral Sul;Masculino;2000;Entre.0.a.4;-1529
343;2928109;Santa Luzia;Bacia do Rio Corrente;Masculino;2000;Entre.0.a.4;-982
344;2928406;Santa Maria da Vitória;Bacia do Rio Grande;Masculino;2000;Entre.0.a.4;-2217
345;2928505;Santana;Piemonte do Paraguaçu;Masculino;2000;Entre.0.a.4;-1304
346;2928000;Santanópolis;Sisal;Masculino;2000;Entre.0.a.4;-411
347;2928208;Santa Rita de Cássia;Bacia do Rio Corrente;Masculino;2000;Entre.0.a.4;-1405
348;2928307;Santa Teresinha;Portal do Sertão;Masculino;2000;Entre.0.a.4;-455
349;2928604;Santo Amaro;Recôncavo;Masculino;2000;Entre.0.a.4;-2827
350;2928703;Santo Antônio de Jesus;Recôncavo;Masculino;2000;Entre.0.a.4;-3593
351;2928802;Santo Estêvão;Portal do Sertão;Masculino;2000;Entre.0.a.4;-2291
352;2928901;São Desidério;Bacia do Rio Grande;Masculino;2000;Entre.0.a.4;-1197
353;2928950;São Domingos;Sisal;Masculino;2000;Entre.0.a.4;-336
354;2929107;São Félix;Recôncavo;Masculino;2000;Entre.0.a.4;-642
355;2929008;São Félix do Coribe;Recôncavo;Masculino;2000;Entre.0.a.4;-594
356;2929057;São Felipe;Bacia do Rio Corrente;Masculino;2000;Entre.0.a.4;-915
357;2929206;São Francisco do Conde;Recôncavo;Masculino;2000;Entre.0.a.4;-1509
358;2929255;São Gabriel;Irecê;Masculino;2000;Entre.0.a.4;-1054
359;2929305;São Gonçalo dos Campos;Portal do Sertão;Masculino;2000;Entre.0.a.4;-1353
360;2929354;São José da Vitória;Litoral Sul;Masculino;2000;Entre.0.a.4;-381
361;2929370;São José do Jacuípe;Bacia do Jacuípe;Masculino;2000;Entre.0.a.4;-419
362;2929404;São Miguel das Matas;Vale do Jiquiriçá;Masculino;2000;Entre.0.a.4;-502
363;2929503;São Sebastião do Passé;Recôncavo;Masculino;2000;Entre.0.a.4;-2060
364;2929602;Sapeaçu;Recôncavo;Masculino;2000;Entre.0.a.4;-720
365;2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;Masculino;2000;Entre.0.a.4;-1016
366;2929750;Saubara;Recôncavo;Masculino;2000;Entre.0.a.4;-478
367;2929800;Saúde;Piemonte da Diamantina;Masculino;2000;Entre.0.a.4;-585
368;2929909;Seabra;Chapada Diamantina;Masculino;2000;Entre.0.a.4;-2345
369;2930006;Sebastião Laranjeiras;Sertão Produtivo;Masculino;2000;Entre.0.a.4;-478
370;2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;Masculino;2000;Entre.0.a.4;-3372
371;2930204;Serra do Ramalho;Sertão do São Francisco;Masculino;2000;Entre.0.a.4;-2048
372;2930154;Sento Sé;Velho Chico;Masculino;2000;Entre.0.a.4;-2043
373;2930303;Serra Dourada;Bacia do Rio Corrente;Masculino;2000;Entre.0.a.4;-908
374;2930402;Serra Preta;Bacia do Jacuípe;Masculino;2000;Entre.0.a.4;-823
375;2930501;Serrinha;Sisal;Masculino;2000;Entre.0.a.4;-4524
376;2930600;Serrolândia;Piemonte da Diamantina;Masculino;2000;Entre.0.a.4;-563
377;2930709;Simões Filho;Metropolitano de Salvador;Masculino;2000;Entre.0.a.4;-5339
378;2930758;Sítio do Mato;Velho Chico;Masculino;2000;Entre.0.a.4;-755
379;2930766;Sítio do Quinto;Semiárido Nordeste II;Masculino;2000;Entre.0.a.4;-887
380;2930774;Sobradinho;Sertão do São Francisco;Masculino;2000;Entre.0.a.4;-1144
381;2930808;Souto Soares;Chapada Diamantina;Masculino;2000;Entre.0.a.4;-929
382;2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;Masculino;2000;Entre.0.a.4;-709
383;2931004;Tanhaçu;Sertão Produtivo;Masculino;2000;Entre.0.a.4;-803
384;2931053;Tanque Novo;Bacia do Paramirim;Masculino;2000;Entre.0.a.4;-856
385;2931103;Tanquinho;Portal do Sertão;Masculino;2000;Entre.0.a.4;-340
386;2931202;Taperoá;Baixo Sul;Masculino;2000;Entre.0.a.4;-964
387;2931301;Tapiramutá;Piemonte do Paraguaçu;Masculino;2000;Entre.0.a.4;-1063
388;2931350;Teixeira de Freitas;Extremo Sul;Masculino;2000;Entre.0.a.4;-5700
389;2931400;Teodoro Sampaio;Portal do Sertão;Masculino;2000;Entre.0.a.4;-432
390;2931509;Teofilândia;Sisal;Masculino;2000;Entre.0.a.4;-1313
391;2931608;Teolândia;Baixo Sul;Masculino;2000;Entre.0.a.4;-917
392;2931707;Terra Nova;Portal do Sertão;Masculino;2000;Entre.0.a.4;-693
393;2931806;Tremedal;Sudoeste Baiano;Masculino;2000;Entre.0.a.4;-940
394;2931905;Tucano;Sisal;Masculino;2000;Entre.0.a.4;-2695
395;2932002;Uauá;Sertão do São Francisco;Masculino;2000;Entre.0.a.4;-1208
396;2932101;Ubaíra;Vale do Jiquiriçá;Masculino;2000;Entre.0.a.4;-1007
397;2932200;Ubaitaba;Litoral Sul;Masculino;2000;Entre.0.a.4;-1236
398;2932309;Ubatã;Médio Rio de Contas;Masculino;2000;Entre.0.a.4;-1095
399;2932408;Uibaí;Irecê;Masculino;2000;Entre.0.a.4;-650
400;2932457;Umburanas;Piemonte da Diamantina;Masculino;2000;Entre.0.a.4;-801
401;2932507;Una;Litoral Sul;Masculino;2000;Entre.0.a.4;-1769
402;2932606;Urandi;Sertão Produtivo;Masculino;2000;Entre.0.a.4;-801
403;2932705;Uruçuca;Litoral Sul;Masculino;2000;Entre.0.a.4;-985
404;2932804;Utinga;Chapada Diamantina;Masculino;2000;Entre.0.a.4;-1108
405;2932903;Valença;Baixo Sul;Masculino;2000;Entre.0.a.4;-4087
406;2933000;Valente;Sisal;Masculino;2000;Entre.0.a.4;-891
407;2933059;Várzea da Roça;Bacia do Jacuípe;Masculino;2000;Entre.0.a.4;-728
408;2933109;Várzea do Poço;Bacia do Jacuípe;Masculino;2000;Entre.0.a.4;-320
409;2933158;Várzea Nova;Piemonte da Diamantina;Masculino;2000;Entre.0.a.4;-787
410;2933174;Varzedo;Recôncavo;Masculino;2000;Entre.0.a.4;-402
411;2933208;Vera Cruz;Metropolitano de Salvador;Masculino;2000;Entre.0.a.4;-1714
412;2933257;Vereda;Extremo Sul;Masculino;2000;Entre.0.a.4;-426
413;2933307;Vitória da Conquista;Sudoeste Baiano;Masculino;2000;Entre.0.a.4;-12937
414;2933406;Wagner;Chapada Diamantina;Masculino;2000;Entre.0.a.4;-483
415;2933455;Wanderley;Bacia do Rio Grande;Masculino;2000;Entre.0.a.4;-668
416;2933505;Wenceslau Guimarães;Baixo Sul;Masculino;2000;Entre.0.a.4;-1439
417;2933604;Xique-Xique;Irecê;Masculino;2000;Entre.0.a.4;-2920
418;2900108;Abaíra;Chapada Diamantina;Feminino;2000;Entre.0.a.4;268
419;2900207;Abaré;Itaparica;Feminino;2000;Entre.0.a.4;849
420;2900306;Acajutiba;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;809
421;2900355;Adustina;Semiárido Nordeste II;Feminino;2000;Entre.0.a.4;822
422;2900405;Água Fria;Portal do Sertão;Feminino;2000;Entre.0.a.4;908
423;2900603;Érico Cardoso;Médio Rio de Contas;Feminino;2000;Entre.0.a.4;591
424;2900702;Aiquara;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;244
425;2900801;Alagoinhas;Extremo Sul;Feminino;2000;Entre.0.a.4;5911
426;2900900;Alcobaça;Litoral Sul;Feminino;2000;Entre.0.a.4;1251
427;2901007;Almadina;Vale do Jiquiriçá;Feminino;2000;Entre.0.a.4;391
428;2901106;Amargosa;Portal do Sertão;Feminino;2000;Entre.0.a.4;1435
429;2901155;Amélia Rodrigues;Irecê;Feminino;2000;Entre.0.a.4;1179
430;2901205;América Dourada;Sudoeste Baiano;Feminino;2000;Entre.0.a.4;981
431;2901304;Anagé;Chapada Diamantina;Feminino;2000;Entre.0.a.4;1474
432;2901353;Andaraí;Piemonte Norte do Itapicuru;Feminino;2000;Entre.0.a.4;879
433;2901403;Andorinha;Bacia do Rio Grande;Feminino;2000;Entre.0.a.4;918
434;2901502;Angical;Portal do Sertão;Feminino;2000;Entre.0.a.4;721
435;2901601;Anguera;Semiárido Nordeste II;Feminino;2000;Entre.0.a.4;373
436;2901700;Antas;Portal do Sertão;Feminino;2000;Entre.0.a.4;626
437;2901809;Antônio Cardoso;Piemonte Norte do Itapicuru;Feminino;2000;Entre.0.a.4;597
438;2901908;Antônio Gonçalves;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;530
439;2901957;Aporá;Médio Rio de Contas;Feminino;2000;Entre.0.a.4;945
440;2902054;Apuarema;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;349
441;2902005;Aracatu;Sudoeste Baiano;Feminino;2000;Entre.0.a.4;676
442;2902104;Araças;Sisal;Feminino;2000;Entre.0.a.4;649
443;2902203;Araci;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;3197
444;2902252;Aramari;Litoral Sul;Feminino;2000;Entre.0.a.4;473
445;2902302;Arataca;Baixo Sul;Feminino;2000;Entre.0.a.4;669
446;2902401;Aratuípe;Litoral Sul;Feminino;2000;Entre.0.a.4;483
447;2902500;Aurelino Leal;Bacia do Rio Grande;Feminino;2000;Entre.0.a.4;935
448;2902609;Baianópolis;Bacia do Jacuípe;Feminino;2000;Entre.0.a.4;601
449;2902658;Baixa Grande;Semiárido Nordeste II;Feminino;2000;Entre.0.a.4;1048
450;2902708;Banzaê;Velho Chico;Feminino;2000;Entre.0.a.4;643
451;2902807;Barra;Chapada Diamantina;Feminino;2000;Entre.0.a.4;2984
452;2902906;Barra da Estiva;Sudoeste Baiano;Feminino;2000;Entre.0.a.4;1087
453;2903003;Barra do Choça;Irecê;Feminino;2000;Entre.0.a.4;1888
454;2903102;Barra do Mendes;Médio Rio de Contas;Feminino;2000;Entre.0.a.4;686
455;2903201;Barra do Rocha;Bacia do Rio Grande;Feminino;2000;Entre.0.a.4;411
456;2903235;Barreiras;Irecê;Feminino;2000;Entre.0.a.4;7621
457;2903300;Barro Alto;Litoral Sul;Feminino;2000;Entre.0.a.4;629
458;2903276;Governador Lomanto Junior (Atual Barro Preto);Sisal;Feminino;2000;Entre.0.a.4;432
459;2903409;;Costa do Descobrimento;;NA;Entre.0.a.4;NA
460;2903508;Belmonte;Sudoeste Baiano;Feminino;2000;Entre.0.a.4;1109
461;2903607;Belo Campo;Sisal;Feminino;2000;Entre.0.a.4;817
462;2903706;Biritinga;Médio Rio de Contas;Feminino;2000;Entre.0.a.4;786
463;2903805;Boa Nova;Piemonte do Paraguaçu;Feminino;2000;Entre.0.a.4;1095
464;2903904;Boa Vista do Tupim;Velho Chico;Feminino;2000;Entre.0.a.4;993
465;2903953;Bom Jesus da Lapa;Sudoeste Baiano;Feminino;2000;Entre.0.a.4;2940
466;2904001;Bom Jesus da Serra;Chapada Diamantina;Feminino;2000;Entre.0.a.4;518
467;2904050;Boninal;Chapada Diamantina;Feminino;2000;Entre.0.a.4;622
468;2904100;Bonito;Bacia do Paramirim;Feminino;2000;Entre.0.a.4;975
469;2904209;Boquira;Bacia do Paramirim;Feminino;2000;Entre.0.a.4;1184
470;2904308;Botuporã;Vale do Jiquiriçá;Feminino;2000;Entre.0.a.4;577
471;2904407;Brejões;Bacia do Rio Corrente;Feminino;2000;Entre.0.a.4;785
472;2904506;Brejolândia;Velho Chico;Feminino;2000;Entre.0.a.4;375
473;2904605;Brotas de Macaúbas;Sertão Produtivo;Feminino;2000;Entre.0.a.4;637
474;2904704;Brumado;Litoral Sul;Feminino;2000;Entre.0.a.4;2807
475;2904753;Buerarema;Bacia do Rio Grande;Feminino;2000;Entre.0.a.4;934
476;2904803;Buritirama;Médio Sudoeste da Bahia;Feminino;2000;Entre.0.a.4;1233
477;2904852;Caatiba;Recôncavo;Feminino;2000;Entre.0.a.4;626
478;2904902;Cabaceiras do Paraguaçu;Recôncavo;Feminino;2000;Entre.0.a.4;890
479;2905008;Cachoeira;Sertão Produtivo;Feminino;2000;Entre.0.a.4;1472
480;2905107;Caculé;Piemonte da Diamantina;Feminino;2000;Entre.0.a.4;931
481;2905156;Caém;Sudoeste Baiano;Feminino;2000;Entre.0.a.4;635
482;2905206;Caetanos;Sertão Produtivo;Feminino;2000;Entre.0.a.4;546
483;2905305;Caetité;Irecê;Feminino;2000;Entre.0.a.4;2207
484;2905404;Cafarnaum;Baixo Sul;Feminino;2000;Entre.0.a.4;944
485;2905503;Cairu;Piemonte Norte do Itapicuru;Feminino;2000;Entre.0.a.4;711
486;2905602;Caldeirão Grande;Litoral Sul;Feminino;2000;Entre.0.a.4;574
487;2905701;Camacan;Metropolitano de Salvador;Feminino;2000;Entre.0.a.4;1731
488;2905800;Camaçari;Baixo Sul;Feminino;2000;Entre.0.a.4;8603
489;2905909;Camamu;Sertão do São Francisco;Feminino;2000;Entre.0.a.4;2250
490;2906006;Campo Alegre de Lourdes;Piemonte Norte do Itapicuru;Feminino;2000;Entre.0.a.4;1608
491;2906105;Campo Formoso;Bacia do Rio Corrente;Feminino;2000;Entre.0.a.4;3496
492;2906204;Canápolis;Irecê;Feminino;2000;Entre.0.a.4;581
493;2906303;Canarana;Litoral Sul;Feminino;2000;Entre.0.a.4;1218
494;2906402;Canavieiras;Sisal;Feminino;2000;Entre.0.a.4;1762
495;2906501;Candeal;Metropolitano de Salvador;Feminino;2000;Entre.0.a.4;491
496;2906600;Candeias;Sertão Produtivo;Feminino;2000;Entre.0.a.4;3769
497;2906709;Candiba;Sudoeste Baiano;Feminino;2000;Entre.0.a.4;470
498;2906808;Cândido Sales;Sisal;Feminino;2000;Entre.0.a.4;1361
499;2906824;Cansanção;Sertão do São Francisco;Feminino;2000;Entre.0.a.4;1953
500;2906857;Canudos;Bacia do Jacuípe;Feminino;2000;Entre.0.a.4;782
501;2906873;Capela do Alto Alegre;Piemonte da Diamantina;Feminino;2000;Entre.0.a.4;496
502;2906899;Capim Grosso;Sudoeste Baiano;Feminino;2000;Entre.0.a.4;1204
503;2906907;Caraíbas;Extremo Sul;Feminino;2000;Entre.0.a.4;677
504;2907004;Caravelas;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;1077
505;2907103;Cardeal da Silva;Velho Chico;Feminino;2000;Entre.0.a.4;585
506;2907202;Carinhanha;Sertão do São Francisco;Feminino;2000;Entre.0.a.4;1754
507;2907301;Casa Nova;Recôncavo;Feminino;2000;Entre.0.a.4;3085
508;2907400;Castro Alves;Bacia do Rio Grande;Feminino;2000;Entre.0.a.4;1216
509;2907509;Catolândia;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;124
510;2907558;Catu;Bacia do Paramirim;Feminino;2000;Entre.0.a.4;1972
511;2907608;Caturama;Irecê;Feminino;2000;Entre.0.a.4;371
512;2907707;Central;Itaparica;Feminino;2000;Entre.0.a.4;905
513;2907806;Chorrochó;Semiárido Nordeste II;Feminino;2000;Entre.0.a.4;582
514;2907905;Cícero Dantas;Semiárido Nordeste II;Feminino;2000;Entre.0.a.4;1409
515;2908002;Cipó;Litoral Sul;Feminino;2000;Entre.0.a.4;794
516;2908101;Coaraci;Bacia do Rio Corrente;Feminino;2000;Entre.0.a.4;1233
517;2908200;Cocos;Portal do Sertão;Feminino;2000;Entre.0.a.4;888
518;2908309;Conceição da Feira;Recôncavo;Feminino;2000;Entre.0.a.4;886
519;2908408;Conceição do Almeida;Sisal;Feminino;2000;Entre.0.a.4;776
520;2908507;Conceição do Coité;Portal do Sertão;Feminino;2000;Entre.0.a.4;2873
521;2908606;Conceição do Jacuípe;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;1158
522;2908705;Conde;Sudoeste Baiano;Feminino;2000;Entre.0.a.4;1411
523;2908804;Condeúba;Sertão Produtivo;Feminino;2000;Entre.0.a.4;915
524;2908903;Contendas do Sincorá;Portal do Sertão;Feminino;2000;Entre.0.a.4;184
525;2909000;Coração de Maria;Sudoeste Baiano;Feminino;2000;Entre.0.a.4;1159
526;2909109;Cordeiros;Bacia do Rio Corrente;Feminino;2000;Entre.0.a.4;385
527;2909208;Coribe;Semiárido Nordeste II;Feminino;2000;Entre.0.a.4;715
528;2909307;Coronel João Sá;Bacia do Rio Corrente;Feminino;2000;Entre.0.a.4;1173
529;2909406;Correntina;Bacia do Rio Grande;Feminino;2000;Entre.0.a.4;1650
530;2909505;Cotegipe;Vale do Jiquiriçá;Feminino;2000;Entre.0.a.4;725
531;2909604;Cravolândia;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;239
532;2909703;Crisópolis;Bacia do Rio Grande;Feminino;2000;Entre.0.a.4;1093
533;2909802;Cristópolis;Recôncavo;Feminino;2000;Entre.0.a.4;603
534;2909901;Cruz das Almas;Sertão do São Francisco;Feminino;2000;Entre.0.a.4;2260
535;2910008;Curaçá;Médio Rio de Contas;Feminino;2000;Entre.0.a.4;1598
536;2910057;Dário Meira;Metropolitano de Salvador;Feminino;2000;Entre.0.a.4;950
537;2910107;"Dias d""Ávila";Sertão Produtivo;Feminino;2000;Entre.0.a.4;2388
538;2910206;Dom Basílio;Recôncavo;Feminino;2000;Entre.0.a.4;439
539;2910305;Dom Macedo Costa;Vale do Jiquiriçá;Feminino;2000;Entre.0.a.4;149
540;2910404;Elísio Medrado;Sudoeste Baiano;Feminino;2000;Entre.0.a.4;281
541;2910503;Encruzilhada;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;1767
542;2900504;Entre Rios;Bacia do Paramirim;Feminino;2000;Entre.0.a.4;2314
543;2910602;Esplanada;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;1740
544;2910701;Euclides da Cunha;Semiárido Nordeste II;Feminino;2000;Entre.0.a.4;2752
545;2910727;Eunápolis;Costa do Descobrimento;Feminino;2000;Entre.0.a.4;4467
546;2910750;Fátima;Semiárido Nordeste II;Feminino;2000;Entre.0.a.4;958
547;2910776;Feira da Mata;Velho Chico;Feminino;2000;Entre.0.a.4;303
548;2910800;Feira de Santana;Portal do Sertão;Feminino;2000;Entre.0.a.4;23204
549;2910859;Filadélfia;Piemonte Norte do Itapicuru;Feminino;2000;Entre.0.a.4;1009
550;2910909;Firmino Alves;Médio Sudoeste da Bahia;Feminino;2000;Entre.0.a.4;219
551;2911006;Floresta Azul;Litoral Sul;Feminino;2000;Entre.0.a.4;531
552;2911105;Formosa do Rio Preto;Bacia do Rio Grande;Feminino;2000;Entre.0.a.4;1150
553;2911204;Gandu;Baixo Sul;Feminino;2000;Entre.0.a.4;1391
554;2911253;Gavião;Bacia do Jacuípe;Feminino;2000;Entre.0.a.4;207
555;2911303;Gentio do Ouro;Irecê;Feminino;2000;Entre.0.a.4;536
556;2911402;Glória;Itaparica;Feminino;2000;Entre.0.a.4;758
557;2911501;Gongogi;Médio Rio de Contas;Feminino;2000;Entre.0.a.4;509
558;2911600;Governador Mangabeira;Recôncavo;Feminino;2000;Entre.0.a.4;807
559;2911659;Guajeru;Sudoeste Baiano;Feminino;2000;Entre.0.a.4;581
560;2911709;Guanambi;Sertão Produtivo;Feminino;2000;Entre.0.a.4;3179
561;2911808;Guaratinga;Costa do Descobrimento;Feminino;2000;Entre.0.a.4;1140
562;2911857;Heliópolis;Semiárido Nordeste II;Feminino;2000;Entre.0.a.4;713
563;2911907;Iaçu;Piemonte do Paraguaçu;Feminino;2000;Entre.0.a.4;1625
564;2912004;Ibiassucê;Sertão Produtivo;Feminino;2000;Entre.0.a.4;501
565;2912103;Ibicaraí;Litoral Sul;Feminino;2000;Entre.0.a.4;1403
566;2912202;Ibicoara;Chapada Diamantina;Feminino;2000;Entre.0.a.4;1034
567;2912301;Ibicuí;Médio Sudoeste da Bahia;Feminino;2000;Entre.0.a.4;691
568;2912400;Ibipeba;Irecê;Feminino;2000;Entre.0.a.4;735
569;2912509;Ibipitanga;Bacia do Paramirim;Feminino;2000;Entre.0.a.4;604
570;2912608;Ibiquera;Piemonte do Paraguaçu;Feminino;2000;Entre.0.a.4;216
571;2912707;Ibirapitanga;Baixo Sul;Feminino;2000;Entre.0.a.4;1328
572;2912806;Ibirapuã;Extremo Sul;Feminino;2000;Entre.0.a.4;317
573;2912905;Ibirataia;Médio Rio de Contas;Feminino;2000;Entre.0.a.4;1119
574;2913002;Ibitiara;Chapada Diamantina;Feminino;2000;Entre.0.a.4;662
575;2913101;Ibititá;Irecê;Feminino;2000;Entre.0.a.4;893
576;2913200;Ibotirama;Velho Chico;Feminino;2000;Entre.0.a.4;1266
577;2913309;Ichu;Sisal;Feminino;2000;Entre.0.a.4;241
578;2913408;Igaporã;Velho Chico;Feminino;2000;Entre.0.a.4;624
579;2913457;Igrapiúna;Baixo Sul;Feminino;2000;Entre.0.a.4;982
580;2913507;Iguaí;Médio Sudoeste da Bahia;Feminino;2000;Entre.0.a.4;1173
581;2913606;Ilhéus;Litoral Sul;Feminino;2000;Entre.0.a.4;11132
582;2913705;Inhambupe;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;1864
583;2913804;Ipecaetá;Portal do Sertão;Feminino;2000;Entre.0.a.4;945
584;2913903;Ipiaú;Médio Rio de Contas;Feminino;2000;Entre.0.a.4;2071
585;2914000;Ipirá;Bacia do Jacuípe;Feminino;2000;Entre.0.a.4;3153
586;2914109;Ipupiara;Irecê;Feminino;2000;Entre.0.a.4;375
587;2914208;Irajuba;Vale do Jiquiriçá;Feminino;2000;Entre.0.a.4;333
588;2914307;Iramaia;Chapada Diamantina;Feminino;2000;Entre.0.a.4;885
589;2914406;Iraquara;Chapada Diamantina;Feminino;2000;Entre.0.a.4;1134
590;2914505;Irará;Portal do Sertão;Feminino;2000;Entre.0.a.4;1247
591;2914604;Irecê;Irecê;Feminino;2000;Entre.0.a.4;2988
592;2914653;Itabela;Costa do Descobrimento;Feminino;2000;Entre.0.a.4;1475
593;2914703;Itaberaba;Piemonte do Paraguaçu;Feminino;2000;Entre.0.a.4;2913
594;2914802;Itabuna;Litoral Sul;Feminino;2000;Entre.0.a.4;8490
595;2914901;Itacaré;Litoral Sul;Feminino;2000;Entre.0.a.4;1118
596;2915007;Itaeté;Chapada Diamantina;Feminino;2000;Entre.0.a.4;843
597;2915106;Itagi;Médio Rio de Contas;Feminino;2000;Entre.0.a.4;883
598;2915205;Itagibá;Médio Rio de Contas;Feminino;2000;Entre.0.a.4;823
599;2915304;Itagimirim;Costa do Descobrimento;Feminino;2000;Entre.0.a.4;393
600;2915353;Itaguaçu da Bahia;Irecê;Feminino;2000;Entre.0.a.4;728
601;2915403;Itaju do Colônia;Litoral Sul;Feminino;2000;Entre.0.a.4;487
602;2915502;Itajuípe;Litoral Sul;Feminino;2000;Entre.0.a.4;1014
603;2915601;Itamaraju;Extremo Sul;Feminino;2000;Entre.0.a.4;3282
604;2915700;Itamari;Médio Rio de Contas;Feminino;2000;Entre.0.a.4;424
605;2915809;Itambé;Médio Sudoeste da Bahia;Feminino;2000;Entre.0.a.4;1566
606;2915908;Itanagra;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;387
607;2916005;Itanhém;Extremo Sul;Feminino;2000;Entre.0.a.4;945
608;2916104;Itaparica;Metropolitano de Salvador;Feminino;2000;Entre.0.a.4;1026
609;2916203;Itapé;Litoral Sul;Feminino;2000;Entre.0.a.4;608
610;2916302;Itapebi;Costa do Descobrimento;Feminino;2000;Entre.0.a.4;694
611;2916401;Itapetinga;Médio Sudoeste da Bahia;Feminino;2000;Entre.0.a.4;2684
612;2916500;Itapicuru;Litoral Norte e Agreste Baiano;Feminino;2000;Entre.0.a.4;1837
613;2916609;Itapitanga;Litoral Sul;Feminino;2000;Entre.0.a.4;493
614;2916708;Itaquara;Vale do Jiquiriçá;Feminino;2000;Entre.0.a.4;395
615;2916807;Itarantim;Médio Sudoeste da Bahia;Feminino;2000;Entre.0.a.4;780
