codigo_municipio;Territorios.de.Identidade;Ano;faixa_etarias;total_faixa;sexo_num
2913804;Portal do Sertão;2010;Entre.15.a.19;-842;1
2913903;Médio Rio de Contas;2010;Entre.15.a.19;-2000;1
2914000;Bacia do Jacuípe;2010;Entre.15.a.19;-3055;1
2914109;Irecê;2010;Entre.15.a.19;-473;1
2914208;Vale do Jiquiriçá;2010;Entre.15.a.19;-335;1
2914307;Chapada Diamantina;2010;Entre.15.a.19;-669;1
2914406;Chapada Diamantina;2010;Entre.15.a.19;-1171;1
2914505;Portal do Sertão;2010;Entre.15.a.19;-1510;1
2914604;Irecê;2010;Entre.15.a.19;-3015;1
2914653;Costa do Descobrimento;2010;Entre.15.a.19;-1514;1
2914703;Piemonte do Paraguaçu;2010;Entre.15.a.19;-2897;1
2914802;Litoral Sul;2010;Entre.15.a.19;-8488;1
2914901;Litoral Sul;2010;Entre.15.a.19;-1256;1
2915007;Chapada Diamantina;2010;Entre.15.a.19;-903;1
2915106;Médio Rio de Contas;2010;Entre.15.a.19;-734;1
2915205;Médio Rio de Contas;2010;Entre.15.a.19;-785;1
2915304;Costa do Descobrimento;2010;Entre.15.a.19;-347;1
2915353;Irecê;2010;Entre.15.a.19;-792;1
2915403;Litoral Sul;2010;Entre.15.a.19;-370;1
2915502;Litoral Sul;2010;Entre.15.a.19;-1029;1
2915601;Extremo Sul;2010;Entre.15.a.19;-3168;1
2915700;Médio Rio de Contas;2010;Entre.15.a.19;-395;1
2915809;Médio Sudoeste da Bahia;2010;Entre.15.a.19;-1169;1
2915908;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;-419;1
2916005;Extremo Sul;2010;Entre.15.a.19;-994;1
2916104;Metropolitano de Salvador;2010;Entre.15.a.19;-1003;1
2916203;Litoral Sul;2010;Entre.15.a.19;-565;1
2916302;Costa do Descobrimento;2010;Entre.15.a.19;-498;1
2916401;Médio Sudoeste da Bahia;2010;Entre.15.a.19;-2879;1
2916500;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;-1834;1
2916609;Litoral Sul;2010;Entre.15.a.19;-516;1
2916708;Vale do Jiquiriçá;2010;Entre.15.a.19;-402;1
2916807;Médio Sudoeste da Bahia;2010;Entre.15.a.19;-843;1
2916856;Piemonte do Paraguaçu;2010;Entre.15.a.19;-820;1
2916906;Vale do Jiquiriçá;2010;Entre.15.a.19;-617;1
2917003;Sisal;2010;Entre.15.a.19;-1974;1
2917102;Médio Sudoeste da Bahia;2010;Entre.15.a.19;-895;1
2917201;Sertão Produtivo;2010;Entre.15.a.19;-880;1
2917300;Baixo Sul;2010;Entre.15.a.19;-1423;1
2917334;Sertão Produtivo;2010;Entre.15.a.19;-670;1
2917359;Bacia do Rio Corrente;2010;Entre.15.a.19;-489;1
2917409;Vitória da Conquista;2010;Entre.15.a.19;-672;1
2917508;Piemonte da Diamantina;2010;Entre.15.a.19;-3646;1
2917607;Vale do Jiquiriçá;2010;Entre.15.a.19;-2458;1
2917706;Piemonte Norte do Itapicuru;2010;Entre.15.a.19;-1357;1
2917805;Baixo Sul;2010;Entre.15.a.19;-906;1
2917904;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;-542;1
2918001;Médio Rio de Contas;2010;Entre.15.a.19;-7002;1
2918100;Semiárido Nordeste II;2010;Entre.15.a.19;-2023;1
2918209;Vale do Jiquiriçá;2010;Entre.15.a.19;-699;1
2918308;Médio Rio de Contas;2010;Entre.15.a.19;-749;1
2918357;Irecê;2010;Entre.15.a.19;-1182;1
2918407;Sertão do São Francisco;2010;Entre.15.a.19;-9642;1
2918456;Extremo Sul;2010;Entre.15.a.19;-534;1
2918506;Irecê;2010;Entre.15.a.19;-875;1
2918555;Litoral Sul;2010;Entre.15.a.19;-347;1
2918605;Chapada Diamantina;2010;Entre.15.a.19;-342;1
2918704;Vale do Jiquiriçá;2010;Entre.15.a.19;-155;1
2919058;Vale do Jiquiriçá;2010;Entre.15.a.19;-787;1
2918753;Sertão Produtivo;2010;Entre.15.a.19;-1191;1
2918803;Vale do Jiquiriçá;2010;Entre.15.a.19;-174;1
2918902;Extremo Sul;2010;Entre.15.a.19;-209;1
2919009;Piemonte do Paraguaçu;2010;Entre.15.a.19;-421;1
2919108;Sisal;2010;Entre.15.a.19;-537;1
2919157;Irecê;2010;Entre.15.a.19;-1351;1
2919207;Metropolitano de Salvador;2010;Entre.15.a.19;-6682;1
2919306;Chapada Diamantina;2010;Entre.15.a.19;-517;1
2919405;Vitória da Conquista;2010;Entre.15.a.19;-644;1
2919504;Sertão Produtivo;2010;Entre.15.a.19;-1949;1
2919553;Bacia do Rio Grande;2010;Entre.15.a.19;-2675;1
2919603;Piemonte do Paraguaçu;2010;Entre.15.a.19;-592;1
2919702;Médio Sudoeste da Bahia;2010;Entre.15.a.19;-909;1
2919801;Bacia do Paramirim;2010;Entre.15.a.19;-2527;1
2919900;Itaparica;2010;Entre.15.a.19;-377;1
2919926;Metropolitano de Salvador;2010;Entre.15.a.19;-763;1
2919959;Vitória da Conquista;2010;Entre.15.a.19;-359;1
2920007;Médio Sudoeste da Bahia;2010;Entre.15.a.19;-410;1
2920106;Bacia do Jacuípe;2010;Entre.15.a.19;-1052;1
2920205;Velho Chico;2010;Entre.15.a.19;-988;1
2920304;Sertão Produtivo;2010;Entre.15.a.19;-413;1
2920403;Médio Rio de Contas;2010;Entre.15.a.19;-785;1
2920452;Bacia do Rio Grande;2010;Entre.15.a.19;-720;1
2920502;Vale do Jiquiriçá;2010;Entre.15.a.19;-1285;1
2920601;Recôncavo;2010;Entre.15.a.19;-2132;1
2920700;Litoral Sul;2010;Entre.15.a.19;-996;1
2920809;Chapada Diamantina;2010;Entre.15.a.19;-640;1
2920908;Litoral Sul;2010;Entre.15.a.19;-727;1
2921005;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;-1947;1
2921054;Velho Chico;2010;Entre.15.a.19;-637;1
2921104;Extremo Sul;2010;Entre.15.a.19;-1066;1
2921203;Piemonte da Diamantina;2010;Entre.15.a.19;-1322;1
2921302;Vale do Jiquiriçá;2010;Entre.15.a.19;-505;1
2921401;Piemonte da Diamantina;2010;Entre.15.a.19;-910;1
2921450;Vitória da Conquista;2010;Entre.15.a.19;-562;1
2921500;Sisal;2010;Entre.15.a.19;-2734;1
2921609;Velho Chico;2010;Entre.15.a.19;-444;1
2921708;Chapada Diamantina;2010;Entre.15.a.19;-1921;1
2921807;Vitória da Conquista;2010;Entre.15.a.19;-625;1
2921906;Chapada Diamantina;2010;Entre.15.a.19;-515;1
2922003;Extremo Sul;2010;Entre.15.a.19;-1839;1
2922052;Irecê;2010;Entre.15.a.19;-685;1
2922102;Piemonte do Paraguaçu;2010;Entre.15.a.19;-1428;1
2922201;Recôncavo;2010;Entre.15.a.19;-364;1
2922250;Velho Chico;2010;Entre.15.a.19;-600;1
2922300;Recôncavo;2010;Entre.15.a.19;-1376;1
2922409;Vale do Jiquiriçá;2010;Entre.15.a.19;-990;1
2922508;Recôncavo;2010;Entre.15.a.19;-1328;1
2922607;Baixo Sul;2010;Entre.15.a.19;-684;1
2922656;Sisal;2010;Entre.15.a.19;-646;1
2922706;Médio Sudoeste da Bahia;2010;Entre.15.a.19;-795;1
2922730;Bacia do Jacuípe;2010;Entre.15.a.19;-364;1
2922755;Médio Rio de Contas;2010;Entre.15.a.19;-348;1
2922805;Vale do Jiquiriçá;2010;Entre.15.a.19;-442;1
2922854;Chapada Diamantina;2010;Entre.15.a.19;-425;1
2922904;Semiárido Nordeste II;2010;Entre.15.a.19;-1296;1
2923001;Extremo Sul;2010;Entre.15.a.19;-1946;1
2923035;Chapada Diamantina;2010;Entre.15.a.19;-502;1
2923050;Semiárido Nordeste II;2010;Entre.15.a.19;-748;1
2923100;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;-1252;1
2923209;Velho Chico;2010;Entre.15.a.19;-1238;1
2923308;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;-485;1
2923357;Piemonte da Diamantina;2010;Entre.15.a.19;-821;1
2923407;Sertão Produtivo;2010;Entre.15.a.19;-1166;1
2923506;Chapada Diamantina;2010;Entre.15.a.19;-380;1
2923605;Bacia do Paramirim;2010;Entre.15.a.19;-961;1
2923704;Velho Chico;2010;Entre.15.a.19;-1793;1
2923803;Semiárido Nordeste II;2010;Entre.15.a.19;-1479;1
2923902;Litoral Sul;2010;Entre.15.a.19;-552;1
2924009;Itaparica;2010;Entre.15.a.19;-4957;1
2924058;Bacia do Jacuípe;2010;Entre.15.a.19;-736;1
2924108;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;-385;1
2924207;Semiárido Nordeste II;2010;Entre.15.a.19;-977;1
2924306;Chapada Diamantina;2010;Entre.15.a.19;-873;1
2924405;Sertão do São Francisco;2010;Entre.15.a.19;-1875;1
2924504;Sertão Produtivo;2010;Entre.15.a.19;-830;1
2924603;Piemonte Norte do Itapicuru;2010;Entre.15.a.19;-1025;1
2924652;Bacia do Jacuípe;2010;Entre.15.a.19;-573;1
2924678;Baixo Sul;2010;Entre.15.a.19;-519;1
2924702;Vitória da Conquista;2010;Entre.15.a.19;-616;1
2924801;Piemonte do Paraguaçu;2010;Entre.15.a.19;-1079;1
2924900;Vale do Jiquiriçá;2010;Entre.15.a.19;-464;1
2925006;Vitória da Conquista;2010;Entre.15.a.19;-1186;1
2925105;Vitória da Conquista;2010;Entre.15.a.19;-2093;1
2925204;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;-1505;1
2925253;Piemonte Norte do Itapicuru;2010;Entre.15.a.19;-874;1
2925303;Costa do Descobrimento;2010;Entre.15.a.19;-5685;1
2925402;Médio Sudoeste da Bahia;2010;Entre.15.a.19;-558;1
2925501;Extremo Sul;2010;Entre.15.a.19;-1381;1
2925600;Irecê;2010;Entre.15.a.19;-671;1
2925709;Vitória da Conquista;2010;Entre.15.a.19;-738;1
2925758;Baixo Sul;2010;Entre.15.a.19;-1340;1
2925808;Sisal;2010;Entre.15.a.19;-1296;1
2925907;Sisal;2010;Entre.15.a.19;-1501;1
2925931;Bacia do Jacuípe;2010;Entre.15.a.19;-483;1
2925956;Piemonte do Paraguaçu;2010;Entre.15.a.19;-1249;1
2926004;Sertão do São Francisco;2010;Entre.15.a.19;-1874;1
2926103;Sisal;2010;Entre.15.a.19;-547;1
2926202;Bacia do Rio Grande;2010;Entre.15.a.19;-1249;1
2926301;Bacia do Jacuípe;2010;Entre.15.a.19;-1604;1
2926400;Velho Chico;2010;Entre.15.a.19;-1639;1
2926509;Semiárido Nordeste II;2010;Entre.15.a.19;-877;1
2926608;Semiárido Nordeste II;2010;Entre.15.a.19;-2335;1
2926657;Vitória da Conquista;2010;Entre.15.a.19;-497;1
2926707;Chapada Diamantina;2010;Entre.15.a.19;-608;1
2926806;Sertão Produtivo;2010;Entre.15.a.19;-804;1
2926905;Bacia do Paramirim;2010;Entre.15.a.19;-619;1
2927002;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;-2108;1
2927101;Itaparica;2010;Entre.15.a.19;-402;1
2927200;Piemonte do Paraguaçu;2010;Entre.15.a.19;-1467;1
2927309;Metropolitano de Salvador;2010;Entre.15.a.19;-676;1
2927408;Metropolitano de Salvador;2010;Entre.15.a.19;-106557;1
2927507;Portal do Sertão;2010;Entre.15.a.19;-868;1
2927606;Semiárido Nordeste II;2010;Entre.15.a.19;-890;1
2927705;Costa do Descobrimento;2010;Entre.15.a.19;-1279;1
2927804;Médio Sudoeste da Bahia;2010;Entre.15.a.19;-317;1
2927903;Vale do Jiquiriçá;2010;Entre.15.a.19;-524;1
2928059;Litoral Sul;2010;Entre.15.a.19;-1641;1
2928109;Bacia do Rio Corrente;2010;Entre.15.a.19;-725;1
2928406;Bacia do Rio Grande;2010;Entre.15.a.19;-2100;1
2928505;Piemonte do Paraguaçu;2010;Entre.15.a.19;-1272;1
2928000;Sisal;2010;Entre.15.a.19;-440;1
2928208;Bacia do Rio Corrente;2010;Entre.15.a.19;-1496;1
2928307;Portal do Sertão;2010;Entre.15.a.19;-532;1
2928604;Recôncavo;2010;Entre.15.a.19;-2599;1
2928703;Recôncavo;2010;Entre.15.a.19;-3868;1
2928802;Portal do Sertão;2010;Entre.15.a.19;-2563;1
2928901;Bacia do Rio Grande;2010;Entre.15.a.19;-1482;1
2928950;Sisal;2010;Entre.15.a.19;-385;1
2929107;Recôncavo;2010;Entre.15.a.19;-657;1
2929008;Recôncavo;2010;Entre.15.a.19;-690;1
2929057;Bacia do Rio Corrente;2010;Entre.15.a.19;-977;1
2929206;Recôncavo;2010;Entre.15.a.19;-1622;1
2929255;Irecê;2010;Entre.15.a.19;-948;1
2929305;Portal do Sertão;2010;Entre.15.a.19;-1485;1
2929354;Litoral Sul;2010;Entre.15.a.19;-325;1
2929370;Bacia do Jacuípe;2010;Entre.15.a.19;-536;1
2929404;Vale do Jiquiriçá;2010;Entre.15.a.19;-546;1
2929503;Recôncavo;2010;Entre.15.a.19;-1941;1
2929602;Recôncavo;2010;Entre.15.a.19;-821;1
2929701;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;-1048;1
2929750;Recôncavo;2010;Entre.15.a.19;-475;1
2929800;Piemonte da Diamantina;2010;Entre.15.a.19;-540;1
2929909;Chapada Diamantina;2010;Entre.15.a.19;-2152;1
2930006;Sertão Produtivo;2010;Entre.15.a.19;-627;1
2930105;Piemonte Norte do Itapicuru;2010;Entre.15.a.19;-3375;1
2930204;Sertão do São Francisco;2010;Entre.15.a.19;-1896;1
2930154;Velho Chico;2010;Entre.15.a.19;-2004;1
2930303;Bacia do Rio Corrente;2010;Entre.15.a.19;-948;1
2930402;Bacia do Jacuípe;2010;Entre.15.a.19;-867;1
2930501;Sisal;2010;Entre.15.a.19;-3696;1
2930600;Piemonte da Diamantina;2010;Entre.15.a.19;-609;1
2930709;Metropolitano de Salvador;2010;Entre.15.a.19;-5531;1
2930758;Velho Chico;2010;Entre.15.a.19;-704;1
2930766;Semiárido Nordeste II;2010;Entre.15.a.19;-690;1
2930774;Sertão do São Francisco;2010;Entre.15.a.19;-1035;1
2930808;Chapada Diamantina;2010;Entre.15.a.19;-900;1
2930907;Bacia do Rio Corrente;2010;Entre.15.a.19;-615;1
2931004;Sertão Produtivo;2010;Entre.15.a.19;-974;1
2931053;Bacia do Paramirim;2010;Entre.15.a.19;-838;1
2931103;Portal do Sertão;2010;Entre.15.a.19;-373;1
2931202;Baixo Sul;2010;Entre.15.a.19;-1012;1
2931301;Piemonte do Paraguaçu;2010;Entre.15.a.19;-970;1
2931350;Extremo Sul;2010;Entre.15.a.19;-6506;1
2931400;Portal do Sertão;2010;Entre.15.a.19;-402;1
2931509;Sisal;2010;Entre.15.a.19;-1232;1
2931608;Baixo Sul;2010;Entre.15.a.19;-858;1
2931707;Portal do Sertão;2010;Entre.15.a.19;-641;1
2931806;Vitória da Conquista;2010;Entre.15.a.19;-891;1
2931905;Sisal;2010;Entre.15.a.19;-2727;1
2932002;Sertão do São Francisco;2010;Entre.15.a.19;-1245;1
2932101;Vale do Jiquiriçá;2010;Entre.15.a.19;-990;1
2932200;Litoral Sul;2010;Entre.15.a.19;-1042;1
2932309;Médio Rio de Contas;2010;Entre.15.a.19;-1196;1
2932408;Irecê;2010;Entre.15.a.19;-640;1
2932457;Piemonte da Diamantina;2010;Entre.15.a.19;-950;1
2932507;Litoral Sul;2010;Entre.15.a.19;-1226;1
2932606;Sertão Produtivo;2010;Entre.15.a.19;-898;1
2932705;Litoral Sul;2010;Entre.15.a.19;-996;1
2932804;Chapada Diamantina;2010;Entre.15.a.19;-1015;1
2932903;Baixo Sul;2010;Entre.15.a.19;-4533;1
2933000;Sisal;2010;Entre.15.a.19;-1082;1
2933059;Bacia do Jacuípe;2010;Entre.15.a.19;-776;1
2933109;Bacia do Jacuípe;2010;Entre.15.a.19;-436;1
2933158;Piemonte da Diamantina;2010;Entre.15.a.19;-723;1
2933174;Recôncavo;2010;Entre.15.a.19;-434;1
2933208;Metropolitano de Salvador;2010;Entre.15.a.19;-1680;1
2933257;Extremo Sul;2010;Entre.15.a.19;-358;1
2933307;Vitória da Conquista;2010;Entre.15.a.19;-13453;1
2933406;Chapada Diamantina;2010;Entre.15.a.19;-462;1
2933455;Bacia do Rio Grande;2010;Entre.15.a.19;-657;1
2933505;Baixo Sul;2010;Entre.15.a.19;-1269;1
2933604;Irecê;2010;Entre.15.a.19;-2592;1
2900108;Chapada Diamantina;2010;Entre.15.a.19;335;0
2900207;Itaparica;2010;Entre.15.a.19;837;0
2900306;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;701;0
2900355;Semiárido Nordeste II;2010;Entre.15.a.19;794;0
2900405;Portal do Sertão;2010;Entre.15.a.19;832;0
2900603;Médio Rio de Contas;2010;Entre.15.a.19;551;0
2900702;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;226;0
2900801;Extremo Sul;2010;Entre.15.a.19;6492;0
2900900;Litoral Sul;2010;Entre.15.a.19;1069;0
2901007;Vale do Jiquiriçá;2010;Entre.15.a.19;297;0
2901106;Portal do Sertão;2010;Entre.15.a.19;1684;0
2901155;Irecê;2010;Entre.15.a.19;1129;0
2901205;Vitória da Conquista;2010;Entre.15.a.19;859;0
2901304;Chapada Diamantina;2010;Entre.15.a.19;1245;0
2901353;Piemonte Norte do Itapicuru;2010;Entre.15.a.19;730;0
2901403;Bacia do Rio Grande;2010;Entre.15.a.19;669;0
2901502;Portal do Sertão;2010;Entre.15.a.19;660;0
2901601;Semiárido Nordeste II;2010;Entre.15.a.19;458;0
2901700;Portal do Sertão;2010;Entre.15.a.19;764;0
2901809;Piemonte Norte do Itapicuru;2010;Entre.15.a.19;635;0
2901908;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;522;0
2901957;Médio Rio de Contas;2010;Entre.15.a.19;852;0
2902054;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;404;0
2902005;Vitória da Conquista;2010;Entre.15.a.19;676;0
2902104;Sisal;2010;Entre.15.a.19;648;0
2902203;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;2717;0
2902252;Litoral Sul;2010;Entre.15.a.19;498;0
2902302;Baixo Sul;2010;Entre.15.a.19;449;0
2902401;Litoral Sul;2010;Entre.15.a.19;467;0
2902500;Bacia do Rio Grande;2010;Entre.15.a.19;733;0
2902609;Bacia do Jacuípe;2010;Entre.15.a.19;664;0
2902658;Semiárido Nordeste II;2010;Entre.15.a.19;1048;0
2902708;Velho Chico;2010;Entre.15.a.19;586;0
2902807;Chapada Diamantina;2010;Entre.15.a.19;2876;0
2902906;Vitória da Conquista;2010;Entre.15.a.19;1035;0
2903003;Irecê;2010;Entre.15.a.19;1736;0
2903102;Médio Rio de Contas;2010;Entre.15.a.19;641;0
2903201;Bacia do Rio Grande;2010;Entre.15.a.19;309;0
2903235;Irecê;2010;Entre.15.a.19;6953;0
2903300;Litoral Sul;2010;Entre.15.a.19;631;0
2903276;Sisal;2010;Entre.15.a.19;692;0
2903409;Costa do Descobrimento;2010;Entre.15.a.19;314;0
2903508;Vitória da Conquista;2010;Entre.15.a.19;1062;0
2903607;Sisal;2010;Entre.15.a.19;785;0
2903706;Médio Rio de Contas;2010;Entre.15.a.19;761;0
2903805;Piemonte do Paraguaçu;2010;Entre.15.a.19;824;0
2903904;Velho Chico;2010;Entre.15.a.19;1047;0
2903953;Vitória da Conquista;2010;Entre.15.a.19;3349;0
2904001;Chapada Diamantina;2010;Entre.15.a.19;534;0
2904050;Chapada Diamantina;2010;Entre.15.a.19;754;0
2904100;Bacia do Paramirim;2010;Entre.15.a.19;835;0
2904209;Bacia do Paramirim;2010;Entre.15.a.19;1171;0
2904308;Vale do Jiquiriçá;2010;Entre.15.a.19;575;0
2904407;Bacia do Rio Corrente;2010;Entre.15.a.19;740;0
2904506;Velho Chico;2010;Entre.15.a.19;505;0
2904605;Sertão Produtivo;2010;Entre.15.a.19;489;0
2904704;Litoral Sul;2010;Entre.15.a.19;2943;0
2904753;Bacia do Rio Grande;2010;Entre.15.a.19;911;0
2904803;Médio Sudoeste da Bahia;2010;Entre.15.a.19;1147;0
2904852;Recôncavo;2010;Entre.15.a.19;519;0
2904902;Recôncavo;2010;Entre.15.a.19;976;0
2905008;Sertão Produtivo;2010;Entre.15.a.19;1668;0
2905107;Piemonte da Diamantina;2010;Entre.15.a.19;1006;0
2905156;Vitória da Conquista;2010;Entre.15.a.19;541;0
2905206;Sertão Produtivo;2010;Entre.15.a.19;677;0
2905305;Irecê;2010;Entre.15.a.19;2407;0
2905404;Baixo Sul;2010;Entre.15.a.19;845;0
2905503;Piemonte Norte do Itapicuru;2010;Entre.15.a.19;751;0
2905602;Litoral Sul;2010;Entre.15.a.19;687;0
2905701;Metropolitano de Salvador;2010;Entre.15.a.19;1514;0
2905800;Baixo Sul;2010;Entre.15.a.19;11203;0
2905909;Sertão do São Francisco;2010;Entre.15.a.19;1916;0
2906006;Piemonte Norte do Itapicuru;2010;Entre.15.a.19;1563;0
2906105;Bacia do Rio Corrente;2010;Entre.15.a.19;3338;0
2906204;Irecê;2010;Entre.15.a.19;486;0
2906303;Litoral Sul;2010;Entre.15.a.19;1172;0
2906402;Sisal;2010;Entre.15.a.19;1562;0
2906501;Metropolitano de Salvador;2010;Entre.15.a.19;401;0
2906600;Sertão Produtivo;2010;Entre.15.a.19;3637;0
2906709;Vitória da Conquista;2010;Entre.15.a.19;590;0
2906808;Sisal;2010;Entre.15.a.19;1382;0
2906824;Sertão do São Francisco;2010;Entre.15.a.19;1686;0
2906857;Bacia do Jacuípe;2010;Entre.15.a.19;764;0
2906873;Piemonte da Diamantina;2010;Entre.15.a.19;534;0
2906899;Vitória da Conquista;2010;Entre.15.a.19;1315;0
2906907;Extremo Sul;2010;Entre.15.a.19;523;0
2907004;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;926;0
2907103;Velho Chico;2010;Entre.15.a.19;534;0
2907202;Sertão do São Francisco;2010;Entre.15.a.19;1499;0
2907301;Recôncavo;2010;Entre.15.a.19;3066;0
2907400;Bacia do Rio Grande;2010;Entre.15.a.19;1317;0
2907509;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;112;0
2907558;Bacia do Paramirim;2010;Entre.15.a.19;2230;0
2907608;Irecê;2010;Entre.15.a.19;395;0
2907707;Itaparica;2010;Entre.15.a.19;762;0
2907806;Semiárido Nordeste II;2010;Entre.15.a.19;509;0
2907905;Semiárido Nordeste II;2010;Entre.15.a.19;1490;0
2908002;Litoral Sul;2010;Entre.15.a.19;795;0
2908101;Bacia do Rio Corrente;2010;Entre.15.a.19;1010;0
2908200;Portal do Sertão;2010;Entre.15.a.19;924;0
2908309;Recôncavo;2010;Entre.15.a.19;935;0
2908408;Sisal;2010;Entre.15.a.19;830;0
2908507;Portal do Sertão;2010;Entre.15.a.19;2919;0
2908606;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;1289;0
2908705;Vitória da Conquista;2010;Entre.15.a.19;1317;0
2908804;Sertão Produtivo;2010;Entre.15.a.19;740;0
2908903;Portal do Sertão;2010;Entre.15.a.19;207;0
2909000;Vitória da Conquista;2010;Entre.15.a.19;1167;0
2909109;Bacia do Rio Corrente;2010;Entre.15.a.19;427;0
2909208;Semiárido Nordeste II;2010;Entre.15.a.19;709;0
2909307;Bacia do Rio Corrente;2010;Entre.15.a.19;854;0
2909406;Bacia do Rio Grande;2010;Entre.15.a.19;1591;0
2909505;Vale do Jiquiriçá;2010;Entre.15.a.19;748;0
2909604;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;248;0
2909703;Bacia do Rio Grande;2010;Entre.15.a.19;973;0
2909802;Recôncavo;2010;Entre.15.a.19;653;0
2909901;Sertão do São Francisco;2010;Entre.15.a.19;2681;0
2910008;Médio Rio de Contas;2010;Entre.15.a.19;1619;0
2910057;Metropolitano de Salvador;2010;Entre.15.a.19;670;0
2910107;Sertão Produtivo;2010;Entre.15.a.19;3085;0
2910206;Recôncavo;2010;Entre.15.a.19;480;0
2910305;Vale do Jiquiriçá;2010;Entre.15.a.19;177;0
2910404;Vitória da Conquista;2010;Entre.15.a.19;376;0
2910503;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;1147;0
2900504;Bacia do Paramirim;2010;Entre.15.a.19;2171;0
2910602;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;1718;0
2910701;Semiárido Nordeste II;2010;Entre.15.a.19;2653;0
2910727;Costa do Descobrimento;2010;Entre.15.a.19;4555;0
2910750;Semiárido Nordeste II;2010;Entre.15.a.19;890;0
2910776;Velho Chico;2010;Entre.15.a.19;306;0
2910800;Portal do Sertão;2010;Entre.15.a.19;25424;0
2910859;Piemonte Norte do Itapicuru;2010;Entre.15.a.19;788;0
2910909;Médio Sudoeste da Bahia;2010;Entre.15.a.19;271;0
2911006;Litoral Sul;2010;Entre.15.a.19;466;0
2911105;Bacia do Rio Grande;2010;Entre.15.a.19;1168;0
2911204;Baixo Sul;2010;Entre.15.a.19;1443;0
2911253;Bacia do Jacuípe;2010;Entre.15.a.19;218;0
2911303;Irecê;2010;Entre.15.a.19;467;0
2911402;Itaparica;2010;Entre.15.a.19;711;0
2911501;Médio Rio de Contas;2010;Entre.15.a.19;412;0
2911600;Recôncavo;2010;Entre.15.a.19;985;0
2911659;Vitória da Conquista;2010;Entre.15.a.19;566;0
2911709;Sertão Produtivo;2010;Entre.15.a.19;3716;0
2911808;Costa do Descobrimento;2010;Entre.15.a.19;994;0
2911857;Semiárido Nordeste II;2010;Entre.15.a.19;675;0
2911907;Piemonte do Paraguaçu;2010;Entre.15.a.19;1346;0
2912004;Sertão Produtivo;2010;Entre.15.a.19;404;0
2912103;Litoral Sul;2010;Entre.15.a.19;1109;0
2912202;Chapada Diamantina;2010;Entre.15.a.19;892;0
2912301;Médio Sudoeste da Bahia;2010;Entre.15.a.19;768;0
2912400;Irecê;2010;Entre.15.a.19;766;0
2912509;Bacia do Paramirim;2010;Entre.15.a.19;730;0
2912608;Piemonte do Paraguaçu;2010;Entre.15.a.19;238;0
2912707;Baixo Sul;2010;Entre.15.a.19;1188;0
2912806;Extremo Sul;2010;Entre.15.a.19;367;0
2912905;Médio Rio de Contas;2010;Entre.15.a.19;850;0
2913002;Chapada Diamantina;2010;Entre.15.a.19;801;0
2913101;Irecê;2010;Entre.15.a.19;842;0
2913200;Velho Chico;2010;Entre.15.a.19;1340;0
2913309;Sisal;2010;Entre.15.a.19;244;0
2913408;Velho Chico;2010;Entre.15.a.19;775;0
2913457;Baixo Sul;2010;Entre.15.a.19;677;0
2913507;Médio Sudoeste da Bahia;2010;Entre.15.a.19;1195;0
2913606;Litoral Sul;2010;Entre.15.a.19;8217;0
2913705;Litoral Norte e Agreste Baiano;2010;Entre.15.a.19;1887;0
2913804;Portal do Sertão;2010;Entre.15.a.19;787;0
2913903;Médio Rio de Contas;2010;Entre.15.a.19;2039;0
2914000;Bacia do Jacuípe;2010;Entre.15.a.19;3106;0
2914109;Irecê;2010;Entre.15.a.19;412;0
2914208;Vale do Jiquiriçá;2010;Entre.15.a.19;314;0
2914307;Chapada Diamantina;2010;Entre.15.a.19;580;0
2914406;Chapada Diamantina;2010;Entre.15.a.19;1224;0
2914505;Portal do Sertão;2010;Entre.15.a.19;1535;0
2914604;Irecê;2010;Entre.15.a.19;3221;0
2914653;Costa do Descobrimento;2010;Entre.15.a.19;1414;0
2914703;Piemonte do Paraguaçu;2010;Entre.15.a.19;2900;0
2914802;Litoral Sul;2010;Entre.15.a.19;9038;0
2914901;Litoral Sul;2010;Entre.15.a.19;1183;0
2915007;Chapada Diamantina;2010;Entre.15.a.19;837;0
2915106;Médio Rio de Contas;2010;Entre.15.a.19;690;0
