"";"Codigo.do.Municipio";"Municipios";"Territorios.de.Identidade";"Ano";"Cor";"PercentCor"
"3292";2930303;"Serra Dourada";"Bacia do Rio Corrente";2000;"Amarela";0,1
"3293";2930402;"Serra Preta";"Bacia do Jacuípe";2000;"Amarela";NA
"3294";2930501;"Serrinha";"Sisal";2000;"Amarela";0,3
"3295";2930600;"Serrolândia";"Piemonte da Diamantina";2000;"Amarela";0,1
"3296";2930709;"Simões Filho";"Metropolitano de Salvador";2000;"Amarela";0,5
"3297";2930758;"Sítio do Mato";"Velho Chico";2000;"Amarela";0
"3298";2930766;"Sítio do Quinto";"Semiárido Nordeste II";2000;"Amarela";0,1
"3299";2930774;"Sobradinho";"Sertão do São Francisco";2000;"Amarela";0,4
"3300";2930808;"Souto Soares";"Chapada Diamantina";2000;"Amarela";0,1
"3301";2930907;"Tabocas do Brejo Velho";"Bacia do Rio Corrente";2000;"Amarela";NA
"3302";2931004;"Tanhaçu";"Sertão Produtivo";2000;"Amarela";NA
"3303";2931053;"Tanque Novo";"Sertão Produtivo";2000;"Amarela";NA
"3304";2931103;"Tanquinho";"Portal do Sertão";2000;"Amarela";0,1
"3305";2931202;"Taperoá";"Baixo Sul";2000;"Amarela";0,2
"3306";2931301;"Tapiramutá";"Piemonte do Paraguaçu";2000;"Amarela";0,1
"3307";2931350;"Teixeira de Freitas";"Extremo Sul";2000;"Amarela";0,1
"3308";2931400;"Teodoro Sampaio";"Portal do Sertão";2000;"Amarela";NA
"3309";2931509;"Teofilândia";"Sisal";2000;"Amarela";NA
"3310";2931608;"Teolândia";"Baixo Sul";2000;"Amarela";0,2
"3311";2931707;"Terra Nova";"Portal do Sertão";2000;"Amarela";0
"3312";2931806;"Tremedal";"Sudoeste Baiano";2000;"Amarela";0,4
"3313";2931905;"Tucano";"Sisal";2000;"Amarela";0,1
"3314";2932002;"Uauá";"Sertão do São Francisco";2000;"Amarela";0,1
"3315";2932101;"Ubaíra";"Vale do Jiquiriçá";2000;"Amarela";NA
"3316";2932200;"Ubaitaba";"Litoral Sul";2000;"Amarela";0,1
"3317";2932309;"Ubatã";"Médio Rio de Contas";2000;"Amarela";NA
"3318";2932408;"Uibaí";"Irecê";2000;"Amarela";0,3
"3319";2932457;"Umburanas";"Piemonte da Diamantina";2000;"Amarela";0,4
"3320";2932507;"Una";"Litoral Sul";2000;"Amarela";0,1
"3321";2932606;"Urandi";"Sertão Produtivo";2000;"Amarela";NA
"3322";2932705;"Uruçuca";"Litoral Sul";2000;"Amarela";0,6
"3323";2932804;"Utinga";"Chapada Diamantina";2000;"Amarela";0,2
"3324";2932903;"Valença";"Baixo Sul";2000;"Amarela";0,1
"3325";2933000;"Valente";"Sisal";2000;"Amarela";0,2
"3326";2933059;"Várzea da Roça";"Bacia do Jacuípe";2000;"Amarela";0,1
"3327";2933109;"Várzea do Poço";"Bacia do Jacuípe";2000;"Amarela";0,1
"3328";2933158;"Várzea Nova";"Piemonte da Diamantina";2000;"Amarela";0,4
"3329";2933174;"Varzedo";"Recôncavo";2000;"Amarela";0,3
"3330";2933208;"Vera Cruz";"Metropolitano de Salvador";2000;"Amarela";0,3
"3331";2933257;"Vereda";"Extremo Sul";2000;"Amarela";NA
"3332";2933307;"Vitória da Conquista";"Sudoeste Baiano";2000;"Amarela";0,1
"3333";2933406;"Wagner";"Chapada Diamantina";2000;"Amarela";NA
"3334";2933455;"Wanderley";"Bacia do Rio Grande";2000;"Amarela";NA
"3335";2933505;"Wenceslau Guimarães";"Baixo Sul";2000;"Amarela";0,6
"3336";2933604;"Xique-Xique";"Irecê";2000;"Amarela";0,1
"3337";2900108;"Abaíra";"Chapada Diamantina";2010;"Amarela";0,6
"3338";2900207;"Abaré";"Itaparica";2010;"Amarela";1,5
"3339";2900306;"Acajutiba";"Litoral Norte e Agreste Baiano";2010;"Amarela";1,8
"3340";2900355;"Adustina";"Semiárido Nordeste II";2010;"Amarela";1
"3341";2900405;"Água Fria";"Portal do Sertão";2010;"Amarela";1,6
"3342";2900603;"Aiquara";"Médio Rio de Contas";2010;"Amarela";1,1
"3343";2900702;"Alagoinhas";"Litoral Norte e Agreste Baiano";2010;"Amarela";1,6
"3344";2900801;"Alcobaça";"Extremo Sul";2010;"Amarela";0,8
"3345";2900900;"Almadina";"Litoral Sul";2010;"Amarela";1,1
"3346";2901007;"Amargosa";"Vale do Jiquiriçá";2010;"Amarela";0,6
"3347";2901106;"Amélia Rodrigues";"Portal do Sertão";2010;"Amarela";0,6
"3348";2901155;"América Dourada";"Irecê";2010;"Amarela";1,5
"3349";2901205;"Anagé";"Sudoeste Baiano";2010;"Amarela";0,7
"3350";2901304;"Andaraí";"Chapada Diamantina";2010;"Amarela";0,9
"3351";2901353;"Andorinha";"Piemonte Norte do Itapicuru";2010;"Amarela";1,5
"3352";2901403;"Angical";"Bacia do Rio Grande";2010;"Amarela";1,3
"3353";2901502;"Anguera";"Portal do Sertão";2010;"Amarela";0,6
"3354";2901601;"Antas";"Semiárido Nordeste II";2010;"Amarela";0,1
"3355";2901700;"Antônio Cardoso";"Portal do Sertão";2010;"Amarela";0,8
"3356";2901809;"Antônio Gonçalves";"Piemonte Norte do Itapicuru";2010;"Amarela";1
"3357";2901908;"Aporá";"Litoral Norte e Agreste Baiano";2010;"Amarela";0,5
"3358";2901957;"Apuarema";"Médio Rio de Contas";2010;"Amarela";0,1
"3359";2902054;"Araçás";"Litoral Norte e Agreste Baiano";2010;"Amarela";1,6
"3360";2902005;"Aracatu";"Sudoeste Baiano";2010;"Amarela";0,2
"3361";2902104;"Araci";"Sisal";2010;"Amarela";0,7
"3362";2902203;"Aramari";"Litoral Norte e Agreste Baiano";2010;"Amarela";1,2
"3363";2902252;"Arataca";"Litoral Sul";2010;"Amarela";1
"3364";2902302;"Aratuípe";"Baixo Sul";2010;"Amarela";1,4
"3365";2902401;"Aurelino Leal";"Litoral Sul";2010;"Amarela";1,5
"3366";2902500;"Baianópolis";"Bacia do Rio Grande";2010;"Amarela";1,1
"3367";2902609;"Baixa Grande";"Bacia do Jacuípe";2010;"Amarela";0,6
"3368";2902658;"Banzaê";"Semiárido Nordeste II";2010;"Amarela";0,2
"3369";2902708;"Barra";"Velho Chico";2010;"Amarela";1,1
"3370";2902807;"Barra da Estiva";"Chapada Diamantina";2010;"Amarela";0,4
"3371";2902906;"Barra do Choça";"Sudoeste Baiano";2010;"Amarela";1
"3372";2903003;"Barra do Mendes";"Irecê";2010;"Amarela";0,3
"3373";2903102;"Barra do Rocha";"Médio Rio de Contas";2010;"Amarela";0,4
"3374";2903201;"Barreiras";"Bacia do Rio Grande";2010;"Amarela";1,7
"3375";2903235;"Barro Alto";"Irecê";2010;"Amarela";1,3
"3376";2903300;"Barro Preto/Lomanto Junior";"Litoral Sul";2010;"Amarela";0,4
"3377";2903276;"Barrocas";"Sisal";2010;"Amarela";1,4
"3378";2903409;"Belmonte";"Costa do Descobrimento";2010;"Amarela";0,8
"3379";2903508;"Belo Campo";"Sudoeste Baiano";2010;"Amarela";0,2
"3380";2903607;"Biritinga";"Sisal";2010;"Amarela";1,7
"3381";2903706;"Boa Nova";"Médio Rio de Contas";2010;"Amarela";1
"3382";2903805;"Boa Vista do Tupim";"Piemonte do Paraguaçu";2010;"Amarela";2,2
"3383";2903904;"Bom Jesus da Lapa";"Velho Chico";2010;"Amarela";1,5
"3384";2903953;"Bom Jesus da Serra";"Sudoeste Baiano";2010;"Amarela";0,3
"3385";2904001;"Boninal";"Chapada Diamantina";2010;"Amarela";1,4
"3386";2904050;"Bonito";"Chapada Diamantina";2010;"Amarela";2,2
"3387";2904100;"Boquira";"Bacia do Paramirim";2010;"Amarela";1,1
"3388";2904209;"Botuporã";"Bacia do Paramirim";2010;"Amarela";1,1
"3389";2904308;"Brejões";"Vale do Jiquiriçá";2010;"Amarela";1,4
"3390";2904407;"Brejolândia";"Bacia do Rio Corrente";2010;"Amarela";0,5
"3391";2904506;"Brotas de Macaúbas";"Velho Chico";2010;"Amarela";1,3
"3392";2904605;"Brumado";"Sertão Produtivo";2010;"Amarela";0,5
"3393";2904704;"Buerarema";"Litoral Sul";2010;"Amarela";1,1
"3394";2904753;"Buritirama";"Bacia do Rio Grande";2010;"Amarela";1,7
"3395";2904803;"Caatiba";"Médio Sudoeste da Bahia";2010;"Amarela";0,2
"3396";2904852;"Cabaceiras do Paraguaçu";"Recôncavo";2010;"Amarela";1,1
"3397";2904902;"Cachoeira";"Recôncavo";2010;"Amarela";2
"3398";2905008;"Caculé";"Sertão Produtivo";2010;"Amarela";0,6
"3399";2905107;"Caém";"Piemonte da Diamantina";2010;"Amarela";2,2
"3400";2905156;"Caetanos";"Sudoeste Baiano";2010;"Amarela";0,8
"3401";2905206;"Caetité";"Sertão Produtivo";2010;"Amarela";0,7
"3402";2905305;"Cafarnaum";"Irecê";2010;"Amarela";1,5
"3403";2905404;"Cairu";"Baixo Sul";2010;"Amarela";1,8
"3404";2905503;"Caldeirão Grande";"Piemonte Norte do Itapicuru";2010;"Amarela";0,7
"3405";2905602;"Camacan";"Litoral Sul";2010;"Amarela";1,4
"3406";2905701;"Camaçari";"Metropolitano de Salvador";2010;"Amarela";1,8
"3407";2905800;"Camamu";"Baixo Sul";2010;"Amarela";1,1
"3408";2905909;"Campo Alegre de Lourdes";"Sertão do São Francisco";2010;"Amarela";3,5
"3409";2906006;"Campo Formoso";"Piemonte Norte do Itapicuru";2010;"Amarela";1,8
"3410";2906105;"Canápolis";"Bacia do Rio Corrente";2010;"Amarela";0,5
"3411";2906204;"Canarana";"Irecê";2010;"Amarela";0,7
"3412";2906303;"Canavieiras";"Litoral Sul";2010;"Amarela";1,4
"3413";2906402;"Candeal";"Sisal";2010;"Amarela";1,2
"3414";2906501;"Candeias";"Metropolitano de Salvador";2010;"Amarela";1,3
"3415";2906600;"Candiba";"Sertão Produtivo";2010;"Amarela";0,9
"3416";2906709;"Cândido Sales";"Sudoeste Baiano";2010;"Amarela";0,7
"3417";2906808;"Cansanção";"Sisal";2010;"Amarela";0,4
"3418";2906824;"Canudos";"Sertão do São Francisco";2010;"Amarela";1,7
"3419";2906857;"Capela do Alto Alegre";"Bacia do Jacuípe";2010;"Amarela";1,1
"3420";2906873;"Capim Grosso";"Bacia do Jacuípe";2010;"Amarela";0,6
"3421";2906899;"Caraíbas";"Sudoeste Baiano";2010;"Amarela";0,7
"3422";2906907;"Caravelas";"Extremo Sul";2010;"Amarela";1,1
"3423";2907004;"Cardeal da Silva";"Litoral Norte e Agreste Baiano";2010;"Amarela";2,9
"3424";2907103;"Carinhanha";"Velho Chico";2010;"Amarela";1,4
"3425";2907202;"Casa Nova";"Sertão do São Francisco";2010;"Amarela";1
"3426";2907301;"Castro Alves";"Recôncavo";2010;"Amarela";0,9
"3427";2907400;"Catolândia";"Bacia do Rio Grande";2010;"Amarela";1,2
"3428";2907509;"Catu";"Litoral Norte e Agreste Baiano";2010;"Amarela";1,9
"3429";2907558;"Caturama";"Bacia do Paramirim";2010;"Amarela";0,2
"3430";2907608;"Central";"Irecê";2010;"Amarela";0,2
"3431";2907707;"Chorrochó";"Itaparica";2010;"Amarela";2,2
"3432";2907806;"Cícero Dantas";"Semiárido Nordeste II";2010;"Amarela";0,6
"3433";2907905;"Cipó";"Semiárido Nordeste II";2010;"Amarela";0
"3434";2908002;"Coaraci";"Litoral Sul";2010;"Amarela";0,7
"3435";2908101;"Côcos";"Bacia do Rio Corrente";2010;"Amarela";1,1
"3436";2908200;"Conceição da Feira";"Portal do Sertão";2010;"Amarela";0,7
"3437";2908309;"Conceição do Almeida";"Recôncavo";2010;"Amarela";0,8
"3438";2908408;"Conceição do Coité";"Sisal";2010;"Amarela";0,8
"3439";2908507;"Conceição do Jacuípe";"Portal do Sertão";2010;"Amarela";1,9
"3440";2908606;"Conde";"Litoral Norte e Agreste Baiano";2010;"Amarela";1,4
"3441";2908705;"Condeúba";"Sudoeste Baiano";2010;"Amarela";0,2
"3442";2908804;"Contendas do Sincorá";"Sertão Produtivo";2010;"Amarela";0,9
"3443";2908903;"Coração de Maria";"Portal do Sertão";2010;"Amarela";2,2
"3444";2909000;"Cordeiros";"Sudoeste Baiano";2010;"Amarela";0
"3445";2909109;"Coribe";"Bacia do Rio Corrente";2010;"Amarela";1,4
"3446";2909208;"Coronel João Sá";"Semiárido Nordeste II";2010;"Amarela";0,7
"3447";2909307;"Correntina";"Bacia do Rio Corrente";2010;"Amarela";0,7
"3448";2909406;"Cotegipe";"Bacia do Rio Grande";2010;"Amarela";1,3
"3449";2909505;"Cravolândia";"Vale do Jiquiriçá";2010;"Amarela";0,8
"3450";2909604;"Crisópolis";"Litoral Norte e Agreste Baiano";2010;"Amarela";0,7
"3451";2909703;"Cristópolis";"Bacia do Rio Grande";2010;"Amarela";1,2
"3452";2909802;"Cruz das Almas";"Recôncavo";2010;"Amarela";1
"3453";2909901;"Curaçá";"Sertão do São Francisco";2010;"Amarela";1,4
"3454";2910008;"Dário Meira";"Médio Rio de Contas";2010;"Amarela";0,7
"3455";2910057;"Dias D'Ávila";"Metropolitano de Salvador";2010;"Amarela";2
"3456";2910107;"Dom Basílio";"Sertão Produtivo";2010;"Amarela";0,3
"3457";2910206;"Dom Macedo Costa";"Recôncavo";2010;"Amarela";0,4
"3458";2910305;"Elísio Medrado";"Vale do Jiquiriçá";2010;"Amarela";0,7
"3459";2910404;"Encruzilhada";"Sudoeste Baiano";2010;"Amarela";0,4
"3460";2910503;"Entre Rios";"Litoral Norte e Agreste Baiano";2010;"Amarela";2
"3461";2900504;"Érico Cardoso";"Bacia do Paramirim";2010;"Amarela";1
"3462";2910602;"Esplanada";"Litoral Norte e Agreste Baiano";2010;"Amarela";1,8
"3463";2910701;"Euclides da Cunha";"Semiárido Nordeste II";2010;"Amarela";0,9
"3464";2910727;"Eunápolis";"Costa do Descobrimento";2010;"Amarela";0,8
"3465";2910750;"Fátima";"Semiárido Nordeste II";2010;"Amarela";1,7
"3466";2910776;"Feira da Mata";"Velho Chico";2010;"Amarela";1,4
"3467";2910800;"Feira de Santana";"Portal do Sertão";2010;"Amarela";0,9
"3468";2910859;"Filadélfia";"Piemonte Norte do Itapicuru";2010;"Amarela";1,4
"3469";2910909;"Firmino Alves";"Médio Sudoeste da Bahia";2010;"Amarela";0,7
"3470";2911006;"Floresta Azul";"Litoral Sul";2010;"Amarela";0,9
"3471";2911105;"Formosa do Rio Preto";"Bacia do Rio Grande";2010;"Amarela";1,2
"3472";2911204;"Gandu";"Baixo Sul";2010;"Amarela";0,7
"3473";2911253;"Gavião";"Bacia do Jacuípe";2010;"Amarela";0,8
"3474";2911303;"Gentio do Ouro";"Irecê";2010;"Amarela";0,1
"3475";2911402;"Glória";"Itaparica";2010;"Amarela";0,5
"3476";2911501;"Gongogi";"Médio Rio de Contas";2010;"Amarela";1,9
"3477";2911600;"Governador Mangabeira";"Recôncavo";2010;"Amarela";1
"3478";2911659;"Guajeru";"Sudoeste Baiano";2010;"Amarela";0,5
"3479";2911709;"Guanambi";"Sertão Produtivo";2010;"Amarela";0,8
"3480";2911808;"Guaratinga";"Costa do Descobrimento";2010;"Amarela";0,7
"3481";2911857;"Heliópolis";"Semiárido Nordeste II";2010;"Amarela";0,5
"3482";2911907;"Iaçu";"Piemonte do Paraguaçu";2010;"Amarela";1,3
"3483";2912004;"Ibiassucê";"Sertão Produtivo";2010;"Amarela";1,4
"3484";2912103;"Ibicaraí";"Litoral Sul";2010;"Amarela";2,1
"3485";2912202;"Ibicoara";"Chapada Diamantina";2010;"Amarela";0,6
"3486";2912301;"Ibicuí";"Médio Sudoeste da Bahia";2010;"Amarela";0,4
"3487";2912400;"Ibipeba";"Irecê";2010;"Amarela";1,3
"3488";2912509;"Ibipitanga";"Bacia do Paramirim";2010;"Amarela";1,5
"3489";2912608;"Ibiquera";"Piemonte do Paraguaçu";2010;"Amarela";1,4
"3490";2912707;"Ibirapitanga";"Baixo Sul";2010;"Amarela";1,4
"3491";2912806;"Ibirapoã";"Extremo Sul";2010;"Amarela";1
"3492";2912905;"Ibirataia";"Médio Rio de Contas";2010;"Amarela";0,9
"3493";2913002;"Ibitiara";"Chapada Diamantina";2010;"Amarela";0,5
"3494";2913101;"Ibititá";"Irecê";2010;"Amarela";0,7
"3495";2913200;"Ibotirama";"Velho Chico";2010;"Amarela";0,2
"3496";2913309;"Ichu";"Sisal";2010;"Amarela";0,7
"3497";2913408;"Igaporã";"Velho Chico";2010;"Amarela";0,7
"3498";2913457;"Igrapiúna";"Baixo Sul";2010;"Amarela";1,8
"3499";2913507;"Iguaí";"Médio Sudoeste da Bahia";2010;"Amarela";0,6
"3500";2913606;"Ilhéus";"Litoral Sul";2010;"Amarela";1
"3501";2913705;"Inhambupe";"Litoral Norte e Agreste Baiano";2010;"Amarela";0,9
"3502";2913804;"Ipecaetá";"Portal do Sertão";2010;"Amarela";0,6
"3503";2913903;"Ipiaú";"Médio Rio de Contas";2010;"Amarela";0,7
"3504";2914000;"Ipirá";"Bacia do Jacuípe";2010;"Amarela";1,2
"3505";2914109;"Ipupiara";"Irecê";2010;"Amarela";0,4
"3506";2914208;"Irajuba";"Vale do Jiquiriçá";2010;"Amarela";0,3
"3507";2914307;"Iramaia";"Chapada Diamantina";2010;"Amarela";0,7
"3508";2914406;"Iraquara";"Chapada Diamantina";2010;"Amarela";1
"3509";2914505;"Irará";"Portal do Sertão";2010;"Amarela";1,6
"3510";2914604;"Irecê";"Irecê";2010;"Amarela";0,8
"3511";2914653;"Itabela";"Costa do Descobrimento";2010;"Amarela";1,1
"3512";2914703;"Itaberaba";"Piemonte do Paraguaçu";2010;"Amarela";1,1
"3513";2914802;"Itabuna";"Litoral Sul";2010;"Amarela";0,8
"3514";2914901;"Itacaré";"Litoral Sul";2010;"Amarela";1,1
"3515";2915007;"Itaeté";"Chapada Diamantina";2010;"Amarela";1,6
"3516";2915106;"Itagi";"Médio Rio de Contas";2010;"Amarela";0,2
"3517";2915205;"Itagibá";"Médio Rio de Contas";2010;"Amarela";0,7
"3518";2915304;"Itagimirim";"Costa do Descobrimento";2010;"Amarela";2,2
"3519";2915353;"Itaguaçu da Bahia";"Irecê";2010;"Amarela";0,6
"3520";2915403;"Itaju do Colônia";"Litoral Sul";2010;"Amarela";1
"3521";2915502;"Itajuípe";"Litoral Sul";2010;"Amarela";0,7
"3522";2915601;"Itamaraju";"Extremo Sul";2010;"Amarela";0,5
"3523";2915700;"Itamari";"Médio Rio de Contas";2010;"Amarela";NA
"3524";2915809;"Itambé";"Médio Sudoeste da Bahia";2010;"Amarela";1,3
"3525";2915908;"Itanagra";"Litoral Norte e Agreste Baiano";2010;"Amarela";1,6
"3526";2916005;"Itanhém";"Extremo Sul";2010;"Amarela";0,8
"3527";2916104;"Itaparica";"Metropolitano de Salvador";2010;"Amarela";0,9
"3528";2916203;"Itapé";"Litoral Sul";2010;"Amarela";0,5
"3529";2916302;"Itapebi";"Costa do Descobrimento";2010;"Amarela";1,9
"3530";2916401;"Itapetinga";"Médio Sudoeste da Bahia";2010;"Amarela";0,9
"3531";2916500;"Itapicuru";"Litoral Norte e Agreste Baiano";2010;"Amarela";0,1
"3532";2916609;"Itapitanga";"Litoral Sul";2010;"Amarela";0,5
"3533";2916708;"Itaquara";"Vale do Jiquiriçá";2010;"Amarela";0,3
"3534";2916807;"Itarantim";"Médio Sudoeste da Bahia";2010;"Amarela";0,8
"3535";2916856;"Itatim";"Piemonte do Paraguaçu";2010;"Amarela";0,4
"3536";2916906;"Itiruçu";"Vale do Jiquiriçá";2010;"Amarela";1,1
"3537";2917003;"Itiúba";"Sisal";2010;"Amarela";0,7
"3538";2917102;"Itororó";"Médio Sudoeste da Bahia";2010;"Amarela";1,4
"3539";2917201;"Ituaçu";"Sertão Produtivo";2010;"Amarela";0,6
"3540";2917300;"Ituberá";"Baixo Sul";2010;"Amarela";0,4
"3541";2917334;"Iuiu";"Sertão Produtivo";2010;"Amarela";2,4
"3542";2917359;"Jaborandi";"Bacia do Rio Corrente";2010;"Amarela";0,3
"3543";2917409;"Jacaraci";"Sudoeste Baiano";2010;"Amarela";0,4
"3544";2917508;"Jacobina";"Piemonte da Diamantina";2010;"Amarela";1,2
"3545";2917607;"Jaguaquara";"Vale do Jiquiriçá";2010;"Amarela";0,9
"3546";2917706;"Jaguarari";"Piemonte Norte do Itapicuru";2010;"Amarela";2,4
"3547";2917805;"Jaguaripe";"Baixo Sul";2010;"Amarela";1,3
"3548";2917904;"Jandaíra";"Litoral Norte e Agreste Baiano";2010;"Amarela";0,7
"3549";2918001;"Jequié";"Médio Rio de Contas";2010;"Amarela";0,9
"3550";2918100;"Jeremoabo";"Semiárido Nordeste II";2010;"Amarela";0,6
"3551";2918209;"Jiquiriçá";"Vale do Jiquiriçá";2010;"Amarela";1,4
"3552";2918308;"Jitaúna";"Médio Rio de Contas";2010;"Amarela";0,2
"3553";2918357;"João Dourado";"Irecê";2010;"Amarela";1,9
"3554";2918407;"Juazeiro";"Sertão do São Francisco";2010;"Amarela";1,5
"3555";2918456;"Jucuruçu";"Extremo Sul";2010;"Amarela";0,3
"3556";2918506;"Jussara";"Irecê";2010;"Amarela";1
"3557";2918555;"Jussari";"Litoral Sul";2010;"Amarela";0,5
"3558";2918605;"Jussiape";"Chapada Diamantina";2010;"Amarela";0,3
"3559";2918704;"Lafayette Coutinho";"Vale do Jiquiriçá";2010;"Amarela";1,9
"3560";2919058;"Lagedo do Tabocal";"Vale do Jiquiriçá";2010;"Amarela";0,7
"3561";2918753;"Lagoa Real";"Sertão Produtivo";2010;"Amarela";0,7
"3562";2918803;"Laje";"Vale do Jiquiriçá";2010;"Amarela";0,4
"3563";2918902;"Lajedão";"Extremo Sul";2010;"Amarela";1,3
"3564";2919009;"Lajedinho";"Piemonte do Paraguaçu";2010;"Amarela";1,7
"3565";2919108;"Lamarão";"Sisal";2010;"Amarela";1,3
"3566";2919157;"Lapão";"Irecê";2010;"Amarela";1
"3567";2919207;"Lauro de Freitas";"Metropolitano de Salvador";2010;"Amarela";1,8
"3568";2919306;"Lençóis";"Chapada Diamantina";2010;"Amarela";1,5
"3569";2919405;"Licínio de Almeida";"Sudoeste Baiano";2010;"Amarela";0,6
"3570";2919504;"Livramento de N. Senhora";"Sertão Produtivo";2010;"Amarela";0,5
"3571";2919553;"Luís Eduardo Magalhães";"Bacia do Rio Grande";2010;"Amarela";1
"3572";2919603;"Macajuba";"Piemonte do Paraguaçu";2010;"Amarela";2,7
"3573";2919702;"Macarani";"Médio Sudoeste da Bahia";2010;"Amarela";1,2
"3574";2919801;"Macaúbas";"Bacia do Paramirim";2010;"Amarela";1
"3575";2919900;"Macururé";"Itaparica";2010;"Amarela";3,3
"3576";2919926;"Madre de Deus";"Metropolitano de Salvador";2010;"Amarela";1,3
"3577";2919959;"Maetinga";"Sudoeste Baiano";2010;"Amarela";NA
"3578";2920007;"Maiquinique";"Médio Sudoeste da Bahia";2010;"Amarela";1,4
"3579";2920106;"Mairi";"Bacia do Jacuípe";2010;"Amarela";0,9
"3580";2920205;"Malhada";"Velho Chico";2010;"Amarela";1,9
"3581";2920304;"Malhada de Pedras";"Sertão Produtivo";2010;"Amarela";0,1
"3582";2920403;"Manoel Vitorino";"Médio Rio de Contas";2010;"Amarela";0,6
"3583";2920452;"Mansidão";"Bacia do Rio Grande";2010;"Amarela";1
"3584";2920502;"Maracás";"Vale do Jiquiriçá";2010;"Amarela";1,1
"3585";2920601;"Maragogipe";"Recôncavo";2010;"Amarela";0,7
"3586";2920700;"Maraú";"Litoral Sul";2010;"Amarela";0,8
"3587";2920809;"Marcionílio Souza";"Chapada Diamantina";2010;"Amarela";1,8
"3588";2920908;"Mascote";"Litoral Sul";2010;"Amarela";1,7
"3589";2921005;"Mata de São João";"Metropolitano de Salvador";2010;"Amarela";2,1
"3590";2921054;"Matina";"Velho Chico";2010;"Amarela";0,7
"3591";2921104;"Medeiros Neto";"Extremo Sul";2010;"Amarela";0,4
"3592";2921203;"Miguel Calmon";"Piemonte da Diamantina";2010;"Amarela";0,4
"3593";2921302;"Milagres";"Vale do Jiquiriçá";2010;"Amarela";0,3
"3594";2921401;"Mirangaba";"Piemonte da Diamantina";2010;"Amarela";2
"3595";2921450;"Mirante";"Sudoeste Baiano";2010;"Amarela";0,7
"3596";2921500;"Monte Santo";"Sisal";2010;"Amarela";0,4
"3597";2921609;"Morpará";"Velho Chico";2010;"Amarela";0,4
"3598";2921708;"Morro do Chapéu";"Chapada Diamantina";2010;"Amarela";1,5
"3599";2921807;"Mortugaba";"Sudoeste Baiano";2010;"Amarela";0,5
"3600";2921906;"Mucugê";"Chapada Diamantina";2010;"Amarela";1
"3601";2922003;"Mucuri";"Extremo Sul";2010;"Amarela";1
"3602";2922052;"Mulungu do Morro";"Irecê";2010;"Amarela";1
"3603";2922102;"Mundo Novo";"Piemonte do Paraguaçu";2010;"Amarela";0,9
"3604";2922201;"Muniz Ferreira";"Recôncavo";2010;"Amarela";0,4
"3605";2922250;"Muquém do São Francisco";"Velho Chico";2010;"Amarela";0,7
"3606";2922300;"Muritiba";"Recôncavo";2010;"Amarela";1,5
"3607";2922409;"Mutuípe";"Vale do Jiquiriçá";2010;"Amarela";0,9
"3608";2922508;"Nazaré";"Recôncavo";2010;"Amarela";0,9
"3609";2922607;"Nilo Peçanha";"Baixo Sul";2010;"Amarela";1
"3610";2922656;"Nordestina";"Sisal";2010;"Amarela";0,8
"3611";2922706;"Nova Canaã";"Médio Sudoeste da Bahia";2010;"Amarela";0,7
"3612";2922730;"Nova Fátima";"Bacia do Jacuípe";2010;"Amarela";0,9
"3613";2922755;"Nova Ibiá";"Médio Rio de Contas";2010;"Amarela";1,1
"3614";2922805;"Nova Itarana";"Vale do Jiquiriçá";2010;"Amarela";1,1
"3615";2922854;"Nova Redenção";"Chapada Diamantina";2010;"Amarela";2,3
"3616";2922904;"Nova Soure";"Semiárido Nordeste II";2010;"Amarela";0,9
"3617";2923001;"Nova Viçosa";"Extremo Sul";2010;"Amarela";1,2
"3618";2923035;"Novo Horizonte";"Chapada Diamantina";2010;"Amarela";1,2
"3619";2923050;"Novo Triunfo";"Semiárido Nordeste II";2010;"Amarela";0,3
"3620";2923100;"Olindina";"Litoral Norte e Agreste Baiano";2010;"Amarela";0,6
"3621";2923209;"Oliveira dos Brejinhos";"Velho Chico";2010;"Amarela";1,7
"3622";2923308;"Ouriçangas";"Litoral Norte e Agreste Baiano";2010;"Amarela";2,9
"3623";2923357;"Ourolândia";"Piemonte da Diamantina";2010;"Amarela";3,3
"3624";2923407;"Palmas de Monte Alto";"Sertão Produtivo";2010;"Amarela";4,4
"3625";2923506;"Palmeiras";"Chapada Diamantina";2010;"Amarela";1,9
"3626";2923605;"Paramirim";"Bacia do Paramirim";2010;"Amarela";0,5
"3627";2923704;"Paratinga";"Velho Chico";2010;"Amarela";1,6
"3628";2923803;"Paripiranga";"Semiárido Nordeste II";2010;"Amarela";0,8
"3629";2923902;"Pau Brasil";"Litoral Sul";2010;"Amarela";1
"3630";2924009;"Paulo Afonso";"Itaparica";2010;"Amarela";0,9
"3631";2924058;"Pé de Serra";"Bacia do Jacuípe";2010;"Amarela";1,5
"3632";2924108;"Pedrão";"Litoral Norte e Agreste Baiano";2010;"Amarela";1,6
"3633";2924207;"Pedro Alexandre";"Semiárido Nordeste II";2010;"Amarela";0,6
"3634";2924306;"Piatã";"Chapada Diamantina";2010;"Amarela";1
"3635";2924405;"Pilão Arcado";"Sertão do São Francisco";2010;"Amarela";2,3
"3636";2924504;"Pindaí";"Sertão Produtivo";2010;"Amarela";0,9
"3637";2924603;"Pindobaçu";"Piemonte Norte do Itapicuru";2010;"Amarela";2,5
