;Codigo.do.Municipio;Municipios;Territorios.de.Identidade;Ano;local_natural;total_natural
111;2909406;Cotegipe;Bacia do Rio Grande;1991;natural.do.mun;10753
112;2909505;Cravolândia;Vale do Jiquiriçá;1991;natural.do.mun;3992
113;2909604;Crisópolis;Litoral Norte e Agreste Baiano;1991;natural.do.mun;15281
114;2909703;Cristópolis;Bacia do Rio Grande;1991;natural.do.mun;11016
115;2909802;Cruz das Almas;Recôncavo;1991;natural.do.mun;35698
116;2909901;Curaçá;Sertão do São Francisco;1991;natural.do.mun;21835
117;2910008;Dário Meira;Médio Rio de Contas;1991;natural.do.mun;10731
118;2910057;Dias d'Ávila;Metropolitano de Salvador;1991;natural.do.mun;11456
119;2910107;Dom Basílio;Sertão Produtivo;1991;natural.do.mun;9390
120;2910206;Dom Macedo Costa;Recôncavo;1991;natural.do.mun;3432
121;2910305;Elísio Medrado;Vale do Jiquiriçá;1991;natural.do.mun;6517
122;2910404;Encruzilhada;Sudoeste Baiano;1991;natural.do.mun;20043
123;2910503;Entre Rios;Litoral Norte e Agreste Baiano;1991;natural.do.mun;21951
124;2900504;Érico Cardoso;Bacia do Paramirim;1991;natural.do.mun;7087
125;2910602;Esplanada;Litoral Norte e Agreste Baiano;1991;natural.do.mun;17345
126;2910701;Euclides da Cunha;Semiárido Nordeste II;1991;natural.do.mun;45852
127;2910727;Eunápolis;Costa do Descobrimento;1991;natural.do.mun;33067
128;2910750;Fátima;Semiárido Nordeste II;1991;natural.do.mun;16106
129;2910776;Feira da Mata;Velho Chico;1991;natural.do.mun;5511
130;2910800;Feira de Santana;Portal do Sertão;1991;natural.do.mun;263556
131;2910859;Filadélfia;Piemonte Norte do Itapicuru;1991;natural.do.mun;13775
132;2910909;Firmino Alves;Médio Sudoeste da Bahia;1991;natural.do.mun;3571
133;2911006;Floresta Azul;Litoral Sul;1991;natural.do.mun;10490
134;2911105;Formosa do Rio Preto;Bacia do Rio Grande;1991;natural.do.mun;13633
135;2911204;Gandu;Baixo Sul;1991;natural.do.mun;17931
136;2911253;Gavião;Bacia do Jacuípe;1991;natural.do.mun;6710
137;2911303;Gentio do Ouro;Irecê;1991;natural.do.mun;10345
138;2911402;Glória;Itaparica;1991;natural.do.mun;11371
139;2911501;Gongogi;Médio Rio de Contas;1991;natural.do.mun;5208
140;2911600;Governador Mangabeira;Recôncavo;1991;natural.do.mun;14857
141;2911659;Guajeru;Sudoeste Baiano;1991;natural.do.mun;8204
142;2911709;Guanambi;Sertão Produtivo;1991;natural.do.mun;48305
143;2911808;Guaratinga;Costa do Descobrimento;1991;natural.do.mun;19234
144;2911857;Heliópolis;Semiárido Nordeste II;1991;natural.do.mun;10964
145;2911907;Iaçu;Piemonte do Paraguaçu;1991;natural.do.mun;19331
146;2912004;Ibiassucê;Sertão Produtivo;1991;natural.do.mun;11468
147;2912103;Ibicaraí;Litoral Sul;1991;natural.do.mun;20450
148;2912202;Ibicoara;Chapada Diamantina;1991;natural.do.mun;7069
149;2912301;Ibicuí;Médio Sudoeste da Bahia;1991;natural.do.mun;13186
150;2912400;Ibipeba;Irecê;1991;natural.do.mun;14979
151;2912509;Ibipitanga;Bacia do Paramirim;1991;natural.do.mun;12440
152;2912608;Ibiquera;Piemonte do Paraguaçu;1991;natural.do.mun;5068
153;2912707;Ibirapitanga;Baixo Sul;1991;natural.do.mun;20153
154;2912806;Ibirapoã;Extremo Sul;1991;natural.do.mun;4496
155;2912905;Ibirataia;Médio Rio de Contas;1991;natural.do.mun;16839
156;2913002;Ibitiara;Chapada Diamantina;1991;natural.do.mun;16681
157;2913101;Ibititá;Irecê;1991;natural.do.mun;13884
158;2913200;Ibotirama;Velho Chico;1991;natural.do.mun;14479
159;2913309;Ichu;Sisal;1991;natural.do.mun;7987
160;2913408;Igaporã;Velho Chico;1991;natural.do.mun;12484
161;2913457;Igrapiúna;Baixo Sul;1991;natural.do.mun;10913
162;2913507;Iguaí;Médio Sudoeste da Bahia;1991;natural.do.mun;18205
163;2913606;Ilhéus;Litoral Sul;1991;natural.do.mun;178702
164;2913705;Inhambupe;Litoral Norte e Agreste Baiano;1991;natural.do.mun;22862
165;2913804;Ipecaetá;Portal do Sertão;1991;natural.do.mun;15583
166;2913903;Ipiaú;Médio Rio de Contas;1991;natural.do.mun;28742
167;2914000;Ipirá;Bacia do Jacuípe;1991;natural.do.mun;58650
168;2914109;Ipupiara;Irecê;1991;natural.do.mun;6770
169;2914208;Irajuba;Vale do Jiquiriçá;1991;natural.do.mun;5669
170;2914307;Iramaia;Chapada Diamantina;1991;natural.do.mun;15884
171;2914406;Iraquara;Chapada Diamantina;1991;natural.do.mun;15184
172;2914505;Irará;Portal do Sertão;1991;natural.do.mun;21896
173;2914604;Irecê;Irecê;1991;natural.do.mun;26612
174;2914653;Itabela;Costa do Descobrimento;1991;natural.do.mun;11235
175;2914703;Itaberaba;Piemonte do Paraguaçu;1991;natural.do.mun;36834
176;2914802;Itabuna;Litoral Sul;1991;natural.do.mun;114441
177;2914901;Itacaré;Litoral Sul;1991;natural.do.mun;13923
178;2915007;Itaeté;Chapada Diamantina;1991;natural.do.mun;12841
179;2915106;Itagi;Médio Rio de Contas;1991;natural.do.mun;11818
180;2915205;Itagibá;Médio Rio de Contas;1991;natural.do.mun;16260
181;2915304;Itagimirim;Costa do Descobrimento;1991;natural.do.mun;4478
182;2915353;Itaguaçu da Bahia;Irecê;1991;natural.do.mun;15586
183;2915403;Itaju do Colônia;Litoral Sul;1991;natural.do.mun;7078
184;2915502;Itajuípe;Litoral Sul;1991;natural.do.mun;18498
185;2915601;Itamaraju;Extremo Sul;1991;natural.do.mun;43087
186;2915700;Itamari;Médio Rio de Contas;1991;natural.do.mun;6250
187;2915809;Itambé;Médio Sudoeste da Bahia;1991;natural.do.mun;17111
188;2915908;Itanagra;Litoral Norte e Agreste Baiano;1991;natural.do.mun;4480
189;2916005;Itanhém;Extremo Sul;1991;natural.do.mun;16638
190;2916104;Itaparica;Metropolitano de Salvador;1991;natural.do.mun;10863
191;2916203;Itapé;Litoral Sul;1991;natural.do.mun;15053
192;2916302;Itapebi;Costa do Descobrimento;1991;natural.do.mun;9690
193;2916401;Itapetinga;Médio Sudoeste da Bahia;1991;natural.do.mun;34074
194;2916500;Itapicuru;Litoral Norte e Agreste Baiano;1991;natural.do.mun;23513
195;2916609;Itapitanga;Litoral Sul;1991;natural.do.mun;7998
196;2916708;Itaquara;Vale do Jiquiriçá;1991;natural.do.mun;5955
197;2916807;Itarantim;Médio Sudoeste da Bahia;1991;natural.do.mun;13361
198;2916856;Itatim;Piemonte do Paraguaçu;1991;natural.do.mun;8642
199;2916906;Itiruçu;Vale do Jiquiriçá;1991;natural.do.mun;9632
200;2917003;Itiúba;Sisal;1991;natural.do.mun;31180
201;2917102;Itororó;Médio Sudoeste da Bahia;1991;natural.do.mun;14003
202;2917201;Ituaçu;Sertão Produtivo;1991;natural.do.mun;14319
203;2917300;Ituberá;Baixo Sul;1991;natural.do.mun;15906
204;2917334;Iuiu;Sertão Produtivo;1991;natural.do.mun;8787
205;2917359;Jaborandi;Bacia do Rio Corrente;1991;natural.do.mun;11010
206;2917409;Jacaraci;Sudoeste Baiano;1991;natural.do.mun;13578
207;2917508;Jacobina;Piemonte da Diamantina;1991;natural.do.mun;62214
208;2917607;Jaguaquara;Vale do Jiquiriçá;1991;natural.do.mun;31242
209;2917706;Jaguarari;Piemonte Norte do Itapicuru;1991;natural.do.mun;25471
210;2917805;Jaguaripe;Baixo Sul;1991;natural.do.mun;13027
211;2917904;Jandaíra;Litoral Norte e Agreste Baiano;1991;natural.do.mun;6946
212;2918001;Jequié;Médio Rio de Contas;1991;natural.do.mun;114094
213;2918100;Jeremoabo;Semiárido Nordeste II;1991;natural.do.mun;32402
214;2918209;Jiquiriçá;Vale do Jiquiriçá;1991;natural.do.mun;9379
215;2918308;Jitaúna;Médio Rio de Contas;1991;natural.do.mun;18567
216;2918357;João Dourado;Irecê;1991;natural.do.mun;11665
217;2918407;Juazeiro;Sertão do São Francisco;1991;natural.do.mun;79047
218;2918456;Jucuruçu;Extremo Sul;1991;natural.do.mun;11602
219;2918506;Jussara;Irecê;1991;natural.do.mun;9952
220;2918555;Jussari;Litoral Sul;1991;natural.do.mun;5773
221;2918605;Jussiape;Chapada Diamantina;1991;natural.do.mun;9552
222;2918704;Lafayette Coutinho;Vale do Jiquiriçá;1991;natural.do.mun;4416
223;2919058;Lagedo do Tabocal;Vale do Jiquiriçá;1991;natural.do.mun;4305
224;2918753;Lagoa Real;Sertão Produtivo;1991;natural.do.mun;10825
225;2918803;Laje;Vale do Jiquiriçá;1991;natural.do.mun;16273
226;2918902;Lajedão;Extremo Sul;1991;natural.do.mun;2155
227;2919009;Lajedinho;Piemonte do Paraguaçu;1991;natural.do.mun;5808
228;2919108;Lamarão;Sisal;1991;natural.do.mun;9600
229;2919157;Lapão;Irecê;1991;natural.do.mun;15130
230;2919207;Lauro de Freitas;Metropolitano de Salvador;1991;natural.do.mun;27617
231;2919306;Lençóis;Chapada Diamantina;1991;natural.do.mun;5852
232;2919405;Licínio de Almeida;Sudoeste Baiano;1991;natural.do.mun;12398
233;2919504;Livramento de N. Senhora;Sertão Produtivo;1991;natural.do.mun;30008
234;2919603;Macajuba;Piemonte do Paraguaçu;1991;natural.do.mun;8924
235;2919702;Macarani;Médio Sudoeste da Bahia;1991;natural.do.mun;12768
236;2919801;Macaúbas;Bacia do Paramirim;1991;natural.do.mun;33235
237;2919900;Macururé;Itaparica;1991;natural.do.mun;6531
238;2919926;Madre de Deus;Metropolitano de Salvador;1991;natural.do.mun;6372
239;2919959;Maetinga;Sudoeste Baiano;1991;natural.do.mun;9727
240;2920007;Maiquinique;Médio Sudoeste da Bahia;1991;natural.do.mun;5759
241;2920106;Mairi;Bacia do Jacuípe;1991;natural.do.mun;18697
242;2920205;Malhada;Velho Chico;1991;natural.do.mun;13796
243;2920304;Malhada de Pedras;Sertão Produtivo;1991;natural.do.mun;6907
244;2920403;Manoel Vitorino;Médio Rio de Contas;1991;natural.do.mun;15559
245;2920452;Mansidão;Bacia do Rio Grande;1991;natural.do.mun;9804
246;2920502;Maracás;Vale do Jiquiriçá;1991;natural.do.mun;23939
247;2920601;Maragogipe;Recôncavo;1991;natural.do.mun;36583
248;2920700;Maraú;Litoral Sul;1991;natural.do.mun;14104
249;2920809;Marcionílio Souza;Chapada Diamantina;1991;natural.do.mun;8972
250;2920908;Mascote;Litoral Sul;1991;natural.do.mun;14319
251;2921005;Mata de São João;Metropolitano de Salvador;1991;natural.do.mun;22834
252;2921054;Matina;Velho Chico;1991;natural.do.mun;8491
253;2921104;Medeiros Neto;Extremo Sul;1991;natural.do.mun;13727
254;2921203;Miguel Calmon;Piemonte da Diamantina;1991;natural.do.mun;22443
255;2921302;Milagres;Vale do Jiquiriçá;1991;natural.do.mun;6855
256;2921401;Mirangaba;Piemonte da Diamantina;1991;natural.do.mun;14073
257;2921450;Mirante;Sudoeste Baiano;1991;natural.do.mun;8055
258;2921500;Monte Santo;Sisal;1991;natural.do.mun;49635
259;2921609;Morpará;Velho Chico;1991;natural.do.mun;5808
260;2921708;Morro do Chapéu;Chapada Diamantina;1991;natural.do.mun;24389
261;2921807;Mortugaba;Sudoeste Baiano;1991;natural.do.mun;10659
262;2921906;Mucugê;Chapada Diamantina;1991;natural.do.mun;9511
263;2922003;Mucuri;Extremo Sul;1991;natural.do.mun;11801
264;2922052;Mulungu do Morro;Irecê;1991;natural.do.mun;12994
265;2922102;Mundo Novo;Piemonte do Paraguaçu;1991;natural.do.mun;28492
266;2922201;Muniz Ferreira;Recôncavo;1991;natural.do.mun;4616
267;2922250;Muquém do São Francisco;Velho Chico;1991;natural.do.mun;5637
268;2922300;Muritiba;Recôncavo;1991;natural.do.mun;20243
269;2922409;Mutuípe;Vale do Jiquiriçá;1991;natural.do.mun;15924
270;2922508;Nazaré;Recôncavo;1991;natural.do.mun;20008
271;2922607;Nilo Peçanha;Baixo Sul;1991;natural.do.mun;11223
272;2922656;Nordestina;Sisal;1991;natural.do.mun;8593
273;2922706;Nova Canaã;Médio Sudoeste da Bahia;1991;natural.do.mun;11360
274;2922730;Nova Fátima;Bacia do Jacuípe;1991;natural.do.mun;9168
275;2922755;Nova Ibiá;Médio Rio de Contas;1991;natural.do.mun;7891
276;2922805;Nova Itarana;Vale do Jiquiriçá;1991;natural.do.mun;5000
277;2922854;Nova Redenção;Chapada Diamantina;1991;natural.do.mun;7817
278;2922904;Nova Soure;Semiárido Nordeste II;1991;natural.do.mun;22157
279;2923001;Nova Viçosa;Extremo Sul;1991;natural.do.mun;15917
280;2923035;Novo Horizonte;Chapada Diamantina;1991;natural.do.mun;9576
281;2923050;Novo Triunfo;Semiárido Nordeste II;1991;natural.do.mun;10844
282;2923100;Olindina;Litoral Norte e Agreste Baiano;1991;natural.do.mun;17265
283;2923209;Oliveira dos Brejinhos;Velho Chico;1991;natural.do.mun;19404
284;2923308;Ouriçangas;Litoral Norte e Agreste Baiano;1991;natural.do.mun;6697
285;2923357;Ourolândia;Piemonte da Diamantina;1991;natural.do.mun;9314
286;2923407;Palmas de Monte Alto;Sertão Produtivo;1991;natural.do.mun;17758
287;2923506;Palmeiras;Chapada Diamantina;1991;natural.do.mun;5763
288;2923605;Paramirim;Bacia do Paramirim;1991;natural.do.mun;21525
289;2923704;Paratinga;Velho Chico;1991;natural.do.mun;23297
290;2923803;Paripiranga;Semiárido Nordeste II;1991;natural.do.mun;24432
291;2923902;Pau Brasil;Litoral Sul;1991;natural.do.mun;11060
292;2924009;Paulo Afonso;Itaparica;1991;natural.do.mun;47773
293;2924058;Pé de Serra;Bacia do Jacuípe;1991;natural.do.mun;16022
294;2924108;Pedrão;Litoral Norte e Agreste Baiano;1991;natural.do.mun;6586
295;2924207;Pedro Alexandre;Semiárido Nordeste II;1991;natural.do.mun;13756
296;2924306;Piatã;Chapada Diamantina;1991;natural.do.mun;17907
297;2924405;Pilão Arcado;Sertão do São Francisco;1991;natural.do.mun;31266
298;2924504;Pindaí;Sertão Produtivo;1991;natural.do.mun;15495
299;2924603;Pindobaçu;Piemonte Norte do Itapicuru;1991;natural.do.mun;20880
300;2924652;Pintadas;Bacia do Jacuípe;1991;natural.do.mun;9605
301;2924678;Piraí do Norte;Baixo Sul;1991;natural.do.mun;11718
302;2924702;Piripá;Sudoeste Baiano;1991;natural.do.mun;9596
303;2924801;Piritiba;Piemonte do Paraguaçu;1991;natural.do.mun;20129
304;2924900;Planaltino;Vale do Jiquiriçá;1991;natural.do.mun;9519
305;2925006;Planalto;Sudoeste Baiano;1991;natural.do.mun;19542
306;2925105;Poções;Sudoeste Baiano;1991;natural.do.mun;28817
307;2925204;Pojuca;Metropolitano de Salvador;1991;natural.do.mun;15624
308;2925253;Ponto Novo;Piemonte Norte do Itapicuru;1991;natural.do.mun;14382
309;2925303;Porto Seguro;Costa do Descobrimento;1991;natural.do.mun;22526
310;2925402;Potiraguá;Médio Sudoeste da Bahia;1991;natural.do.mun;7499
311;2925501;Prado;Extremo Sul;1991;natural.do.mun;15053
312;2925600;Presidente Dutra;Irecê;1991;natural.do.mun;10604
313;2925709;Presidente Jânio Quadros;Sudoeste Baiano;1991;natural.do.mun;13344
314;2925758;Presidente Tancredo Neves;Baixo Sul;1991;natural.do.mun;14865
315;2925808;Queimadas;Sisal;1991;natural.do.mun;20115
316;2925907;Quijingue;Sisal;1991;natural.do.mun;21714
317;2925931;Quixabeira;Bacia do Jacuípe;1991;natural.do.mun;11240
318;2925956;Rafael Jambeiro;Piemonte do Paraguaçu;1991;natural.do.mun;20315
319;2926004;Remanso;Sertão do São Francisco;1991;natural.do.mun;29551
320;2926103;Retirolândia;Sisal;1991;natural.do.mun;9818
321;2926202;Riachão das Neves;Bacia do Rio Grande;1991;natural.do.mun;16780
322;2926301;Riachão do Jacuípe;Bacia do Jacuípe;1991;natural.do.mun;34144
323;2926400;Riacho de Santana;Velho Chico;1991;natural.do.mun;25851
324;2926509;Ribeira do Amparo;Semiárido Nordeste II;1991;natural.do.mun;13012
325;2926608;Ribeira do Pombal;Semiárido Nordeste II;1991;natural.do.mun;33880
326;2926657;Ribeirão do Largo;Sudoeste Baiano;1991;natural.do.mun;9871
327;2926707;Rio de Contas;Chapada Diamantina;1991;natural.do.mun;13124
328;2926806;Rio do Antônio;Sertão Produtivo;1991;natural.do.mun;12435
329;2926905;Rio do Pires;Bacia do Paramirim;1991;natural.do.mun;11558
330;2927002;Rio Real;Litoral Norte e Agreste Baiano;1991;natural.do.mun;20687
331;2927101;Rodelas;Itaparica;1991;natural.do.mun;3461
332;2927200;Ruy Barbosa;Piemonte do Paraguaçu;1991;natural.do.mun;27118
333;2927309;Salinas da Margarida;Recôncavo;1991;natural.do.mun;7513
334;2927408;Salvador;Metropolitano de Salvador;1991;natural.do.mun;1428452
335;2927507;Santa Bárbara;Portal do Sertão;1991;natural.do.mun;15125
336;2927606;Santa Brígida;Semiárido Nordeste II;1991;natural.do.mun;9632
337;2927705;Santa Cruz Cabrália;Costa do Descobrimento;1991;natural.do.mun;4542
338;2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;1991;natural.do.mun;4534
339;2927903;Santa Inês;Vale do Jiquiriçá;1991;natural.do.mun;8506
340;2928059;Santa Luzia;Litoral Sul;1991;natural.do.mun;10575
341;2928109;Santa Maria da Vitória;Bacia do Rio Corrente;1991;natural.do.mun;34192
342;2928406;Santa Rita de Cássia;Bacia do Rio Grande;1991;natural.do.mun;21078
343;2928505;Santa Terezinha;Piemonte do Paraguaçu;1991;natural.do.mun;8170
344;2928000;Santaluz;Sisal;1991;natural.do.mun;25153
345;2928208;Santana;Bacia do Rio Corrente;1991;natural.do.mun;21331
346;2928307;Santanópolis;Portal do Sertão;1991;natural.do.mun;9047
347;2928604;Santo Amaro;Recôncavo;1991;natural.do.mun;44338
348;2928703;Santo Antônio de Jesus;Recôncavo;1991;natural.do.mun;46028
349;2928802;Santo Estevão;Portal do Sertão;1991;natural.do.mun;31301
350;2928901;São Desidério;Bacia do Rio Grande;1991;natural.do.mun;17238
351;2928950;São Domingos;Sisal;1991;natural.do.mun;8035
352;2929107;São Felipe;Recôncavo;1991;natural.do.mun;19036
353;2929008;São Félix;Recôncavo;1991;natural.do.mun;10294
354;2929057;São Félix do Coribe;Bacia do Rio Corrente;1991;natural.do.mun;7613
355;2929206;São Francisco do Conde;Metropolitano de Salvador;1991;natural.do.mun;16573
356;2929255;São Gabriel;Irecê;1991;natural.do.mun;13781
357;2929305;São Gonçalo dos Campos;Portal do Sertão;1991;natural.do.mun;21526
358;2929354;São José da Vitória;Litoral Sul;1991;natural.do.mun;6678
359;2929370;São José do Jacuípe;Bacia do Jacuípe;1991;natural.do.mun;11641
360;2929404;São Miguel das Matas;Vale do Jiquiriçá;1991;natural.do.mun;8111
361;2929503;São Sebastião do Passé;Metropolitano de Salvador;1991;natural.do.mun;30671
362;2929602;Sapeaçu;Recôncavo;1991;natural.do.mun;12275
363;2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;1991;natural.do.mun;12789
364;2929750;Saubara;Recôncavo;1991;natural.do.mun;7484
365;2929800;Saúde;Piemonte da Diamantina;1991;natural.do.mun;9509
366;2929909;Seabra;Chapada Diamantina;1991;natural.do.mun;32671
367;2930006;Sebastião Laranjeiras;Sertão Produtivo;1991;natural.do.mun;6939
368;2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;1991;natural.do.mun;66931
369;2930204;Sento Sé;Sertão do São Francisco;1991;natural.do.mun;24506
370;2930154;Serra do Ramalho;Velho Chico;1991;natural.do.mun;15437
371;2930303;Serra Dourada;Bacia do Rio Corrente;1991;natural.do.mun;16448
372;2930402;Serra Preta;Bacia do Jacuípe;1991;natural.do.mun;17035
373;2930501;Serrinha;Sisal;1991;natural.do.mun;64807
374;2930600;Serrolândia;Piemonte da Diamantina;1991;natural.do.mun;9057
375;2930709;Simões Filho;Metropolitano de Salvador;1991;natural.do.mun;34664
376;2930758;Sítio do Mato;Velho Chico;1991;natural.do.mun;7500
377;2930766;Sítio do Quinto;Semiárido Nordeste II;1991;natural.do.mun;10163
378;2930774;Sobradinho;Sertão do São Francisco;1991;natural.do.mun;7691
379;2930808;Souto Soares;Chapada Diamantina;1991;natural.do.mun;16586
380;2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;1991;natural.do.mun;10641
381;2931004;Tanhaçu;Sertão Produtivo;1991;natural.do.mun;17072
382;2931053;Tanque Novo;Sertão Produtivo;1991;natural.do.mun;11961
383;2931103;Tanquinho;Portal do Sertão;1991;natural.do.mun;9166
384;2931202;Taperoá;Baixo Sul;1991;natural.do.mun;15732
385;2931301;Tapiramutá;Piemonte do Paraguaçu;1991;natural.do.mun;11069
386;2931350;Teixeira de Freitas;Extremo Sul;1991;natural.do.mun;32721
387;2931400;Teodoro Sampaio;Portal do Sertão;1991;natural.do.mun;8461
388;2931509;Teofilândia;Sisal;1991;natural.do.mun;20181
389;2931608;Teolândia;Baixo Sul;1991;natural.do.mun;9483
390;2931707;Terra Nova;Portal do Sertão;1991;natural.do.mun;11273
391;2931806;Tremedal;Sudoeste Baiano;1991;natural.do.mun;20050
392;2931905;Tucano;Sisal;1991;natural.do.mun;42847
393;2932002;Uauá;Sertão do São Francisco;1991;natural.do.mun;22967
394;2932101;Ubaíra;Vale do Jiquiriçá;1991;natural.do.mun;18542
395;2932200;Ubaitaba;Litoral Sul;1991;natural.do.mun;13247
396;2932309;Ubatã;Médio Rio de Contas;1991;natural.do.mun;16082
397;2932408;Uibaí;Irecê;1991;natural.do.mun;10048
398;2932457;Umburanas;Piemonte da Diamantina;1991;natural.do.mun;10084
399;2932507;Una;Litoral Sul;1991;natural.do.mun;15214
400;2932606;Urandi;Sertão Produtivo;1991;natural.do.mun;14524
401;2932705;Uruçuca;Litoral Sul;1991;natural.do.mun;24613
402;2932804;Utinga;Chapada Diamantina;1991;natural.do.mun;13006
403;2932903;Valença;Baixo Sul;1991;natural.do.mun;53010
404;2933000;Valente;Sisal;1991;natural.do.mun;16522
405;2933059;Várzea da Roça;Bacia do Jacuípe;1991;natural.do.mun;11850
