;Codigo.do.Municipio;Municipios;Territorios.de.Identidade;Ano;situacao_conjugal;total_civil
2012;2928406;Santa Rita de Cássia;Bacia do Rio Grande;2000;Divorciado;98
2013;2928505;Santa Terezinha;Piemonte do Paraguaçu;2000;Divorciado;18
2014;2928000;Santaluz;Sisal;2000;Divorciado;78
2015;2928208;Santana;Bacia do Rio Corrente;2000;Divorciado;77
2016;2928307;Santanópolis;Portal do Sertão;2000;Divorciado;8
2017;2928604;Santo Amaro;Recôncavo;2000;Divorciado;391
2018;2928703;Santo Antônio de Jesus;Recôncavo;2000;Divorciado;809
2019;2928802;Santo Estevão;Portal do Sertão;2000;Divorciado;145
2020;2928901;São Desidério;Bacia do Rio Grande;2000;Divorciado;106
2021;2928950;São Domingos;Sisal;2000;Divorciado;55
2022;2929107;São Felipe;Recôncavo;2000;Divorciado;89
2023;2929008;São Félix;Recôncavo;2000;Divorciado;87
2024;2929057;São Félix do Coribe;Bacia do Rio Corrente;2000;Divorciado;108
2025;2929206;São Francisco do Conde;Metropolitano de Salvador;2000;Divorciado;246
2026;2929255;São Gabriel;Irecê;2000;Divorciado;41
2027;2929305;São Gonçalo dos Campos;Portal do Sertão;2000;Divorciado;82
2028;2929354;São José da Vitória;Litoral Sul;2000;Divorciado;19
2029;2929370;São José do Jacuípe;Bacia do Jacuípe;2000;Divorciado;8
2030;2929404;São Miguel das Matas;Vale do Jiquiriçá;2000;Divorciado;47
2031;2929503;São Sebastião do Passé;Metropolitano de Salvador;2000;Divorciado;342
2032;2929602;Sapeaçu;Recôncavo;2000;Divorciado;74
2033;2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;2000;Divorciado;52
2034;2929750;Saubara;Recôncavo;2000;Divorciado;47
2035;2929800;Saúde;Piemonte da Diamantina;2000;Divorciado;66
2036;2929909;Seabra;Chapada Diamantina;2000;Divorciado;104
2037;2930006;Sebastião Laranjeiras;Sertão Produtivo;2000;Divorciado;3
2038;2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;2000;Divorciado;616
2039;2930204;Sento Sé;Sertão do São Francisco;2000;Divorciado;38
2040;2930154;Serra do Ramalho;Velho Chico;2000;Divorciado;60
2041;2930303;Serra Dourada;Bacia do Rio Corrente;2000;Divorciado;24
2042;2930402;Serra Preta;Bacia do Jacuípe;2000;Divorciado;43
2043;2930501;Serrinha;Sisal;2000;Divorciado;764
2044;2930600;Serrolândia;Piemonte da Diamantina;2000;Divorciado;106
2045;2930709;Simões Filho;Metropolitano de Salvador;2000;Divorciado;688
2046;2930758;Sítio do Mato;Velho Chico;2000;Divorciado;16
2047;2930766;Sítio do Quinto;Semiárido Nordeste II;2000;Divorciado;44
2048;2930774;Sobradinho;Sertão do São Francisco;2000;Divorciado;156
2049;2930808;Souto Soares;Chapada Diamantina;2000;Divorciado;37
2050;2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;2000;Divorciado;20
2051;2931004;Tanhaçu;Sertão Produtivo;2000;Divorciado;75
2052;2931053;Tanque Novo;Sertão Produtivo;2000;Divorciado;13
2053;2931103;Tanquinho;Portal do Sertão;2000;Divorciado;16
2054;2931202;Taperoá;Baixo Sul;2000;Divorciado;21
2055;2931301;Tapiramutá;Piemonte do Paraguaçu;2000;Divorciado;44
2056;2931350;Teixeira de Freitas;Extremo Sul;2000;Divorciado;1025
2057;2931400;Teodoro Sampaio;Portal do Sertão;2000;Divorciado;25
2058;2931509;Teofilândia;Sisal;2000;Divorciado;90
2059;2931608;Teolândia;Baixo Sul;2000;Divorciado;18
2060;2931707;Terra Nova;Portal do Sertão;2000;Divorciado;42
2061;2931806;Tremedal;Sudoeste Baiano;2000;Divorciado;64
2062;2931905;Tucano;Sisal;2000;Divorciado;176
2063;2932002;Uauá;Sertão do São Francisco;2000;Divorciado;76
2064;2932101;Ubaíra;Vale do Jiquiriçá;2000;Divorciado;110
2065;2932200;Ubaitaba;Litoral Sul;2000;Divorciado;78
2066;2932309;Ubatã;Médio Rio de Contas;2000;Divorciado;52
2067;2932408;Uibaí;Irecê;2000;Divorciado;27
2068;2932457;Umburanas;Piemonte da Diamantina;2000;Divorciado;56
2069;2932507;Una;Litoral Sul;2000;Divorciado;44
2070;2932606;Urandi;Sertão Produtivo;2000;Divorciado;53
2071;2932705;Uruçuca;Litoral Sul;2000;Divorciado;72
2072;2932804;Utinga;Chapada Diamantina;2000;Divorciado;71
2073;2932903;Valença;Baixo Sul;2000;Divorciado;465
2074;2933000;Valente;Sisal;2000;Divorciado;99
2075;2933059;Várzea da Roça;Bacia do Jacuípe;2000;Divorciado;28
2076;2933109;Várzea do Poço;Bacia do Jacuípe;2000;Divorciado;30
2077;2933158;Várzea Nova;Piemonte da Diamantina;2000;Divorciado;106
2078;2933174;Varzedo;Recôncavo;2000;Divorciado;34
2079;2933208;Vera Cruz;Metropolitano de Salvador;2000;Divorciado;272
2080;2933257;Vereda;Extremo Sul;2000;Divorciado;14
2081;2933307;Vitória da Conquista;Sudoeste Baiano;2000;Divorciado;3089
2082;2933406;Wagner;Chapada Diamantina;2000;Divorciado;9
2083;2933455;Wanderley;Bacia do Rio Grande;2000;Divorciado;100
2084;2933505;Wenceslau Guimarães;Baixo Sul;2000;Divorciado;21
2085;2933604;Xique-Xique;Irecê;2000;Divorciado;267
2086;2900108;Abaíra;Chapada Diamantina;2010;Divorciado;105
2087;2900207;Abaré;Itaparica;2010;Divorciado;262
2088;2900306;Acajutiba;Litoral Norte e Agreste Baiano;2010;Divorciado;207
2089;2900355;Adustina;Semiárido Nordeste II;2010;Divorciado;131
2090;2900405;Água Fria;Portal do Sertão;2010;Divorciado;145
2091;2900603;Aiquara;Médio Rio de Contas;2010;Divorciado;18
2092;2900702;Alagoinhas;Litoral Norte e Agreste Baiano;2010;Divorciado;2753
2093;2900801;Alcobaça;Extremo Sul;2010;Divorciado;337
2094;2900900;Almadina;Litoral Sul;2010;Divorciado;48
2095;2901007;Amargosa;Vale do Jiquiriçá;2010;Divorciado;413
2096;2901106;Amélia Rodrigues;Portal do Sertão;2010;Divorciado;293
2097;2901155;América Dourada;Irecê;2010;Divorciado;90
2098;2901205;Anagé;Sudoeste Baiano;2010;Divorciado;257
2099;2901304;Andaraí;Chapada Diamantina;2010;Divorciado;71
2100;2901353;Andorinha;Piemonte Norte do Itapicuru;2010;Divorciado;190
2101;2901403;Angical;Bacia do Rio Grande;2010;Divorciado;166
2102;2901502;Anguera;Portal do Sertão;2010;Divorciado;76
2103;2901601;Antas;Semiárido Nordeste II;2010;Divorciado;174
2104;2901700;Antônio Cardoso;Portal do Sertão;2010;Divorciado;46
2105;2901809;Antônio Gonçalves;Piemonte Norte do Itapicuru;2010;Divorciado;118
2106;2901908;Aporá;Litoral Norte e Agreste Baiano;2010;Divorciado;157
2107;2901957;Apuarema;Médio Rio de Contas;2010;Divorciado;43
2108;2902054;Araçás;Litoral Norte e Agreste Baiano;2010;Divorciado;48
2109;2902005;Aracatu;Sudoeste Baiano;2010;Divorciado;123
2110;2902104;Araci;Sisal;2010;Divorciado;380
2111;2902203;Aramari;Litoral Norte e Agreste Baiano;2010;Divorciado;91
2112;2902252;Arataca;Litoral Sul;2010;Divorciado;51
2113;2902302;Aratuípe;Baixo Sul;2010;Divorciado;96
2114;2902401;Aurelino Leal;Litoral Sul;2010;Divorciado;106
2115;2902500;Baianópolis;Bacia do Rio Grande;2010;Divorciado;129
2116;2902609;Baixa Grande;Bacia do Jacuípe;2010;Divorciado;117
2117;2902658;Banzaê;Semiárido Nordeste II;2010;Divorciado;48
2118;2902708;Barra;Velho Chico;2010;Divorciado;402
2119;2902807;Barra da Estiva;Chapada Diamantina;2010;Divorciado;214
2120;2902906;Barra do Choça;Sudoeste Baiano;2010;Divorciado;416
2121;2903003;Barra do Mendes;Irecê;2010;Divorciado;206
2122;2903102;Barra do Rocha;Médio Rio de Contas;2010;Divorciado;30
2123;2903201;Barreiras;Bacia do Rio Grande;2010;Divorciado;2439
2124;2903235;Barro Alto;Irecê;2010;Divorciado;83
2125;2903300;Barro Preto/Lomanto Junior;Litoral Sul;2010;Divorciado;39
2126;2903276;Barrocas;Sisal;2010;Divorciado;120
2127;2903409;Belmonte;Costa do Descobrimento;2010;Divorciado;255
2128;2903508;Belo Campo;Sudoeste Baiano;2010;Divorciado;213
2129;2903607;Biritinga;Sisal;2010;Divorciado;117
2130;2903706;Boa Nova;Médio Rio de Contas;2010;Divorciado;168
2131;2903805;Boa Vista do Tupim;Piemonte do Paraguaçu;2010;Divorciado;137
2132;2903904;Bom Jesus da Lapa;Velho Chico;2010;Divorciado;713
2133;2903953;Bom Jesus da Serra;Sudoeste Baiano;2010;Divorciado;43
2134;2904001;Boninal;Chapada Diamantina;2010;Divorciado;105
2135;2904050;Bonito;Chapada Diamantina;2010;Divorciado;98
2136;2904100;Boquira;Bacia do Paramirim;2010;Divorciado;143
2137;2904209;Botuporã;Bacia do Paramirim;2010;Divorciado;88
2138;2904308;Brejões;Vale do Jiquiriçá;2010;Divorciado;85
2139;2904407;Brejolândia;Bacia do Rio Corrente;2010;Divorciado;161
2140;2904506;Brotas de Macaúbas;Velho Chico;2010;Divorciado;71
2141;2904605;Brumado;Sertão Produtivo;2010;Divorciado;896
2142;2904704;Buerarema;Litoral Sul;2010;Divorciado;164
2143;2904753;Buritirama;Bacia do Rio Grande;2010;Divorciado;74
2144;2904803;Caatiba;Médio Sudoeste da Bahia;2010;Divorciado;122
2145;2904852;Cabaceiras do Paraguaçu;Recôncavo;2010;Divorciado;164
2146;2904902;Cachoeira;Recôncavo;2010;Divorciado;364
2147;2905008;Caculé;Sertão Produtivo;2010;Divorciado;299
2148;2905107;Caém;Piemonte da Diamantina;2010;Divorciado;75
2149;2905156;Caetanos;Sudoeste Baiano;2010;Divorciado;43
2150;2905206;Caetité;Sertão Produtivo;2010;Divorciado;609
2151;2905305;Cafarnaum;Irecê;2010;Divorciado;82
2152;2905404;Cairu;Baixo Sul;2010;Divorciado;105
2153;2905503;Caldeirão Grande;Piemonte Norte do Itapicuru;2010;Divorciado;80
2154;2905602;Camacan;Litoral Sul;2010;Divorciado;341
2155;2905701;Camaçari;Metropolitano de Salvador;2010;Divorciado;3666
2156;2905800;Camamu;Baixo Sul;2010;Divorciado;95
2157;2905909;Campo Alegre de Lourdes;Sertão do São Francisco;2010;Divorciado;147
2158;2906006;Campo Formoso;Piemonte Norte do Itapicuru;2010;Divorciado;596
2159;2906105;Canápolis;Bacia do Rio Corrente;2010;Divorciado;45
2160;2906204;Canarana;Irecê;2010;Divorciado;207
2161;2906303;Canavieiras;Litoral Sul;2010;Divorciado;552
2162;2906402;Candeal;Sisal;2010;Divorciado;48
2163;2906501;Candeias;Metropolitano de Salvador;2010;Divorciado;1323
2164;2906600;Candiba;Sertão Produtivo;2010;Divorciado;132
2165;2906709;Cândido Sales;Sudoeste Baiano;2010;Divorciado;347
2166;2906808;Cansanção;Sisal;2010;Divorciado;269
2167;2906824;Canudos;Sertão do São Francisco;2010;Divorciado;126
2168;2906857;Capela do Alto Alegre;Bacia do Jacuípe;2010;Divorciado;131
2169;2906873;Capim Grosso;Bacia do Jacuípe;2010;Divorciado;619
2170;2906899;Caraíbas;Sudoeste Baiano;2010;Divorciado;57
2171;2906907;Caravelas;Extremo Sul;2010;Divorciado;229
2172;2907004;Cardeal da Silva;Litoral Norte e Agreste Baiano;2010;Divorciado;32
2173;2907103;Carinhanha;Velho Chico;2010;Divorciado;190
2174;2907202;Casa Nova;Sertão do São Francisco;2010;Divorciado;768
2175;2907301;Castro Alves;Recôncavo;2010;Divorciado;285
2176;2907400;Catolândia;Bacia do Rio Grande;2010;Divorciado;23
2177;2907509;Catu;Litoral Norte e Agreste Baiano;2010;Divorciado;611
2178;2907558;Caturama;Bacia do Paramirim;2010;Divorciado;45
2179;2907608;Central;Irecê;2010;Divorciado;158
2180;2907707;Chorrochó;Itaparica;2010;Divorciado;78
2181;2907806;Cícero Dantas;Semiárido Nordeste II;2010;Divorciado;419
2182;2907905;Cipó;Semiárido Nordeste II;2010;Divorciado;134
2183;2908002;Coaraci;Litoral Sul;2010;Divorciado;251
2184;2908101;Côcos;Bacia do Rio Corrente;2010;Divorciado;127
2185;2908200;Conceição da Feira;Portal do Sertão;2010;Divorciado;225
2186;2908309;Conceição do Almeida;Recôncavo;2010;Divorciado;160
2187;2908408;Conceição do Coité;Sisal;2010;Divorciado;1205
2188;2908507;Conceição do Jacuípe;Portal do Sertão;2010;Divorciado;394
2189;2908606;Conde;Litoral Norte e Agreste Baiano;2010;Divorciado;198
2190;2908705;Condeúba;Sudoeste Baiano;2010;Divorciado;226
2191;2908804;Contendas do Sincorá;Sertão Produtivo;2010;Divorciado;48
2192;2908903;Coração de Maria;Portal do Sertão;2010;Divorciado;194
2193;2909000;Cordeiros;Sudoeste Baiano;2010;Divorciado;42
2194;2909109;Coribe;Bacia do Rio Corrente;2010;Divorciado;110
2195;2909208;Coronel João Sá;Semiárido Nordeste II;2010;Divorciado;135
2196;2909307;Correntina;Bacia do Rio Corrente;2010;Divorciado;502
2197;2909406;Cotegipe;Bacia do Rio Grande;2010;Divorciado;162
2198;2909505;Cravolândia;Vale do Jiquiriçá;2010;Divorciado;32
2199;2909604;Crisópolis;Litoral Norte e Agreste Baiano;2010;Divorciado;153
2200;2909703;Cristópolis;Bacia do Rio Grande;2010;Divorciado;118
2201;2909802;Cruz das Almas;Recôncavo;2010;Divorciado;1293
2202;2909901;Curaçá;Sertão do São Francisco;2010;Divorciado;230
2203;2910008;Dário Meira;Médio Rio de Contas;2010;Divorciado;62
2204;2910057;Dias D'Ávila;Metropolitano de Salvador;2010;Divorciado;1240
2205;2910107;Dom Basílio;Sertão Produtivo;2010;Divorciado;87
2206;2910206;Dom Macedo Costa;Recôncavo;2010;Divorciado;40
2207;2910305;Elísio Medrado;Vale do Jiquiriçá;2010;Divorciado;95
2208;2910404;Encruzilhada;Sudoeste Baiano;2010;Divorciado;244
2209;2910503;Entre Rios;Litoral Norte e Agreste Baiano;2010;Divorciado;359
2210;2900504;Érico Cardoso;Bacia do Paramirim;2010;Divorciado;137
2211;2910602;Esplanada;Litoral Norte e Agreste Baiano;2010;Divorciado;321
2212;2910701;Euclides da Cunha;Semiárido Nordeste II;2010;Divorciado;650
2213;2910727;Eunápolis;Costa do Descobrimento;2010;Divorciado;2016
2214;2910750;Fátima;Semiárido Nordeste II;2010;Divorciado;125
2215;2910776;Feira da Mata;Velho Chico;2010;Divorciado;28
2216;2910800;Feira de Santana;Portal do Sertão;2010;Divorciado;11848
2217;2910859;Filadélfia;Piemonte Norte do Itapicuru;2010;Divorciado;160
2218;2910909;Firmino Alves;Médio Sudoeste da Bahia;2010;Divorciado;49
2219;2911006;Floresta Azul;Litoral Sul;2010;Divorciado;65
2220;2911105;Formosa do Rio Preto;Bacia do Rio Grande;2010;Divorciado;139
2221;2911204;Gandu;Baixo Sul;2010;Divorciado;262
2222;2911253;Gavião;Bacia do Jacuípe;2010;Divorciado;49
2223;2911303;Gentio do Ouro;Irecê;2010;Divorciado;90
2224;2911402;Glória;Itaparica;2010;Divorciado;88
2225;2911501;Gongogi;Médio Rio de Contas;2010;Divorciado;27
2226;2911600;Governador Mangabeira;Recôncavo;2010;Divorciado;225
2227;2911659;Guajeru;Sudoeste Baiano;2010;Divorciado;36
2228;2911709;Guanambi;Sertão Produtivo;2010;Divorciado;1768
2229;2911808;Guaratinga;Costa do Descobrimento;2010;Divorciado;214
2230;2911857;Heliópolis;Semiárido Nordeste II;2010;Divorciado;109
2231;2911907;Iaçu;Piemonte do Paraguaçu;2010;Divorciado;250
2232;2912004;Ibiassucê;Sertão Produtivo;2010;Divorciado;64
2233;2912103;Ibicaraí;Litoral Sul;2010;Divorciado;257
2234;2912202;Ibicoara;Chapada Diamantina;2010;Divorciado;124
2235;2912301;Ibicuí;Médio Sudoeste da Bahia;2010;Divorciado;145
2236;2912400;Ibipeba;Irecê;2010;Divorciado;169
2237;2912509;Ibipitanga;Bacia do Paramirim;2010;Divorciado;185
2238;2912608;Ibiquera;Piemonte do Paraguaçu;2010;Divorciado;43
2239;2912707;Ibirapitanga;Baixo Sul;2010;Divorciado;111
2240;2912806;Ibirapoã;Extremo Sul;2010;Divorciado;89
2241;2912905;Ibirataia;Médio Rio de Contas;2010;Divorciado;123
2242;2913002;Ibitiara;Chapada Diamantina;2010;Divorciado;84
2243;2913101;Ibititá;Irecê;2010;Divorciado;277
2244;2913200;Ibotirama;Velho Chico;2010;Divorciado;369
2245;2913309;Ichu;Sisal;2010;Divorciado;50
2246;2913408;Igaporã;Velho Chico;2010;Divorciado;107
2247;2913457;Igrapiúna;Baixo Sul;2010;Divorciado;62
2248;2913507;Iguaí;Médio Sudoeste da Bahia;2010;Divorciado;268
2249;2913606;Ilhéus;Litoral Sul;2010;Divorciado;3676
2250;2913705;Inhambupe;Litoral Norte e Agreste Baiano;2010;Divorciado;483
2251;2913804;Ipecaetá;Portal do Sertão;2010;Divorciado;76
2252;2913903;Ipiaú;Médio Rio de Contas;2010;Divorciado;715
2253;2914000;Ipirá;Bacia do Jacuípe;2010;Divorciado;668
2254;2914109;Ipupiara;Irecê;2010;Divorciado;130
2255;2914208;Irajuba;Vale do Jiquiriçá;2010;Divorciado;31
2256;2914307;Iramaia;Chapada Diamantina;2010;Divorciado;110
2257;2914406;Iraquara;Chapada Diamantina;2010;Divorciado;189
2258;2914505;Irará;Portal do Sertão;2010;Divorciado;382
2259;2914604;Irecê;Irecê;2010;Divorciado;1069
2260;2914653;Itabela;Costa do Descobrimento;2010;Divorciado;158
2261;2914703;Itaberaba;Piemonte do Paraguaçu;2010;Divorciado;886
2262;2914802;Itabuna;Litoral Sul;2010;Divorciado;3999
2263;2914901;Itacaré;Litoral Sul;2010;Divorciado;277
2264;2915007;Itaeté;Chapada Diamantina;2010;Divorciado;136
2265;2915106;Itagi;Médio Rio de Contas;2010;Divorciado;80
2266;2915205;Itagibá;Médio Rio de Contas;2010;Divorciado;133
2267;2915304;Itagimirim;Costa do Descobrimento;2010;Divorciado;101
2268;2915353;Itaguaçu da Bahia;Irecê;2010;Divorciado;64
2269;2915403;Itaju do Colônia;Litoral Sul;2010;Divorciado;55
2270;2915502;Itajuípe;Litoral Sul;2010;Divorciado;193
2271;2915601;Itamaraju;Extremo Sul;2010;Divorciado;756
2272;2915700;Itamari;Médio Rio de Contas;2010;Divorciado;21
2273;2915809;Itambé;Médio Sudoeste da Bahia;2010;Divorciado;478
2274;2915908;Itanagra;Litoral Norte e Agreste Baiano;2010;Divorciado;32
2275;2916005;Itanhém;Extremo Sul;2010;Divorciado;481
2276;2916104;Itaparica;Metropolitano de Salvador;2010;Divorciado;290
2277;2916203;Itapé;Litoral Sul;2010;Divorciado;57
2278;2916302;Itapebi;Costa do Descobrimento;2010;Divorciado;82
2279;2916401;Itapetinga;Médio Sudoeste da Bahia;2010;Divorciado;1011
2280;2916500;Itapicuru;Litoral Norte e Agreste Baiano;2010;Divorciado;333
2281;2916609;Itapitanga;Litoral Sul;2010;Divorciado;46
2282;2916708;Itaquara;Vale do Jiquiriçá;2010;Divorciado;87
2283;2916807;Itarantim;Médio Sudoeste da Bahia;2010;Divorciado;248
2284;2916856;Itatim;Piemonte do Paraguaçu;2010;Divorciado;123
2285;2916906;Itiruçu;Vale do Jiquiriçá;2010;Divorciado;153
2286;2917003;Itiúba;Sisal;2010;Divorciado;435
2287;2917102;Itororó;Médio Sudoeste da Bahia;2010;Divorciado;159
2288;2917201;Ituaçu;Sertão Produtivo;2010;Divorciado;150
2289;2917300;Ituberá;Baixo Sul;2010;Divorciado;280
2290;2917334;Iuiu;Sertão Produtivo;2010;Divorciado;78
2291;2917359;Jaborandi;Bacia do Rio Corrente;2010;Divorciado;105
2292;2917409;Jacaraci;Sudoeste Baiano;2010;Divorciado;114
2293;2917508;Jacobina;Piemonte da Diamantina;2010;Divorciado;1517
2294;2917607;Jaguaquara;Vale do Jiquiriçá;2010;Divorciado;586
2295;2917706;Jaguarari;Piemonte Norte do Itapicuru;2010;Divorciado;387
2296;2917805;Jaguaripe;Baixo Sul;2010;Divorciado;105
2297;2917904;Jandaíra;Litoral Norte e Agreste Baiano;2010;Divorciado;60
2298;2918001;Jequié;Médio Rio de Contas;2010;Divorciado;3032
2299;2918100;Jeremoabo;Semiárido Nordeste II;2010;Divorciado;404
2300;2918209;Jiquiriçá;Vale do Jiquiriçá;2010;Divorciado;119
2301;2918308;Jitaúna;Médio Rio de Contas;2010;Divorciado;151
2302;2918357;João Dourado;Irecê;2010;Divorciado;204
2303;2918407;Juazeiro;Sertão do São Francisco;2010;Divorciado;3516
2304;2918456;Jucuruçu;Extremo Sul;2010;Divorciado;12
2305;2918506;Jussara;Irecê;2010;Divorciado;99
2306;2918555;Jussari;Litoral Sul;2010;Divorciado;19
2307;2918605;Jussiape;Chapada Diamantina;2010;Divorciado;55
2308;2918704;Lafayette Coutinho;Vale do Jiquiriçá;2010;Divorciado;20
2309;2919058;Lagedo do Tabocal;Vale do Jiquiriçá;2010;Divorciado;64
2310;2918753;Lagoa Real;Sertão Produtivo;2010;Divorciado;71
2311;2918803;Laje;Vale do Jiquiriçá;2010;Divorciado;227
2312;2918902;Lajedão;Extremo Sul;2010;Divorciado;60
2313;2919009;Lajedinho;Piemonte do Paraguaçu;2010;Divorciado;22
2314;2919108;Lamarão;Sisal;2010;Divorciado;59
2315;2919157;Lapão;Irecê;2010;Divorciado;291
2316;2919207;Lauro de Freitas;Metropolitano de Salvador;2010;Divorciado;3533
2317;2919306;Lençóis;Chapada Diamantina;2010;Divorciado;124
2318;2919405;Licínio de Almeida;Sudoeste Baiano;2010;Divorciado;141
2319;2919504;Livramento de N. Senhora;Sertão Produtivo;2010;Divorciado;786
2320;2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;2010;Divorciado;870
2321;2919603;Macajuba;Piemonte do Paraguaçu;2010;Divorciado;75
2322;2919702;Macarani;Médio Sudoeste da Bahia;2010;Divorciado;246
2323;2919801;Macaúbas;Bacia do Paramirim;2010;Divorciado;405
2324;2919900;Macururé;Itaparica;2010;Divorciado;42
2325;2919926;Madre de Deus;Metropolitano de Salvador;2010;Divorciado;373
2326;2919959;Maetinga;Sudoeste Baiano;2010;Divorciado;44
2327;2920007;Maiquinique;Médio Sudoeste da Bahia;2010;Divorciado;129
2328;2920106;Mairi;Bacia do Jacuípe;2010;Divorciado;193
2329;2920205;Malhada;Velho Chico;2010;Divorciado;98
2330;2920304;Malhada de Pedras;Sertão Produtivo;2010;Divorciado;54
2331;2920403;Manoel Vitorino;Médio Rio de Contas;2010;Divorciado;107
2332;2920452;Mansidão;Bacia do Rio Grande;2010;Divorciado;74
2333;2920502;Maracás;Vale do Jiquiriçá;2010;Divorciado;173
2334;2920601;Maragogipe;Recôncavo;2010;Divorciado;395
2335;2920700;Maraú;Litoral Sul;2010;Divorciado;141
2336;2920809;Marcionílio Souza;Chapada Diamantina;2010;Divorciado;69
2337;2920908;Mascote;Litoral Sul;2010;Divorciado;81
2338;2921005;Mata de São João;Metropolitano de Salvador;2010;Divorciado;511
2339;2921054;Matina;Velho Chico;2010;Divorciado;48
2340;2921104;Medeiros Neto;Extremo Sul;2010;Divorciado;280
2341;2921203;Miguel Calmon;Piemonte da Diamantina;2010;Divorciado;309
2342;2921302;Milagres;Vale do Jiquiriçá;2010;Divorciado;76
2343;2921401;Mirangaba;Piemonte da Diamantina;2010;Divorciado;108
2344;2921450;Mirante;Sudoeste Baiano;2010;Divorciado;44
2345;2921500;Monte Santo;Sisal;2010;Divorciado;141
2346;2921609;Morpará;Velho Chico;2010;Divorciado;63
2347;2921708;Morro do Chapéu;Chapada Diamantina;2010;Divorciado;394
2348;2921807;Mortugaba;Sudoeste Baiano;2010;Divorciado;80
2349;2921906;Mucugê;Chapada Diamantina;2010;Divorciado;144
2350;2922003;Mucuri;Extremo Sul;2010;Divorciado;559
2351;2922052;Mulungu do Morro;Irecê;2010;Divorciado;10
2352;2922102;Mundo Novo;Piemonte do Paraguaçu;2010;Divorciado;210
2353;2922201;Muniz Ferreira;Recôncavo;2010;Divorciado;36
2354;2922250;Muquém do São Francisco;Velho Chico;2010;Divorciado;75
2355;2922300;Muritiba;Recôncavo;2010;Divorciado;549
2356;2922409;Mutuípe;Vale do Jiquiriçá;2010;Divorciado;236
2357;2922508;Nazaré;Recôncavo;2010;Divorciado;418
2358;2922607;Nilo Peçanha;Baixo Sul;2010;Divorciado;35
2359;2922656;Nordestina;Sisal;2010;Divorciado;104
2360;2922706;Nova Canaã;Médio Sudoeste da Bahia;2010;Divorciado;85
2361;2922730;Nova Fátima;Bacia do Jacuípe;2010;Divorciado;79
2362;2922755;Nova Ibiá;Médio Rio de Contas;2010;Divorciado;14
2363;2922805;Nova Itarana;Vale do Jiquiriçá;2010;Divorciado;27
2364;2922854;Nova Redenção;Chapada Diamantina;2010;Divorciado;73
2365;2922904;Nova Soure;Semiárido Nordeste II;2010;Divorciado;285
2366;2923001;Nova Viçosa;Extremo Sul;2010;Divorciado;606
2367;2923035;Novo Horizonte;Chapada Diamantina;2010;Divorciado;76
2368;2923050;Novo Triunfo;Semiárido Nordeste II;2010;Divorciado;66
2369;2923100;Olindina;Litoral Norte e Agreste Baiano;2010;Divorciado;351
2370;2923209;Oliveira dos Brejinhos;Velho Chico;2010;Divorciado;200
2371;2923308;Ouriçangas;Litoral Norte e Agreste Baiano;2010;Divorciado;83
2372;2923357;Ourolândia;Piemonte da Diamantina;2010;Divorciado;123
2373;2923407;Palmas de Monte Alto;Sertão Produtivo;2010;Divorciado;317
2374;2923506;Palmeiras;Chapada Diamantina;2010;Divorciado;80
2375;2923605;Paramirim;Bacia do Paramirim;2010;Divorciado;216
2376;2923704;Paratinga;Velho Chico;2010;Divorciado;165
2377;2923803;Paripiranga;Semiárido Nordeste II;2010;Divorciado;187
2378;2923902;Pau Brasil;Litoral Sul;2010;Divorciado;42
2379;2924009;Paulo Afonso;Itaparica;2010;Divorciado;2527
2380;2924058;Pé de Serra;Bacia do Jacuípe;2010;Divorciado;142
2381;2924108;Pedrão;Litoral Norte e Agreste Baiano;2010;Divorciado;40
2382;2924207;Pedro Alexandre;Semiárido Nordeste II;2010;Divorciado;54
2383;2924306;Piatã;Chapada Diamantina;2010;Divorciado;251
2384;2924405;Pilão Arcado;Sertão do São Francisco;2010;Divorciado;218
2385;2924504;Pindaí;Sertão Produtivo;2010;Divorciado;80
2386;2924603;Pindobaçu;Piemonte Norte do Itapicuru;2010;Divorciado;291
2387;2924652;Pintadas;Bacia do Jacuípe;2010;Divorciado;112
2388;2924678;Piraí do Norte;Baixo Sul;2010;Divorciado;22
2389;2924702;Piripá;Sudoeste Baiano;2010;Divorciado;129
2390;2924801;Piritiba;Piemonte do Paraguaçu;2010;Divorciado;402
2391;2924900;Planaltino;Vale do Jiquiriçá;2010;Divorciado;57
2392;2925006;Planalto;Sudoeste Baiano;2010;Divorciado;334
2393;2925105;Poções;Sudoeste Baiano;2010;Divorciado;701
2394;2925204;Pojuca;Metropolitano de Salvador;2010;Divorciado;500
2395;2925253;Ponto Novo;Piemonte Norte do Itapicuru;2010;Divorciado;167
2396;2925303;Porto Seguro;Costa do Descobrimento;2010;Divorciado;1945
2397;2925402;Potiraguá;Médio Sudoeste da Bahia;2010;Divorciado;29
2398;2925501;Prado;Extremo Sul;2010;Divorciado;348
2399;2925600;Presidente Dutra;Irecê;2010;Divorciado;145
2400;2925709;Presidente Jânio Quadros;Sudoeste Baiano;2010;Divorciado;109
2401;2925758;Presidente Tancredo Neves;Baixo Sul;2010;Divorciado;122
2402;2925808;Queimadas;Sisal;2010;Divorciado;381
